epoch,train_total,train_noise,train_x0,train_class,train_param,train_closed_loop,val_total,val_noise,val_x0,val_class,val_param,val_closed_loop,val_select
1,3.9034856796264648,1.1879972696304322,1.671733570098877,4.45492639541626,0.47885785102844236,0.6659838318824768,2.867317533493042,1.0191395998001098,1.2305706977844237,2.892061233520508,0.39553303718566896,0.47683714628219603,4.995002114772797
