name,epochs,best_val_select,epoch_val_select,last_val_select,best_val_total,epoch_val_total,last_val_total,best_val_noise,epoch_val_noise,last_val_noise,best_val_x0,epoch_val_x0,last_val_x0,best_val_closed_loop,epoch_val_closed_loop,last_val_closed_loop,best_train_total,epoch_train_total,last_train_total
round1_h512_lr3e4_x0p3_loop0p5,600,0.2135309682693332,527,0.2538501066621392,0.3282921969890594,506,0.343742024898529,0.1833991467952728,452,0.1970075249671936,0.1080078601837158,506,0.1188939586281776,0.0026730109006166,556,0.0031199978198856,0.3681369483470916,585,0.3930937349796295
h512_lr2e4_x0p5_loop0p7,800,0.2283143139909952,748,0.2896684514358639,0.3593944907188415,751,0.4235533535480499,0.1829745709896087,751,0.2325723350048065,0.1026698529720306,748,0.1257385820150375,0.0025738246273249,708,0.0028550447896122,0.4196184515953064,783,0.4506307661533356
h384_lr2e4_x0p5_loop0p7,800,0.2658564714249223,645,0.3386364776641131,0.3984693586826324,751,0.4697659969329834,0.2022248744964599,596,0.2523402035236358,0.1173243373632431,748,0.1327949523925781,0.0029656521044671,758,0.0037105489522218,0.460366290807724,742,0.499642938375473
