epoch,train_total,train_curve,train_physics,train_smoothness,train_force_monotonic,train_displacement_monotonic,val_total,val_curve,val_physics,val_smoothness,val_force_monotonic,val_displacement_monotonic
1,0.5135345820788365,0.5022143708292846,0.22640397584742042,1.7830397601251988e-06,0.0,0.0,0.2575820571461389,0.24832369310911312,0.18516675511071848,3.5188544854971167e-06,0.0,0.0
2,0.1834089605671585,0.17590749996482946,0.15002570944796703,1.7447248446958282e-05,0.0,0.0,0.10977378321248432,0.10308366951554321,0.1337975118395894,2.3801047410775343e-05,0.0,0.0
3,0.09681481971008003,0.09142056996845135,0.10787670192824807,4.1433382414357004e-05,0.0,0.0,0.07361116369449815,0.06855843053307645,0.10104489201723144,4.8832335495146336e-05,0.0,0.0
4,0.06425990408203404,0.06005317939409784,0.08412124058528311,6.629219034925447e-05,0.0,0.0,0.054958780837613484,0.05095157730717992,0.08012944754472999,7.312716026167754e-05,0.0,0.0
5,0.048501360995374665,0.0450700106039928,0.06860939462663261,8.802428474734317e-05,0.0,0.0,0.04381925810215085,0.04052031975845958,0.06596127602943154,8.743244147491317e-05,0.0,0.0
6,0.039623528731998744,0.03669006253835882,0.05864756333695096,0.00010880817644183886,0.0,0.0,0.03575690518631491,0.03297512670762317,0.05561446457408195,0.00010553736775723655,0.0,0.0
7,0.030872692726552485,0.02839979184732126,0.0494333098055261,0.00012353813983084763,0.0,0.0,0.031194349984790003,0.028741281306327776,0.04903843754599261,0.00011469819934952051,0.0,0.0
8,0.02701124873154672,0.024823578607267256,0.04372589515794994,0.00013754789118364358,0.0,0.0,0.03952011758851451,0.03739637565300908,0.04244901175762332,0.00012910862891193003,0.0,0.0
9,0.023800165059080548,0.02183492330086839,0.03927543806801936,0.00014698333863263867,0.0,0.0,0.02716444873705853,0.02524110088341458,0.03843933924339538,0.00013811059545205777,0.0,0.0
10,0.02063333639388631,0.018829998868713334,0.03603588339344711,0.00015431964524523326,0.0,0.0,0.02354782099813916,0.02182096667414488,0.03450902990650299,0.00014025222430233086,0.0,0.0
11,0.01757817321344261,0.015919762210339118,0.033136026774811894,0.00016095992883075633,0.0,0.0,0.026264357315592988,0.024703838728195014,0.03118127732602663,0.00014541908410962585,0.0,0.0
12,0.016769134453764767,0.015190340246957769,0.03154379643832043,0.0001604118960009366,0.0,0.0,0.02574628199948821,0.0242237665538871,0.030422224754164385,0.000140459586793102,0.0,0.0
13,0.016550631980132905,0.015049846413408875,0.029984962954452844,0.00015375514668234546,0.0,0.0,0.025872726287952688,0.024458057784237142,0.028269101558036584,0.00012132813094784831,0.0,0.0
14,0.01967706563081711,0.018201054166409242,0.029492352736793508,0.0001393775819914985,0.0,0.0,0.026423329227538997,0.0249709059419327,0.029024327165165613,0.00012063504721926048,0.0,0.0
15,0.013179260284705147,0.011828102930122689,0.02699600703729566,0.0001356968786593402,0.0,0.0,0.019942138603953427,0.018620266392827035,0.02641390392253565,0.00011768746501116385,0.0,0.0
