supp_docx_path,paper_forward_tableS2_best,paper_inverse_tableS1_best,note
C:\Users\48186\Desktop\文献\逆向设计优化\smll202500634-sup-0001-suppmat.docx,0.04558,0.00164,Paper baseline scores are parsed from supplementary Table S1/S2 mean test score; cross-protocol comparison should be interpreted cautiously.
