module,baseline_model,model,mse,mse_impr_pct,mae,mae_impr_pct,r2,r2_impr_pct,nrmse_pct,nrmse_pct_impr_pct,param_mse,param_mse_impr_pct,param_mae,param_mae_impr_pct,curve_mse,curve_mse_impr_pct,curve_mae,curve_mae_impr_pct,curve_nrmse_pct,curve_nrmse_pct_impr_pct,oracle_topk_param_mse,oracle_topk_param_mse_impr_pct,oracle_topk_param_mae,oracle_topk_param_mae_impr_pct
forward,gat,gat,11.484012603759766,0.0,1.0617573261260986,0.0,0.9759511947631836,0.0,2.3187499801574,0.0,,,,,,,,,,,,,,
forward,gat,transformer_ens_5,7.257358074188232,36.80468382791363,0.7950584292411804,25.11863024840047,0.9846495389938354,0.8912683623244629,1.8433014670918173,20.504518259157404,,,,,,,,,,,,,,
inverse,cvae,cvae,,,,,,,,,133.015625,0.0,3.654518604278565,0.0,28.8452205657959,0.0,2.019345998764038,0.0,3.6748873019819,0.0,51.782447814941406,0.0,2.2051198482513428,0.0
inverse,cvae,diffusion,,,,,,,,,46.84138870239258,64.7850478450238,1.1495782136917114,68.54364861227327,2.53858494758606,91.19928744592002,0.7308552265167236,63.80733034536671,1.090191880826178,70.33400506627162,34.59794616699219,33.18595851119802,0.7873895764350891,64.29266295618862
