epoch,train_total,train_noise,train_x0,train_param,train_closed_loop,val_total,val_noise,val_x0,val_param,val_closed_loop,val_select
1,1.5268801689147948,1.0600414037704469,1.3914347410202026,0.45814645290374756,0.5909448623657226,1.0761077642440795,0.7561931014060974,0.8098406672477723,0.31421215534210206,0.408278226852417,1.5323310494422913
