epoch,train_total,train_curve,train_physics,train_smoothness,train_force_monotonic,train_displacement_monotonic,val_total,val_curve,val_physics,val_smoothness,val_force_monotonic,val_displacement_monotonic
1,0.9427475780248642,0.9281112402677536,0.2927265092730522,9.444174651207504e-07,0.0,0.0,0.9707037508487701,0.9558771550655365,0.29653193056583405,7.787362505951023e-07,0.0,0.0
2,0.8968351036310196,0.8824138194322586,0.2884257137775421,8.945926026626694e-07,0.0,0.0,0.9270582795143127,0.9124491214752197,0.2921830713748932,7.427790364999964e-07,0.0,0.0
