epoch,train_total,train_class,train_param,train_kl,train_closed_loop,val_total,val_class,val_param,val_kl,val_closed_loop,val_select
1,1.3460414052009582,0.8043901979923248,0.940187418460846,1.1984727904200554,0.3651625007390976,0.9685635805130005,0.6998940944671631,0.6175221085548401,2.748443269729614,0.10806872844696044,1.4254849314689637
2,0.7240230679512024,0.642582368850708,0.4009955793619156,8.971835803985595,0.08233032524585723,0.40467692613601686,0.5614641427993774,0.1229456216096878,21.357010650634766,0.039283016324043275,0.7236927807331085
3,0.39029647707939147,0.526399451494217,0.12504127696156503,30.792939376831054,0.05311947390437126,0.2913427114486694,0.4542698264122009,0.06267933547496796,38.357662963867185,0.031769657880067824,0.5487188197672367
4,0.27622612565755844,0.4051973640918732,0.07128417268395423,46.27128677368164,0.03544602580368519,0.1830754965543747,0.2770510375499725,0.042812971770763396,52.27789993286133,0.01728626247495413,0.33715027179569
5,0.16280095428228378,0.20576102882623673,0.057213881984353065,57.97948799133301,0.0251414205878973,0.08991082161664962,0.08731171488761902,0.04341189190745354,65.78086853027344,0.023970995098352432,0.154694601893425
6,0.09382723197340966,0.07549917735159398,0.0524734515696764,69.67800521850586,0.025230857729911804,0.050030910223722455,0.023663586005568504,0.03510531559586525,73.11199951171875,0.015007364377379418,0.07377626597881318
7,0.06945712342858315,0.034175443649291995,0.04827752485871315,74.9410270690918,0.0209848677739501,0.04585082978010178,0.015295545570552349,0.03459431603550911,76.27926940917969,0.013413801975548267,0.06330366358160973
8,0.05756409429013729,0.024050675705075263,0.041167375072836875,76.44582290649414,0.01641935799270868,0.031286653876304624,0.008096315525472164,0.023576895520091058,76.49305572509766,0.0075234795920550825,0.039196690637618305
9,0.05077211186289787,0.02013045474886894,0.035972758382558825,76.0318489074707,0.014585469849407673,0.027040689811110498,0.007619884423911571,0.01939346119761467,74.88564453125,0.005193692818284035,0.03220703843981028
10,0.04746049493551254,0.018677271064370872,0.03289093170315027,74.45550155639648,0.015081524662673474,0.031635948643088344,0.006916172336786985,0.02336244136095047,73.28268280029297,0.01151288878172636,0.04179150247946381
11,0.04635980390012264,0.017654773034155368,0.0320455189794302,72.41371994018554,0.013674028869718313,0.02905312292277813,0.0058938260190188885,0.02147841490805149,70.66164093017578,0.0067400430329144,0.03411228395998478
12,0.043518540635705,0.015425904002040625,0.030130498483777045,70.0987335205078,0.012243056483566762,0.024360202252864838,0.0058752458542585375,0.016482093557715415,69.50781860351563,0.006416801828891039,0.02877414124086499
13,0.03844676949083805,0.01186299417167902,0.026596850715577602,68.45968017578124,0.011296480055898428,0.020056110247969626,0.003991202497854829,0.013066302984952927,67.074658203125,0.004879643581807614,0.02193714906461537
14,0.0331930048763752,0.007038146955892444,0.023589772172272205,66.65113525390625,0.010132713802158832,0.0182362824678421,0.001873249700292945,0.012046230770647526,65.18327178955079,0.004932842589914799,0.01885232306085527
15,0.03295775409787893,0.006935874791815877,0.023146985843777657,64.62635765075683,0.0099723594263196,0.01917310506105423,0.0016886905767023563,0.012540404498577119,63.18161315917969,0.006998222228139639,0.021227317303419112
16,0.03127466477453709,0.00613206964917481,0.021716896258294583,62.60333366394043,0.009271669015288354,0.016645950824022294,0.0015659240540117025,0.01045627724379301,61.25044250488281,0.0031667226925492288,0.015188923990353941
17,0.029692105203866958,0.005103027960285544,0.020447945967316628,60.7984317779541,0.008969286689534783,0.016010218858718873,0.0012523405952379108,0.009695973061025143,59.35701446533203,0.0037807624787092207,0.014729076134972274
18,0.029955888353288173,0.005265678837895393,0.020541239902377127,58.574136352539064,0.008389647165313364,0.016584886983036996,0.0018580885604023933,0.00987105406820774,57.32793273925781,0.003473748918622732,0.015202891547232866
19,0.030420557223260404,0.005330449901521206,0.020775916427373885,57.26107902526856,0.008103229757398366,0.019149161502718927,0.0009542660554870963,0.012411538511514664,56.638674926757815,0.004630608018487692,0.017996412585489452
20,0.03132247142493725,0.004531289893202483,0.02148780319839716,56.44461669921875,0.009622809616848827,0.01708993911743164,0.0010459320386871696,0.010545200668275356,55.35027313232422,0.002433728240430355,0.01402486094739288
21,0.029661248624324798,0.004372895695269108,0.019947072863578795,54.597792053222655,0.008547431509941816,0.01620682030916214,0.0011876984732225536,0.00935591608285904,52.98231658935547,0.0033043396193534135,0.013847954175435008
