config,model,epochs,best_val_total,epoch_val_total,last_val_total,best_train_total,epoch_train_total,last_train_total,best_val_select,epoch_val_select,last_val_select,best_val_closed_loop,epoch_val_closed_loop,last_val_closed_loop
full_round2,forward_gat,178,0.0011326276464387,98,0.0018425616435706,0.0054982829838991,167,0.0057685819454491,,,,,,
full_round2,inverse_cvae,400,0.0128005664795637,40,0.0163682449609041,0.0206020409241318,395,0.0208569642156362,0.0041797985642915,347.0,0.0044768839397875,0.0007817377452738,339.0,0.0008458897704258
physical_round3,forward_gat,168,0.0010743700433522,88,0.0015574460383504,0.0060111088212579,164,0.0063469886314123,,,,,,
physical_round3,inverse_cvae,400,0.0123391719534993,55,0.0159677978605031,0.0201386488974094,386,0.020402236841619,0.0040479146035067,386.0,0.0043312678360962,0.0008199734496884,369.0,0.0008837281609885
sparse_round4,forward_gat,168,0.001034857193008,88,0.0014458428835496,0.0060869757086038,166,0.0063663776963949,,,,,,
sparse_round4,inverse_cvae,400,0.0123282264918088,55,0.0159742541611194,0.0202336251735687,372,0.0204529840499162,0.0040825113155733,386.0,0.0043655035617121,0.0008098143269307,369.0,0.0008628604933619
