sample_id,source_name,pattern,curve_id,load_case,deployment,source_stiff,curve_final_stiff,rel_stiff_error,secant_stiff_cv,secant_change_ratio,max_linearity_error,force_final,expected_final_load,disp_final,disp_min,disp_max
miura_00004,miura,1,3,axial,0.3,44203.7061503281,47973.758727375374,0.08528815579911032,0.023314319453490225,0.08433161023209945,0.07858572430131396,663.055592254922,663.055592254922,0.0138212141354803,0.0001873347422361,0.0138212141354803
miura_00004,miura,1,4,axial,0.6,69487.8254479921,79459.80481149771,0.14350685604587096,0.03844342769900132,0.14178799872346226,0.12549715402853198,1042.31738171988,1042.31738171988,0.013117542689572,0.0001872181601962,0.013117542689572
miura_00004,miura,1,5,axial,0.9,296683.396228401,442402.2593601472,0.49115948173778107,0.1124006128924064,0.4814380231116089,0.3293809198499607,4450.25094342602,4450.25094342601,0.0100592862022506,0.0001862776133172,0.0100592862022506
miura_00005,miura,1,0,bending,0.3,228927.357393849,58019.9014465698,0.7465575888042435,0.4864139943539017,0.7463839302002077,2.945669532111614,3433.91036090774,3433.91036090773,0.0591850429816743,0.0001876284748993,0.0591850429816743
miura_00005,miura,1,1,bending,0.6,69206.1216586128,60997.46175504205,0.11861176015704629,0.03850334667342424,0.11857111530455333,0.13457379483322876,1038.09182487919,1038.09182487919,0.0170186069224984,0.0001875086464846,0.0170186069224984
miura_00005,miura,1,2,bending,0.9,25371.6651515964,25434.649541773586,0.0024824697078749893,0.0007447946181922023,0.002481631330449874,0.002476322312746548,380.574977273946,380.574977273946,0.0149628551653088,0.0001874998431935,0.0149628551653088
miura_00005,miura,1,3,axial,0.3,8075.66071832058,8801.129359812045,0.089833967373797,0.02544218517012645,0.0910186160692199,0.08242903970984898,121.134910774809,121.134910774809,0.0137635644043523,0.0001877038123577,0.0137635644043523
miura_00005,miura,1,4,axial,0.6,18943.9415701235,23711.497220283352,0.251666509449056,0.065256783220012,0.2510539745495255,0.20106514598671466,284.159123551853,284.159123551853,0.0119840228101993,0.0001874082420974,0.0119840228101993
miura_00005,miura,1,5,axial,0.9,274652.436708387,510912.5876975897,0.860215018736763,0.16758076258481674,0.8364257534953567,0.4624277355425927,4119.7865506258,4119.7865506258,0.0080635839668611,0.0001851021657777,0.0080635839668611
miura_00006,miura,1,0,bending,0.3,68335.8668182171,37772.588956094405,0.44725089890825936,0.1800540365631974,0.4472938016131286,0.8091390796021004,1025.03800227326,1025.03800227326,0.0271370861940316,0.00018748544682,0.0271370861940316
miura_00006,miura,1,1,bending,0.6,20410.1632919412,20169.968901964312,0.01176837179307269,0.00376332051160399,0.011783525569817432,0.011908515632539942,306.152449379118,306.152449379118,0.0151786277344881,0.0001874971248308,0.0151786277344881
miura_00006,miura,1,2,bending,0.9,9973.16666617711,10074.199632534883,0.010130480091184512,0.002993198690348459,0.010165747653158697,0.010028882694708977,149.597499992657,149.597499992657,0.0148495667595794,0.0001875065463502,0.0148495667595794
miura_00006,miura,1,3,axial,0.3,13106.8232391777,14025.512673553998,0.0700924562429618,0.01985441634165635,0.07029260946920779,0.06550130863369769,196.602348587665,196.602348587665,0.0140174803704945,0.000187535070549,0.0140174803704945
miura_00006,miura,1,4,axial,0.6,23300.6760413162,27754.01165168781,0.1911247382897845,0.05088396411488942,0.19027023407773447,0.16045736617325326,349.510140619743,349.510140619743,0.0125931395074012,0.0001873654888656,0.0125931395074012
miura_00006,miura,1,5,axial,0.9,212163.799022804,418380.3438198241,0.9719685721448422,0.18282576521691776,0.9449292241724061,0.4928925267240266,3182.45698534206,3182.45698534206,0.0076066120991396,0.000184929027107,0.0076066120991396
miura_00007,miura,1,0,bending,0.3,216144.766237766,152679.14156438483,0.29362554448145645,0.10231801742502729,0.29352797892803695,0.4156797321696865,3242.17149356649,3242.17149356649,0.0212351959825453,0.0001875258977956,0.0212351959825453
miura_00007,miura,1,1,bending,0.6,60676.6357373499,59793.18243695596,0.01456002445847736,0.0044190129181753005,0.014544091709909779,0.014775151018687082,910.149536060248,910.149536060248,0.0152216272652803,0.0001875030315295,0.0152216272652803
miura_00007,miura,1,2,bending,0.9,18508.191305863,18602.361362709875,0.005088020503496856,0.0015380497054993576,0.0050883477338907745,0.005062263602493149,277.622869587945,277.622869587945,0.0149240660459626,0.0001875000610451,0.0149240660459626
miura_00007,miura,1,3,axial,0.3,52470.936717988,56507.76847900406,0.07693462349857687,0.021274415009094733,0.07611289834653845,0.07143852729764005,787.06405076982,787.06405076982,0.0139284220905354,0.0001873569333155,0.0139284220905354
miura_00007,miura,1,4,axial,0.6,87465.9214841538,100503.66105121782,0.14906079243018158,0.04008359394126923,0.14731770828193502,0.1297240262762152,1311.98882226231,1311.98882226231,0.0130541396058568,0.0001872155692023,0.0130541396058568
miura_00007,miura,1,5,axial,0.9,459509.656847598,680958.24984091,0.48192369777934424,0.11015327120374667,0.47182544071461363,0.32520142467625335,6892.64485271397,6892.64485271397,0.0101219786298562,0.0001862223207224,0.0101219786298562
miura_00008,miura,1,0,bending,0.3,6933.11314155766,7358.606923290504,0.06137124449655933,0.01812326933491078,0.06156561100339375,0.05782259959913422,103.996697123365,103.996697123365,0.014132661006013,0.0001875343364494,0.014132661006013
