epoch,train_total,train_bending,train_axial,val_total,val_bending,val_axial
1,1.4080397367477417,0.7297514885663986,0.6782882511615753,0.5535523891448975,0.3114832878112793,0.2420690953731537
2,0.40650816559791564,0.21682217717170715,0.18968598693609237,0.22043351829051971,0.10854839086532593,0.11188512444496154
3,0.21593810617923737,0.10433020740747452,0.1116078995168209,0.10749810039997101,0.05046317130327225,0.05703493058681488
4,0.1359967216849327,0.06162728108465672,0.07436944022774697,0.06182519942522049,0.0231085192412138,0.03871667832136154
5,0.09720056727528573,0.04179964549839497,0.05540092214941979,0.043907710909843446,0.01693500503897667,0.026972705870866774
6,0.07439957186579704,0.03173497710376978,0.04266459606587887,0.03274953663349152,0.012344964221119881,0.020404572784900665
7,0.06269491724669933,0.026479149237275124,0.03621576838195324,0.028245723247528075,0.011880128644406796,0.016365594416856765
8,0.053099707886576655,0.022694044373929502,0.030405663885176182,0.02032601907849312,0.007195892743766308,0.013130126520991325
9,0.04898146167397499,0.020880981534719466,0.028100480511784553,0.01749001331627369,0.006275280471891164,0.011214732751250267
10,0.04266518317162991,0.018293792475014926,0.024371390603482722,0.017742304503917693,0.008095903135836125,0.009646401926875114
11,0.0405284509062767,0.01718848217278719,0.02333996817469597,0.015581310167908669,0.006327635888010263,0.009253674373030662
12,0.03830063678324223,0.016364881303161383,0.021935755759477614,0.01320461556315422,0.0050235152244567875,0.008181099966168403
13,0.036527936905622484,0.015570967644453048,0.020956969074904918,0.01138736605644226,0.0038184900768101215,0.0075688760727643965
14,0.0362410668283701,0.015246459003537893,0.020994607359170914,0.014563527330756188,0.006483503989875317,0.008080023527145385
15,0.0345363836735487,0.014550221804529428,0.0199861615896225,0.012395963072776794,0.004884876310825348,0.0075110867619514465
16,0.03229887969791889,0.014073798432946205,0.018225080519914626,0.011233749613165856,0.004460806120187044,0.0067729433998465535
17,0.03031802996993065,0.013081339560449124,0.01723669031634927,0.013699384406208992,0.0049201506190001965,0.008779233694076538
18,0.029398619942367078,0.012627741601318122,0.016770878434181215,0.010800208337605,0.004133907426148653,0.006666300818324089
19,0.028911911882460117,0.012545660044997931,0.0163662513718009,0.008341126888990403,0.003040115628391504,0.005301011353731155
20,0.028477744944393635,0.012477802764624357,0.01599994217976928,0.00865971427410841,0.003498981986194849,0.005160732567310334
21,0.02683708518743515,0.011917400546371937,0.014919684547930957,0.010120473429560661,0.004830074682831764,0.0052903986535966395
22,0.0259200282394886,0.011323036346584558,0.014596991799771785,0.007685351464897394,0.0032175439409911633,0.004467807710170746
23,0.025765168108046056,0.011466521862894296,0.014298646524548531,0.007234573550522328,0.0018616211134940385,0.005372952297329902
24,0.025631001591682433,0.011187145859003067,0.01444385563954711,0.008235758915543557,0.0038279809989035128,0.004407777916640043
25,0.025270829163491725,0.011254812497645617,0.014016016200184823,0.006329119019210338,0.0024781817104667426,0.003850937355309725
26,0.02382711637765169,0.010060801636427641,0.013766314834356308,0.005866637825965882,0.0020759089849889277,0.0037907288409769536
27,0.024635185301303864,0.010878939554095269,0.013756245654076339,0.008082364313304424,0.0040266627445816995,0.004055701335892082
28,0.0236236359924078,0.010195536259561776,0.01342809982597828,0.00634858924895525,0.0026345557533204557,0.0037140334025025368
29,0.023001132160425188,0.010141841694712639,0.012859290838241577,0.0047223599627614025,0.001828094245865941,0.00289426576346159
30,0.022525138035416604,0.010160449054092168,0.012364688701927662,0.007001698203384876,0.003591152653098106,0.0034105456434190273
31,0.022600511088967323,0.009858875628560781,0.012741635460406542,0.006804537121206522,0.0025476252660155295,0.00425691194832325
32,0.022375578060746193,0.009783260803669692,0.01259231697767973,0.006528243236243725,0.0021106469444930553,0.004417596198618412
33,0.02202650234103203,0.00995612209662795,0.01207038052380085,0.005981649830937385,0.0024744972120970487,0.003507152572274208
34,0.021906883083283903,0.009587971679866313,0.012318911403417588,0.004979073628783226,0.001804271014407277,0.0031748023815453053
35,0.020372497849166393,0.009127361979335547,0.011245135776698589,0.0057106873020529745,0.0025961958803236485,0.003114491468295455
36,0.020681894943118097,0.009198045637458564,0.01148384939879179,0.006873822398483753,0.003123558685183525,0.0037502636201679706
37,0.021071301214396952,0.009537605103105307,0.011533696111291647,0.004294862411916256,0.002008219715207815,0.002286642603576183
38,0.018856145441532135,0.008486579731106758,0.010369565524160861,0.0044855762273073195,0.0018065515905618668,0.0026790245436131956
39,0.019699667766690254,0.00851174034178257,0.011187927331775427,0.0047371616587042805,0.0022428115829825402,0.002494350029155612
40,0.019123711623251438,0.00823058569803834,0.010893125366419554,0.004925110377371311,0.002289612498134375,0.002635498018935323
41,0.01895368117839098,0.008257522294297815,0.01069615874439478,0.003827187232673168,0.0017274469835683703,0.002099740179255605
42,0.018847903236746788,0.008543861005455256,0.010304042231291532,0.0049044756218791005,0.0024627553764730694,0.002441720338538289
43,0.01811936739832163,0.007911905646324158,0.010207461938261986,0.003612025734037161,0.0016626505646854639,0.0019493752624839544
44,0.018587076291441917,0.00807226258330047,0.01051481356844306,0.005111517198383808,0.002225963305681944,0.0028855540324002503
45,0.017740886379033326,0.00784409949555993,0.009896786883473396,0.00353847723454237,0.0016767107881605625,0.0018617663765326143
46,0.0178821237757802,0.008055955870077014,0.00982616813853383,0.0038485417142510416,0.001492490549571812,0.002356051187962294
47,0.017914870660752057,0.008061411371454597,0.009853459242731333,0.004311527032405138,0.0021532921120524405,0.00215823482722044
48,0.01740661570802331,0.007637743744999171,0.009768871869891883,0.0032453521154820917,0.0013539985520765185,0.0018913535866886377
49,0.018012282624840736,0.007993517490103842,0.010018765088170766,0.0034125177189707756,0.0014081218745559455,0.0020043958676978944
50,0.017149702087044714,0.007870009541511536,0.00927969259209931,0.004653334803879261,0.0024282347410917284,0.002225100062787533
51,0.016880311351269484,0.007673473376780748,0.009206837881356478,0.004714491777122021,0.0022568697575479748,0.0024576221592724325
52,0.016446501575410367,0.0070695691276341675,0.00937693235464394,0.003898320160806179,0.0015666645718738436,0.002331655519083142
53,0.01732970690354705,0.007672525849193335,0.009657181333750486,0.005290205497294665,0.0031070100143551827,0.0021831953898072244
54,0.01667267894372344,0.007437855564057827,0.009234823379665613,0.0035247565247118473,0.0013479986926540732,0.0021767578087747096
55,0.016395449172705412,0.007270465604960918,0.009124983567744493,0.0036706975661218166,0.0017042051069438458,0.001966492459177971
56,0.016116150841116905,0.007441147230565548,0.008675003610551357,0.0032786075957119466,0.001489760773256421,0.0017888468457385898
57,0.016373242996633054,0.007536334497854113,0.008836908359080553,0.0031112802214920523,0.0012801826698705554,0.0018310975283384323
58,0.015556789003312588,0.006976480782032013,0.008580308128148317,0.0034506989642977713,0.0014916565269231796,0.0019590424839407206
59,0.01536030014976859,0.006978577841073275,0.008381722122430801,0.0033064241521060466,0.0013890172354876994,0.0019174069166183472
60,0.015569591242820025,0.007035738322883844,0.008533852826803922,0.0027698079124093057,0.0011978797614574433,0.0015719281742349266
61,0.015171492472290993,0.0069885495584458114,0.00818294300697744,0.0029110368341207504,0.0012037190375849605,0.0017073177266865968
62,0.015534227527678014,0.006792418053373694,0.008741809520870447,0.0031445877626538276,0.0009518590057268738,0.0021927287336438893
63,0.01596238510683179,0.0068375550676137205,0.009124830178916455,0.002750248368829489,0.001312265545129776,0.0014379827538505197
64,0.015143660735338927,0.006360395811498165,0.008783265016973019,0.0026733140461146832,0.0010710833594202995,0.0016022306168451904
65,0.014815123751759529,0.006338014127686619,0.00847710925154388,0.002603745507076383,0.0012112390715628863,0.0013925063889473678
66,0.014741331711411476,0.006476930947974325,0.008264400856569409,0.0035758733749389647,0.0016454966505989432,0.0019303766544908284
67,0.014593447186052799,0.006582640903070569,0.008010806376114487,0.003418050706386566,0.000872077641543001,0.0025459730066359045
68,0.015345903392881156,0.006657229596748948,0.008688673563301563,0.0033872355706989765,0.001764390105381608,0.001622845442034304
69,0.014360784459859133,0.00637048901990056,0.007990295439958573,0.0027968873269855975,0.0009701876435428858,0.0018266996135935186
70,0.015093130525201559,0.00680106170475483,0.008292068727314472,0.0023836548440158366,0.0009651472326368093,0.0014185076346620918
71,0.014675511792302132,0.0066316606476902965,0.008043851051479579,0.00286445626989007,0.0012337139109149576,0.0016307423589751124
72,0.014592697005718946,0.006387005886062979,0.00820569102652371,0.0036760528571903707,0.0012593268882483244,0.0024167260155081747
73,0.015126371197402478,0.006386127229779959,0.008740243967622519,0.003999723866581917,0.0018395107705146073,0.0021602130960673093
74,0.015483641438186169,0.007115752808749676,0.008367888489738106,0.003791602235287428,0.0013058980228379368,0.0024857042357325555
75,0.014317365549504756,0.006471604714170099,0.007845760975033044,0.0024604070000350474,0.0011203810339793564,0.0013400259893387556
76,0.01398440171033144,0.006164376297965646,0.007820025412365794,0.002608046168461442,0.0008918987587094307,0.001716147386468947
77,0.014406849071383477,0.006172946188598871,0.008233902789652348,0.0029339132364839316,0.0013103892793878912,0.0016235239570960402
78,0.013967890944331884,0.006119604595005513,0.007848286209627986,0.0023900775238871576,0.001158850034698844,0.0012312274891883134
79,0.013571339659392834,0.00601039188914001,0.007560947816818953,0.003064539283514023,0.0008320557186380029,0.0022324835881590843
80,0.013668031711131335,0.006062298733741045,0.00760573293082416,0.002342467801645398,0.0009921921417117118,0.0013502756599336862
81,0.014092450495809317,0.006283316807821393,0.007809133594855666,0.0025262672454118727,0.0011371938278898596,0.00138907334767282
82,0.013186622690409423,0.006218966934829951,0.006967655662447214,0.0025607061106711626,0.0010856939712539314,0.0014750120928511024
83,0.013080325722694398,0.005985100893303752,0.007095224829390645,0.0022674033418297766,0.0008832731982693076,0.0013841301668435335
84,0.013199513778090477,0.005855286726728082,0.007344227004796267,0.0022748511284589766,0.0010975113837048411,0.0011773397680372
85,0.013464345037937165,0.006009982852265239,0.007454362045973539,0.0028634261339902877,0.000820306281093508,0.0020431198179721834
86,0.013451489806175231,0.0060692362952977415,0.00738225351087749,0.0025465603452175857,0.0012786736711859702,0.0012678866740316152
87,0.0132661122828722,0.005869975779205561,0.007396136410534382,0.0025459199212491514,0.0008599049178883433,0.0016860150266438723
88,0.013004290126264095,0.005768990842625499,0.007235299330204725,0.0019291301723569632,0.0008385010180063546,0.0010906291427090764
89,0.012860755901783705,0.005660779215395451,0.007199976779520512,0.0019452044740319251,0.0008303680224344134,0.0011148363817483186
