epoch,train_total,train_curve,train_physics,train_smoothness,train_force_monotonic,train_displacement_monotonic,val_total,val_curve,val_physics,val_smoothness,val_force_monotonic,val_displacement_monotonic
1,0.4782086530327797,0.46659838378429414,0.2322051155567169,1.7821974188336753e-06,0.0,0.0,0.26517400503158567,0.2558406889438629,0.1866656458377838,4.1204449553333685e-06,0.0,0.0
2,0.16481259912252427,0.15709235057234763,0.1544019350409508,1.5333229466705234e-05,0.0,0.0,0.11629804074764252,0.10970600247383118,0.13183666706085206,2.0410521028679795e-05,0.0,0.0
3,0.09043200135231018,0.0847549682110548,0.1135332778096199,3.701336499943864e-05,0.0,0.0,0.07177850306034088,0.0668626692891121,0.09830789297819137,4.381391758215614e-05,0.0,0.0
4,0.06085549417883158,0.056413197815418245,0.08883331894874573,6.302582522039302e-05,0.0,0.0,0.0487451708316803,0.044952074140310286,0.07584733992815018,7.302545331185684e-05,0.0,0.0
5,0.04468785177916288,0.04109020370990038,0.07193425886332988,9.351303015137091e-05,0.0,0.0,0.03858622804284096,0.035531773790717126,0.061068960577249524,0.00010065540467621759,0.0,0.0
6,0.03596926558762789,0.03298051930963993,0.05975115120410919,0.00011887329223100097,0.0,0.0,0.03317366696894169,0.030672593116760252,0.0499965900182724,0.00012440506485290827,0.0,0.0
7,0.030867839064449072,0.02831947784870863,0.05093866281211376,0.00014274858520366252,0.0,0.0,0.026923263147473335,0.024846627935767175,0.04150367945432663,0.00014509386150166393,0.0,0.0
8,0.026233440823853017,0.024035920817404986,0.04391654923558235,0.00016924453200772404,0.0,0.0,0.024217568039894104,0.02244311735033989,0.03545319303870201,0.00017908511741552503,0.0,0.0
9,0.02263241119682789,0.020694612711668014,0.03871510334312916,0.0002043218386825174,0.0,0.0,0.02045021429657936,0.018903894685208797,0.030882844850420952,0.0002177802729420364,0.0,0.0
10,0.019568346980959175,0.017828404139727354,0.034751563630998135,0.00023646492190891876,0.0,0.0,0.01972386110574007,0.018335761688649654,0.027711305767297745,0.000253412751480937,0.0,0.0
11,0.01696079781278968,0.015359373334795236,0.031976563557982444,0.0002596326076309197,0.0,0.0,0.018260632418096067,0.01699262723326683,0.025306547209620476,0.00026777453138493,0.0,0.0
12,0.01473533789627254,0.013249813811853528,0.029655532687902452,0.00027475144539494065,0.0,0.0,0.012975112199783326,0.011810387950390577,0.023239864706993102,0.00027311291894875465,0.0,0.0
13,0.01272439856082201,0.011336345709860324,0.02770465735346079,0.00028200181608553973,0.0,0.0,0.011055988408625126,0.0099831473082304,0.021401554942131043,0.0002763236465398222,0.0,0.0
14,0.011421540770679712,0.010115776928141713,0.026060118228197097,0.0002757863022270612,0.0,0.0,0.010238620955497026,0.009236982651054859,0.019978751540184022,0.00027007123688235876,0.0,0.0
15,0.012387590194121003,0.011131030935794116,0.02507845465093851,0.00026365011930465696,0.0,0.0,0.014935598485171795,0.013954074196517468,0.019581942856311797,0.00024270215071737767,0.0,0.0
16,0.012342351097613573,0.011126374555751682,0.024271054714918135,0.00024238619895186275,0.0,0.0,0.010550209954380989,0.009601654801517725,0.018925889506936074,0.00022605779813602566,0.0,0.0
17,0.008858125181868673,0.007720469757914543,0.022706137672066688,0.00023485250072553755,0.0,0.0,0.009363999217748642,0.00850196348503232,0.017195109575986862,0.00022798839374445378,0.0,0.0
18,0.00911696270108223,0.00802423857152462,0.021807776279747487,0.00023352832329692319,0.0,0.0,0.008175670057535172,0.007328676953911781,0.0168967954069376,0.00021533400402404368,0.0,0.0
19,0.00799204532057047,0.006937363371253014,0.021048815697431566,0.0002241233512177132,0.0,0.0,0.008650077618658542,0.007855846714228391,0.015841656550765037,0.0002147791930474341,0.0,0.0
20,0.008210854167118668,0.0071922716172412035,0.020328067652881147,0.00021791107166791335,0.0,0.0,0.009021909851580858,0.008266294784843921,0.015070453621447086,0.00020921344519592822,0.0,0.0
21,0.007102731401100754,0.006124693346209824,0.019518556315451862,0.0002110229997197166,0.0,0.0,0.007386671733111143,0.006661753263324499,0.014458629563450813,0.0001986953819869086,0.0,0.0
22,0.006607810747809708,0.005666443901136517,0.01878557590767741,0.0002088066266151145,0.0,0.0,0.008203492350876331,0.007516780095174909,0.013695401698350906,0.00019421291595790537,0.0,0.0
23,0.0068186496663838626,0.005906806965358555,0.018195808697491885,0.00020521985687082633,0.0,0.0,0.007161812279373407,0.006496068565174937,0.013276004642248153,0.00019432860310189426,0.0,0.0
24,0.006395014962181449,0.005512159280478954,0.01761722147464752,0.000199459238210693,0.0,0.0,0.008322182595729827,0.007679380476474762,0.012818456515669823,0.00018793034192640334,0.0,0.0
25,0.007321853879839182,0.006456402265466749,0.017269658409059047,0.00019687128078658134,0.0,0.0,0.007560164518654346,0.006946407649666071,0.012237995080649853,0.00018571714987047016,0.0,0.0
26,0.005875104363076389,0.005050757303833962,0.016448410898447036,0.00019265566545072942,0.0,0.0,0.006614203033968806,0.006026738276705146,0.011713805049657822,0.000177448870963417,0.0,0.0
27,0.005982171902433038,0.005178678291849792,0.016032362543046474,0.0001875494545674883,0.0,0.0,0.006327195223420858,0.005768758049234748,0.011133077628910542,0.0001783223933307454,0.0,0.0
28,0.005447607617825269,0.004670180431567132,0.01551126329228282,0.0001864008797565475,0.0,0.0,0.006848195604979992,0.006310651926323772,0.010716030783951282,0.00017420214775484055,0.0,0.0
29,0.005291978912428021,0.004539654487743973,0.015010024420917034,0.00018232233269372956,0.0,0.0,0.005791585259139538,0.00528208808042109,0.010156583376228809,0.00016680535161867738,0.0,0.0
30,0.005749424220994115,0.0050109539879485965,0.01473377414047718,0.00017815584724303334,0.0,0.0,0.00694019109942019,0.006442809905856848,0.009915154203772545,0.00016232769354246557,0.0,0.0
31,0.005598978451453149,0.0048731701867654915,0.01448106847703457,0.0001754848298151046,0.0,0.0,0.0068915048241615295,0.0064130818098783494,0.009535785615444183,0.00016335698659531773,0.0,0.0
32,0.004955548164434731,0.0042600899189710615,0.013874651249498129,0.00017256640130653978,0.0,0.0,0.006119583202525973,0.005652305660769344,0.009312558136880398,0.0001649392634863034,0.0,0.0
33,0.0053212826885283,0.004635660168714821,0.013678527809679509,0.00016961195098701864,0.0,0.0,0.006066734055057168,0.005633009932935238,0.00864301409572363,0.00015734260494355113,0.0,0.0
34,0.004626202858053148,0.003962641144171357,0.013238131050020457,0.00016551659908145666,0.0,0.0,0.006689467597752809,0.0062619216460734605,0.008520090505480766,0.0001541237864876166,0.0,0.0
35,0.00471021028701216,0.004061365420930088,0.012944253254681825,0.00016322161303833127,0.0,0.0,0.005996915735304356,0.005568184610456228,0.008544286899268626,0.00015167882083915173,0.0,0.0
36,0.0044931416353210804,0.0038610442262142896,0.01260980349034071,0.00016071872290922328,0.0,0.0,0.005637320224195719,0.005229065315797925,0.008135151043534279,0.00014972436532843857,0.0,0.0
37,0.004725507711991667,0.00410117058083415,0.012455618679523469,0.00015561921696644277,0.0,0.0,0.005461327442899347,0.005071872910484672,0.007760800626128912,0.00014145315624773504,0.0,0.0
38,0.004463065867312253,0.0038499472616240382,0.012231998182833194,0.00015186733828159049,0.0,0.0,0.006832860857248307,0.006442722091451287,0.007774283960461616,0.00014247720187995582,0.0,0.0
39,0.004502268056385219,0.00390176497399807,0.011980168875306845,0.00014946633542422204,0.0,0.0,0.005571881225332618,0.005200003096833825,0.007410087436437607,0.00013735436601564288,0.0,0.0
40,0.0046127104107290505,0.004022361631505191,0.01177770845592022,0.00014633358718128874,0.0,0.0,0.005242003593593836,0.004870171886868775,0.007410156149417162,0.000132403353927657,0.0,0.0
41,0.004144748072139919,0.003561780098825693,0.011630625016987323,0.00014367429655976594,0.0,0.0,0.005461383247748018,0.005107794273644686,0.007045195698738098,0.00013289389142300933,0.0,0.0
42,0.004335186621174217,0.0037656102562323213,0.011362700704485178,0.0001441316172713414,0.0,0.0,0.006027961988002062,0.005676358286291361,0.007005863711237907,0.0001310383074451238,0.0,0.0
43,0.004412926267832518,0.0038531194906681774,0.011167915035039187,0.0001411036828358192,0.0,0.0,0.005249948296695947,0.004916742155328393,0.0066391939856112,0.000124636894906871,0.0,0.0
44,0.004923235704191029,0.004365174351260066,0.01113382499665022,0.00013700521536520684,0.0,0.0,0.005690380209125578,0.00536074792034924,0.006567546632140875,0.00012549356382805853,0.0,0.0
45,0.004476725389249623,0.003929076511412859,0.010926243662834168,0.00013366698069148698,0.0,0.0,0.00603420190513134,0.005701446635648608,0.006630883738398552,0.00012109113915357738,0.0,0.0
46,0.004925114493817091,0.0043796493578702215,0.010882544219493867,0.00013378959803958423,0.0,0.0,0.007017827071249485,0.0066886201407760386,0.006560536362230778,0.00011802103370428085,0.0,0.0
47,0.0045134561648592355,0.003973965514451266,0.010764022842049598,0.00012894829153083264,0.0,0.0,0.005506767584010959,0.005197611255571246,0.0061595398187637325,0.00011795570084359497,0.0,0.0
48,0.004202171815559268,0.003683636817149818,0.010345431677997112,0.00012634014288778416,0.0,0.0,0.0054315636865794655,0.005125960828736425,0.006089421585202217,0.00011319266690406948,0.0,0.0
49,0.004219633908942342,0.003700301966164261,0.010361991878598929,0.00012323868679231964,0.0,0.0,0.0062716089095920325,0.0059608533792197705,0.006192549467086792,0.00011282394698355346,0.0,0.0
50,0.0036109437653794887,0.0031070179119706155,0.010053856614977121,0.00012329881341429427,0.0,0.0,0.004903817917220294,0.004607203346677124,0.005909933559596538,0.00011176927655469626,0.0,0.0
51,0.003592455037869513,0.0030969107197597622,0.0098864237498492,0.00012231333428644575,0.0,0.0,0.006775076612830162,0.006464282395318151,0.006193534377962351,0.00011175642197486013,0.0,0.0
52,0.00426912238355726,0.0037675045197829602,0.010008548134937883,0.00011904754690476693,0.0,0.0,0.005299107939936221,0.005015741903334856,0.005645381510257721,0.00010967719135805965,0.0,0.0
53,0.004067102633416653,0.003574201543815434,0.009834013311192394,0.0001200436802173499,0.0,0.0,0.006933283293619752,0.006639043744653464,0.005862575937062502,0.00011107712984085083,0.0,0.0
54,0.003985776267945766,0.003496034508571029,0.009771365905180573,0.00011734487474313937,0.0,0.0,0.004963404275476932,0.004693292239680886,0.005381534658372402,0.00010351196862757206,0.0,0.0
55,0.0038300454523414375,0.003350311447866261,0.009571762904524803,0.00011458619541372172,0.0,0.0,0.005047821793705225,0.004778871652670205,0.005358417481184006,0.00010292436578311026,0.0,0.0
56,0.0036797831766307355,0.003211465859785676,0.009343541832640767,0.0001140222315734718,0.0,0.0,0.006364884078502655,0.0060866938252002005,0.005543186161667109,0.00010311205231118948,0.0,0.0
57,0.0037232700129970907,0.00325958663597703,0.009251452749595046,0.00011107303973403759,0.0,0.0,0.005884116850793362,0.005616459702141583,0.005333766955882311,9.688903810456395e-05,0.0,0.0
58,0.003600203297100961,0.0031370901130139827,0.00924047109670937,0.00010895998508203775,0.0,0.0,0.005540950819849968,0.005282340385019779,0.0051525037363171575,9.85139753902331e-05,0.0,0.0
59,0.003393260510638356,0.0029389723343774678,0.009064213810488582,0.00010774524285807274,0.0,0.0,0.005053377188742161,0.004797308151610196,0.005102052297443152,9.663891687523573e-05,0.0,0.0
60,0.003941232818178832,0.003485726765356958,0.009088688967749477,0.00010716443735873326,0.0,0.0,0.00516078073065728,0.004900863212533295,0.005178907699882984,9.720884438138455e-05,0.0,0.0
61,0.003596345083788037,0.0031470908760093154,0.008964054491370917,0.00010514572350075468,0.0,0.0,0.005225684028118849,0.004978846749290824,0.004918559342622757,9.094413748243824e-05,0.0,0.0
62,0.0035212755063548686,0.003078318010084331,0.008838521912693978,0.0001031400628562551,0.0,0.0,0.0056924255099147555,0.005433802613988519,0.005153734385967255,9.36089621973224e-05,0.0,0.0
63,0.0034631680976599456,0.003024388123303652,0.008755198679864407,0.00010200335716945119,0.0,0.0,0.004838917278684676,0.004597585489973426,0.0048088980838656425,8.868730481481179e-05,0.0,0.0
64,0.003636902333237231,0.0032007071655243634,0.008704158058390022,9.872752212686464e-05,0.0,0.0,0.0054075029492378236,0.0051664241123944524,0.004803393892943859,9.09100254648365e-05,0.0,0.0
65,0.0034936050698161124,0.0030609308276325466,0.0086340044811368,9.740194538608193e-05,0.0,0.0,0.005007054666057229,0.004764145519584417,0.004841375388205052,8.406011387705803e-05,0.0,0.0
66,0.0030934784607961775,0.002668965740595013,0.008471203846856951,9.525279805529863e-05,0.0,0.0,0.004963626307435334,0.0047367712669074535,0.004520284039899707,8.40874100686051e-05,0.0,0.0
67,0.003180723488330841,0.002763342470861971,0.008328714119270443,9.453100195969455e-05,0.0,0.0,0.004985520807094872,0.004761683112010359,0.004460348431020975,8.205646532587708e-05,0.0,0.0
68,0.0032615540223196147,0.0028431765432469546,0.008348853792995214,9.348148902063258e-05,0.0,0.0,0.00520562800578773,0.004985205428674817,0.00439181162044406,8.31949565326795e-05,0.0,0.0
69,0.0029090061178430916,0.0024998044269159436,0.008165596891194582,9.218340754159727e-05,0.0,0.0,0.005671381843276322,0.00544006559997797,0.004609730634838343,8.296993328258396e-05,0.0,0.0
70,0.003454588777385652,0.003039002385921776,0.008293301789090038,9.213077457388863e-05,0.0,0.0,0.005191695666871965,0.004969887374900281,0.0044200637564063075,8.050690754316747e-05,0.0,0.0
71,0.0033907727571204304,0.002979593970812857,0.008205553274601698,9.011475907755084e-05,0.0,0.0,0.005284646926447749,0.005067940093576908,0.00431850815191865,7.814931275788694e-05,0.0,0.0
72,0.0030528901470825076,0.0026546019595116376,0.007948012193664908,8.875975938281044e-05,0.0,0.0,0.005476550050079822,0.005260061882436276,0.004314402798190713,7.680582348257303e-05,0.0,0.0
73,0.0033409235673025253,0.0029388446849770845,0.008024042565375566,8.767673512920738e-05,0.0,0.0,0.005515208439901471,0.005300164995715022,0.004285799693316221,7.535497075878084e-05,0.0,0.0
74,0.0029908699542284013,0.0025996488472446798,0.007807104932144284,8.658713602926582e-05,0.0,0.0,0.005473425202071666,0.0052640067879110575,0.004172774003818631,7.795002224156633e-05,0.0,0.0
75,0.0030722788302227854,0.002682976822834462,0.007768609737977386,8.715422794921324e-05,0.0,0.0,0.005453675803728401,0.005236889198422432,0.004320720825344324,7.506626861868426e-05,0.0,0.0
