model,mse,mae,rmse,nrmse,nrmse_pct,fold_rmse_mean,fold_rmse_std,fold_nrmse_mean,fold_nrmse_std,fold_nrmse_pct_mean,fold_nrmse_pct_std
paper_inverse_baseline_mlp_5fold_oof,41.69884490966797,1.6263140439987183,6.457464278621135,0.019178289327440583,1.9178289327440583,6.450809491883534,0.2936102601656203,0.019159636291399475,0.0008729798437299557,1.9159636291399476,0.08729798437299553
