model,score_type,rmse,nrmse,nrmse_pct,improve_vs_baseline_test_nrmse_pct,improve_vs_paper_reported_nrmse_pct
paper_tableS1_best_reported,paper_mean_test_score,,0.00164,0.164,,0.0
paper_inverse_baseline_mlp,test_top1_params,8.455264682698715,0.025111639093652348,2.511163909365235,0.0,-1431.1975057105092
cvae_top1,test_top1_params,11.533240004439342,0.034253044870916446,3.4253044870916445,-36.403062911073924,-1988.6002970071004
diffusion_top1,test_top1_params,6.844076906522353,0.020326506106599432,2.0326506106599433,19.055438672111567,-1139.4211040609412
