sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00009,0,bending,0.3,z,1,0.1,6.06524380014198e-07,-0.1,-6.06524380014198e-07,1
miura_00009,0,bending,0.3,z,2,0.2,1.21286161492902e-06,-0.2,-1.21286161492902e-06,1
miura_00009,0,bending,0.3,z,3,0.3,1.81919765118348e-06,-0.3,-1.81919765118348e-06,1
miura_00009,0,bending,0.3,z,4,0.4,2.42553632178082e-06,-0.4,-2.42553632178082e-06,1
miura_00009,0,bending,0.3,z,5,0.5,3.03187559627392e-06,-0.5,-3.03187559627392e-06,1
miura_00009,0,bending,0.3,z,6,0.6,3.63821634304277e-06,-0.6,-3.63821634304277e-06,1
miura_00009,0,bending,0.3,z,7,0.7,4.24455764168412e-06,-0.7,-4.24455764168412e-06,1
miura_00009,0,bending,0.3,z,8,0.8,4.85090056244094e-06,-0.8,-4.85090056244094e-06,1
miura_00009,0,bending,0.3,z,9,0.9,5.45724466107138e-06,-0.9,-5.45724466107138e-06,1
miura_00009,0,bending,0.3,z,10,1,6.06358867158982e-06,-1,-6.06358867158982e-06,1
miura_00009,0,bending,0.3,z,11,1.1,6.66993477698048e-06,-1.1,-6.66993477698048e-06,1
miura_00009,0,bending,0.3,z,12,1.2,7.27628155988178e-06,-1.2,-7.27628155988178e-06,1
miura_00009,0,bending,0.3,z,13,1.3,7.88262938586583e-06,-1.3,-7.88262938586583e-06,1
miura_00009,0,bending,0.3,z,14,1.4,8.48897853064162e-06,-1.4,-8.48897853064162e-06,1
miura_00009,0,bending,0.3,z,15,1.5,9.09532851091068e-06,-1.5,-9.09532851091068e-06,1
miura_00009,0,bending,0.3,z,16,1.6,9.70167956330669e-06,-1.6,-9.70167956330669e-06,1
miura_00009,0,bending,0.3,z,17,1.7,1.03080319428502e-05,-1.7,-1.03080319428502e-05,1
miura_00009,0,bending,0.3,z,18,1.8,1.09143855994463e-05,-1.8,-1.09143855994463e-05,1
miura_00009,0,bending,0.3,z,19,1.9,1.15207401463105e-05,-1.9,-1.15207401463105e-05,1
miura_00009,0,bending,0.3,z,20,2,1.21270960878239e-05,-2,-1.21270960878239e-05,1
miura_00009,0,bending,0.3,z,21,2.1,1.27334532579748e-05,-2.1,-1.27334532579748e-05,1
miura_00009,0,bending,0.3,z,22,2.2,1.33398114390375e-05,-2.2,-1.33398114390375e-05,1
miura_00009,0,bending,0.3,z,23,2.3,1.39461711730686e-05,-2.3,-1.39461711730686e-05,1
miura_00009,0,bending,0.3,z,24,2.4,1.45525317340453e-05,-2.4,-1.45525317340453e-05,1
miura_00009,0,bending,0.3,z,25,2.5,1.51588938755771e-05,-2.5,-1.51588938755771e-05,1
miura_00009,0,bending,0.3,z,26,2.6,1.57652568744463e-05,-2.6,-1.57652568744463e-05,1
miura_00009,0,bending,0.3,z,27,2.7,1.63716217934085e-05,-2.7,-1.63716217934085e-05,1
miura_00009,0,bending,0.3,z,28,2.8,1.69779875588886e-05,-2.8,-1.69779875588886e-05,1
miura_00009,0,bending,0.3,z,29,2.9,1.75843548393001e-05,-2.9,-1.75843548393001e-05,1
miura_00009,0,bending,0.3,z,30,3,1.81907234026544e-05,-3,-1.81907234026544e-05,1
miura_00009,1,bending,0.6,z,1,0.1,1.97533068292224e-06,-0.1,-1.97533068292224e-06,1
miura_00009,1,bending,0.6,z,2,0.2,3.9505235051798e-06,-0.2,-3.9505235051798e-06,1
miura_00009,1,bending,0.6,z,3,0.3,5.92571530187426e-06,-0.3,-5.92571530187426e-06,1
miura_00009,1,bending,0.6,z,4,0.4,7.90090878182569e-06,-0.4,-7.90090878182569e-06,1
miura_00009,1,bending,0.6,z,5,0.5,9.87610454700203e-06,-0.5,-9.87610454700203e-06,1
miura_00009,1,bending,0.6,z,6,0.6,1.18512992678843e-05,-0.6,-1.18512992678843e-05,1
miura_00009,1,bending,0.6,z,7,0.7,1.38264949694051e-05,-0.7,-1.38264949694051e-05,1
miura_00009,1,bending,0.6,z,8,0.8,1.5801691646947e-05,-0.8,-1.5801691646947e-05,1
miura_00009,1,bending,0.6,z,9,0.9,1.77768876957132e-05,-0.9,-1.77768876957132e-05,1
miura_00009,1,bending,0.6,z,10,1,1.97520845914243e-05,-1,-1.97520845914243e-05,1
miura_00009,1,bending,0.6,z,11,1.1,2.17272819323588e-05,-1.1,-2.17272819323588e-05,1
miura_00009,1,bending,0.6,z,12,1.2,2.37024804053827e-05,-1.2,-2.37024804053827e-05,1
miura_00009,1,bending,0.6,z,13,1.3,2.5677679601329e-05,-1.3,-2.5677679601329e-05,1
miura_00009,1,bending,0.6,z,14,1.4,2.76528789416244e-05,-1.4,-2.76528789416244e-05,1
miura_00009,1,bending,0.6,z,15,1.5,2.96280790363186e-05,-1.5,-2.96280790363186e-05,1
miura_00009,1,bending,0.6,z,16,1.6,3.16032796303872e-05,-1.6,-3.16032796303872e-05,1
miura_00009,1,bending,0.6,z,17,1.7,3.35784811930657e-05,-1.7,-3.35784811930657e-05,1
miura_00009,1,bending,0.6,z,18,1.8,3.55536831901958e-05,-1.8,-3.55536831901958e-05,1
miura_00009,1,bending,0.6,z,19,1.9,3.75288859241887e-05,-1.9,-3.75288859241887e-05,1
miura_00009,1,bending,0.6,z,20,2,3.95040893865866e-05,-2,-3.95040893865866e-05,1
miura_00009,1,bending,0.6,z,21,2.1,4.14792937776989e-05,-2.1,-4.14792937776989e-05,1
miura_00009,1,bending,0.6,z,22,2.2,4.34544987199158e-05,-2.2,-4.34544987199158e-05,1
miura_00009,1,bending,0.6,z,23,2.3,4.54297045250017e-05,-2.3,-4.54297045250017e-05,1
miura_00009,1,bending,0.6,z,24,2.4,4.74049110457674e-05,-2.4,-4.74049110457674e-05,1
miura_00009,1,bending,0.6,z,25,2.5,4.93801184896282e-05,-2.5,-4.93801184896282e-05,1
miura_00009,1,bending,0.6,z,26,2.6,5.13553266434775e-05,-2.6,-5.13553266434775e-05,1
miura_00009,1,bending,0.6,z,27,2.7,5.3330535650442e-05,-2.7,-5.3330535650442e-05,1
miura_00009,1,bending,0.6,z,28,2.8,5.53057455872973e-05,-2.8,-5.53057455872973e-05,1
miura_00009,1,bending,0.6,z,29,2.9,5.72809562743306e-05,-2.9,-5.72809562743306e-05,1
miura_00009,1,bending,0.6,z,30,3,5.92561679864362e-05,-3,-5.92561679864362e-05,1
miura_00009,2,bending,0.9,z,1,0.1,4.10598119185684e-06,-0.1,-4.10598119185684e-06,1
miura_00009,2,bending,0.9,z,2,0.2,8.21202681345685e-06,-0.2,-8.21202681345685e-06,1
miura_00009,2,bending,0.9,z,3,0.3,1.23180754075493e-05,-0.3,-1.23180754075493e-05,1
miura_00009,2,bending,0.9,z,4,0.4,1.6424119733249e-05,-0.4,-1.6424119733249e-05,1
miura_00009,2,bending,0.9,z,5,0.5,2.05301650959088e-05,-0.5,-2.05301650959088e-05,1
miura_00009,2,bending,0.9,z,6,0.6,2.46362081493668e-05,-0.6,-2.46362081493668e-05,1
miura_00009,2,bending,0.9,z,7,0.7,2.87422481030302e-05,-0.7,-2.87422481030302e-05,1
miura_00009,2,bending,0.9,z,8,0.8,3.28482872400747e-05,-0.8,-3.28482872400747e-05,1
miura_00009,2,bending,0.9,z,9,0.9,3.6954324491382e-05,-0.9,-3.6954324491382e-05,1
miura_00009,2,bending,0.9,z,10,1,4.10603604981406e-05,-1,-4.10603604981406e-05,1
