sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00001,1,bending,0.6,z,21,2.1,5.15905562146377e-05,-2.1,-5.15905562146377e-05,1
miura_00001,1,bending,0.6,z,22,2.2,5.40472546014271e-05,-2.2,-5.40472546014271e-05,1
miura_00001,1,bending,0.6,z,23,2.3,5.65039540906075e-05,-2.3,-5.65039540906075e-05,1
miura_00001,1,bending,0.6,z,24,2.4,5.8960654877195e-05,-2.4,-5.8960654877195e-05,1
miura_00001,1,bending,0.6,z,25,2.5,6.14173569649454e-05,-2.5,-6.14173569649454e-05,1
miura_00001,1,bending,0.6,z,26,2.6,6.38740603463353e-05,-2.6,-6.38740603463353e-05,1
miura_00001,1,bending,0.6,z,27,2.7,6.63307650494626e-05,-2.7,-6.63307650494626e-05,1
miura_00001,1,bending,0.6,z,28,2.8,6.87874710552651e-05,-2.8,-6.87874710552651e-05,1
miura_00001,1,bending,0.6,z,29,2.9,7.12441783666585e-05,-2.9,-7.12441783666585e-05,1
miura_00001,1,bending,0.6,z,30,3,7.37008872139431e-05,-3,-7.37008872139431e-05,1
miura_00001,2,bending,0.9,z,1,0.1,5.36499012001663e-06,-0.1,-5.36499012001663e-06,1
miura_00001,2,bending,0.9,z,2,0.2,1.07300478561942e-05,-0.2,-1.07300478561942e-05,1
miura_00001,2,bending,0.9,z,3,0.3,1.60951060289889e-05,-0.3,-1.60951060289889e-05,1
miura_00001,2,bending,0.9,z,4,0.4,2.14601604778935e-05,-0.4,-2.14601604778935e-05,1
miura_00001,2,bending,0.9,z,5,0.5,2.68252135826029e-05,-0.5,-2.68252135826029e-05,1
miura_00001,2,bending,0.9,z,6,0.6,3.21902627631951e-05,-0.6,-3.21902627631951e-05,1
miura_00001,2,bending,0.9,z,7,0.7,3.755531027805e-05,-0.7,-3.755531027805e-05,1
miura_00001,2,bending,0.9,z,8,0.8,4.29203550039868e-05,-0.8,-4.29203550039868e-05,1
miura_00001,2,bending,0.9,z,9,0.9,4.82853969913615e-05,-0.9,-4.82853969913615e-05,1
miura_00001,2,bending,0.9,z,10,1,5.3650436253946e-05,-1,-5.3650436253946e-05,1
miura_00001,2,bending,0.9,z,11,1.1,5.90154729390512e-05,-1.1,-5.90154729390512e-05,1
miura_00001,2,bending,0.9,z,12,1.2,6.43805068805126e-05,-1.2,-6.43805068805126e-05,1
miura_00001,2,bending,0.9,z,13,1.3,6.97455383221893e-05,-1.3,-6.97455383221893e-05,1
miura_00001,2,bending,0.9,z,14,1.4,7.51105666881391e-05,-1.4,-7.51105666881391e-05,1
miura_00001,2,bending,0.9,z,15,1.5,8.04755927106036e-05,-1.5,-8.04755927106036e-05,1
miura_00001,2,bending,0.9,z,16,1.6,8.58406153737831e-05,-1.6,-8.58406153737831e-05,1
miura_00001,2,bending,0.9,z,17,1.7,9.12056354994569e-05,-1.7,-9.12056354994569e-05,1
miura_00001,2,bending,0.9,z,18,1.8,9.65706529571171e-05,-1.8,-9.65706529571171e-05,1
miura_00001,2,bending,0.9,z,19,1.9,0.00010193566781765,-1.9,-0.00010193566781765,1
miura_00001,2,bending,0.9,z,20,2,0.000107300679602419,-2,-0.000107300679602419,1
miura_00001,2,bending,0.9,z,21,2.1,0.000112665688477931,-2.1,-0.000112665688477931,1
miura_00001,2,bending,0.9,z,22,2.2,0.000118030694627295,-2.2,-0.000118030694627295,1
miura_00001,2,bending,0.9,z,23,2.3,0.000123395697806971,-2.3,-0.000123395697806971,1
miura_00001,2,bending,0.9,z,24,2.4,0.000128760698098748,-2.4,-0.000128760698098748,1
miura_00001,2,bending,0.9,z,25,2.5,0.000134125695314801,-2.5,-0.000134125695314801,1
miura_00001,2,bending,0.9,z,26,2.6,0.000139490689892575,-2.6,-0.000139490689892575,1
miura_00001,2,bending,0.9,z,27,2.7,0.000144855681400227,-2.7,-0.000144855681400227,1
miura_00001,2,bending,0.9,z,28,2.8,0.000150220669759593,-2.8,-0.000150220669759593,1
miura_00001,2,bending,0.9,z,29,2.9,0.000155585655164186,-2.9,-0.000155585655164186,1
miura_00001,2,bending,0.9,z,30,3,0.000160950637697068,-3,-0.000160950637697068,1
miura_00001,3,axial,0.3,x,1,0.1,8.06080272995246e-06,0.1,8.06080272995246e-06,1
miura_00001,3,axial,0.3,x,2,0.2,1.6121160681882e-05,0.2,1.6121160681882e-05,1
miura_00001,3,axial,0.3,x,3,0.3,2.41809116591596e-05,0.3,2.41809116591596e-05,1
miura_00001,3,axial,0.3,x,4,0.4,3.22400585895457e-05,0.4,3.22400585895457e-05,1
miura_00001,3,axial,0.3,x,5,0.5,4.02985997652508e-05,0.5,4.02985997652508e-05,1
miura_00001,3,axial,0.3,x,6,0.6,4.83565387473381e-05,0.6,4.83565387473381e-05,1
miura_00001,3,axial,0.3,x,7,0.7,5.64138717582392e-05,0.7,5.64138717582392e-05,1
miura_00001,3,axial,0.3,x,8,0.8,6.44705999159793e-05,0.8,6.44705999159793e-05,1
miura_00001,3,axial,0.3,x,9,0.9,7.2526723694707e-05,0.9,7.2526723694707e-05,1
miura_00001,3,axial,0.3,x,10,1,8.05822430068327e-05,1,8.05822430068327e-05,1
miura_00001,3,axial,0.3,x,11,1.1,8.8637157638052e-05,1.1,8.8637157638052e-05,1
miura_00001,3,axial,0.3,x,12,1.2,9.66914680940813e-05,1.2,9.66914680940813e-05,1
miura_00001,3,axial,0.3,x,13,1.3,0.000104745173505902,1.3,0.000104745173505902,1
miura_00001,3,axial,0.3,x,14,1.4,0.000112798274473044,1.4,0.000112798274473044,1
miura_00001,3,axial,0.3,x,15,1.5,0.0001208507707062,1.5,0.0001208507707062,1
miura_00001,3,axial,0.3,x,16,1.6,0.000128902663019841,1.6,0.000128902663019841,1
miura_00001,3,axial,0.3,x,17,1.7,0.000136953950564796,1.7,0.000136953950564796,1
miura_00001,3,axial,0.3,x,18,1.8,0.000145004633810602,1.8,0.000145004633810602,1
miura_00001,3,axial,0.3,x,19,1.9,0.000153054712642399,1.9,0.000153054712642399,1
miura_00001,3,axial,0.3,x,20,2,0.00016110418714272,2,0.00016110418714272,1
miura_00001,3,axial,0.3,x,21,2.1,0.000169153057337743,2.1,0.000169153057337743,1
miura_00001,3,axial,0.3,x,22,2.2,0.000177201322878652,2.2,0.000177201322878652,1
miura_00001,3,axial,0.3,x,23,2.3,0.000185248984451388,2.3,0.000185248984451388,1
miura_00001,3,axial,0.3,x,24,2.4,0.000193296041410531,2.4,0.000193296041410531,1
miura_00001,3,axial,0.3,x,25,2.5,0.00020134249434154,2.5,0.00020134249434154,1
miura_00001,3,axial,0.3,x,26,2.6,0.00020938834279771,2.6,0.00020938834279771,1
miura_00001,3,axial,0.3,x,27,2.7,0.000217433587006433,2.7,0.000217433587006433,1
miura_00001,3,axial,0.3,x,28,2.8,0.000225478227242973,2.8,0.000225478227242973,1
miura_00001,3,axial,0.3,x,29,2.9,0.000233522263334555,2.9,0.000233522263334555,1
miura_00001,3,axial,0.3,x,30,3,0.000241565695056659,3,0.000241565695056659,1
miura_00001,4,axial,0.6,x,1,0.1,4.24576696450748e-06,0.1,4.24576696450748e-06,1
miura_00001,4,axial,0.6,x,2,0.2,8.49083929762676e-06,0.2,8.49083929762676e-06,1
miura_00001,4,axial,0.6,x,3,0.3,1.27354257486789e-05,0.3,1.27354257486789e-05,1
miura_00001,4,axial,0.6,x,4,0.4,1.69795317878965e-05,0.4,1.69795317878965e-05,1
miura_00001,4,axial,0.6,x,5,0.5,2.12231518655136e-05,0.5,2.12231518655136e-05,1
miura_00001,4,axial,0.6,x,6,0.6,2.54662904673844e-05,0.6,2.54662904673844e-05,1
miura_00001,4,axial,0.6,x,7,0.7,2.97089464615599e-05,0.7,2.97089464615599e-05,1
miura_00001,4,axial,0.6,x,8,0.8,3.3951118594128e-05,0.8,3.3951118594128e-05,1
miura_00001,4,axial,0.6,x,9,0.9,3.81928089767366e-05,0.9,3.81928089767366e-05,1
miura_00001,4,axial,0.6,x,10,1,4.24340160108956e-05,1,4.24340160108956e-05,1
miura_00001,4,axial,0.6,x,11,1.1,4.66747407343558e-05,1.1,4.66747407343558e-05,1
miura_00001,4,axial,0.6,x,12,1.2,5.09149824555778e-05,1.2,5.09149824555778e-05,1
miura_00001,4,axial,0.6,x,13,1.3,5.51547412560502e-05,1.3,5.51547412560502e-05,1
miura_00001,4,axial,0.6,x,14,1.4,5.93940178820252e-05,1.4,5.93940178820252e-05,1
miura_00001,4,axial,0.6,x,15,1.5,6.36328122000253e-05,1.5,6.36328122000253e-05,1
miura_00001,4,axial,0.6,x,16,1.6,6.7871123839773e-05,1.6,6.7871123839773e-05,1
miura_00001,4,axial,0.6,x,17,1.7,7.21089530851124e-05,1.7,7.21089530851124e-05,1
miura_00001,4,axial,0.6,x,18,1.8,7.63463000998364e-05,1.8,7.63463000998364e-05,1
miura_00001,4,axial,0.6,x,19,1.9,8.0583164977374e-05,1.9,8.0583164977374e-05,1
miura_00001,4,axial,0.6,x,20,2,8.48195473588035e-05,2,8.48195473588035e-05,1
miura_00001,4,axial,0.6,x,21,2.1,8.90554477940247e-05,2.1,8.90554477940247e-05,1
miura_00001,4,axial,0.6,x,22,2.2,9.32908661870635e-05,2.2,9.32908661870635e-05,1
miura_00001,4,axial,0.6,x,23,2.3,9.75258024119979e-05,2.3,9.75258024119979e-05,1
miura_00001,4,axial,0.6,x,24,2.4,0.000101760256783299,2.4,0.000101760256783299,1
miura_00001,4,axial,0.6,x,25,2.5,0.000105994229348555,2.5,0.000105994229348555,1
miura_00001,4,axial,0.6,x,26,2.6,0.000110227720168569,2.6,0.000110227720168569,1
miura_00001,4,axial,0.6,x,27,2.7,0.000114460729044597,2.7,0.000114460729044597,1
miura_00001,4,axial,0.6,x,28,2.8,0.000118693256240044,2.8,0.000118693256240044,1
miura_00001,4,axial,0.6,x,29,2.9,0.000122925301812312,2.9,0.000122925301812312,1
miura_00001,4,axial,0.6,x,30,3,0.000127156865792397,3,0.000127156865792397,1
miura_00001,5,axial,0.9,x,1,0.1,4.00117709030701e-07,0.1,4.00117709030701e-07,1
miura_00001,5,axial,0.9,x,2,0.2,8.00125197793903e-07,0.2,8.00125197793903e-07,1
miura_00001,5,axial,0.9,x,3,0.3,1.2001099687853e-06,0.3,1.2001099687853e-06,1
miura_00001,5,axial,0.9,x,4,0.4,1.60006812413539e-06,0.4,1.60006812413539e-06,1
miura_00001,5,axial,0.9,x,5,0.5,2.00000307974722e-06,0.5,2.00000307974722e-06,1
miura_00001,5,axial,0.9,x,6,0.6,2.39991321640798e-06,0.6,2.39991321640798e-06,1
miura_00001,5,axial,0.9,x,7,0.7,2.79979981725481e-06,0.7,2.79979981725481e-06,1
miura_00001,5,axial,0.9,x,8,0.8,3.19966084123095e-06,0.8,3.19966084123095e-06,1
miura_00001,5,axial,0.9,x,9,0.9,3.59949750675251e-06,0.9,3.59949750675251e-06,1
miura_00001,5,axial,0.9,x,10,1,3.9993097560538e-06,1,3.9993097560538e-06,1
miura_00001,5,axial,0.9,x,11,1.1,4.39909808331518e-06,1.1,4.39909808331518e-06,1
miura_00001,5,axial,0.9,x,12,1.2,4.79886157570078e-06,1.2,4.79886157570078e-06,1
miura_00001,5,axial,0.9,x,13,1.3,5.19860064965361e-06,1.3,5.19860064965361e-06,1
miura_00001,5,axial,0.9,x,14,1.4,5.59831511087572e-06,1.4,5.59831511087572e-06,1
miura_00001,5,axial,0.9,x,15,1.5,5.99800512991044e-06,1.5,5.99800512991044e-06,1
miura_00001,5,axial,0.9,x,16,1.6,6.39767040237896e-06,1.6,6.39767040237896e-06,1
miura_00001,5,axial,0.9,x,17,1.7,6.79731160014617e-06,1.7,6.79731160014617e-06,1
miura_00001,5,axial,0.9,x,18,1.8,7.19692835475001e-06,1.8,7.19692835475001e-06,1
miura_00001,5,axial,0.9,x,19,1.9,7.59652086154095e-06,1.9,7.59652086154095e-06,1
miura_00001,5,axial,0.9,x,20,2,7.9960886215597e-06,2,7.9960886215597e-06,1
miura_00001,5,axial,0.9,x,21,2.1,8.39563197817236e-06,2.1,8.39563197817236e-06,1
miura_00001,5,axial,0.9,x,22,2.2,8.7951508379108e-06,2.2,8.7951508379108e-06,1
miura_00001,5,axial,0.9,x,23,2.3,9.19464522375774e-06,2.3,9.19464522375774e-06,1
miura_00001,5,axial,0.9,x,24,2.4,9.59411530236121e-06,2.4,9.59411530236121e-06,1
miura_00001,5,axial,0.9,x,25,2.5,9.99356101610067e-06,2.5,9.99356101610067e-06,1
miura_00001,5,axial,0.9,x,26,2.6,1.03929820962253e-05,2.6,1.03929820962253e-05,1
miura_00001,5,axial,0.9,x,27,2.7,1.07923788399973e-05,2.7,1.07923788399973e-05,1
miura_00001,5,axial,0.9,x,28,2.8,1.11917511302186e-05,2.8,1.11917511302186e-05,1
miura_00001,5,axial,0.9,x,29,2.9,1.15910992308141e-05,2.9,1.15910992308141e-05,1
miura_00001,5,axial,0.9,x,30,3,1.1990422542355e-05,3,1.1990422542355e-05,1
