sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00002,0,bending,0.3,z,1,0.1,2.60506662817938e-07,-0.1,-2.60506662817938e-07,1
miura_00002,0,bending,0.3,z,2,0.2,5.20916998739936e-07,-0.2,-5.20916998739936e-07,1
miura_00002,0,bending,0.3,z,3,0.3,7.81333286843877e-07,-0.3,-7.81333286843877e-07,1
miura_00002,0,bending,0.3,z,4,0.4,1.04175578683448e-06,-0.4,-1.04175578683448e-06,1
miura_00002,0,bending,0.3,z,5,0.5,1.30217769495918e-06,-0.5,-1.30217769495918e-06,1
miura_00002,0,bending,0.3,z,6,0.6,1.56259540569068e-06,-0.6,-1.56259540569068e-06,1
miura_00002,0,bending,0.3,z,7,0.7,1.82301768286563e-06,-0.7,-1.82301768286563e-06,1
miura_00002,0,bending,0.3,z,8,0.8,2.08343489441963e-06,-0.8,-2.08343489441963e-06,1
miura_00002,0,bending,0.3,z,9,0.9,2.34385508486901e-06,-0.9,-2.34385508486901e-06,1
miura_00002,0,bending,0.3,z,10,1,2.60427719866458e-06,-1,-2.60427719866458e-06,1
miura_00002,0,bending,0.3,z,11,1.1,2.86469737655499e-06,-1.1,-2.86469737655499e-06,1
miura_00002,0,bending,0.3,z,12,1.2,3.12511692109657e-06,-1.2,-3.12511692109657e-06,1
miura_00002,0,bending,0.3,z,13,1.3,3.38553674796102e-06,-1.3,-3.38553674796102e-06,1
miura_00002,0,bending,0.3,z,14,1.4,3.6459569998009e-06,-1.4,-3.6459569998009e-06,1
miura_00002,0,bending,0.3,z,15,1.5,3.90637585597471e-06,-1.5,-3.90637585597471e-06,1
miura_00002,0,bending,0.3,z,16,1.6,4.16679545603816e-06,-1.6,-4.16679545603816e-06,1
miura_00002,0,bending,0.3,z,17,1.7,4.42721646960313e-06,-1.7,-4.42721646960313e-06,1
miura_00002,0,bending,0.3,z,18,1.8,4.687636437315e-06,-1.8,-4.687636437315e-06,1
miura_00002,0,bending,0.3,z,19,1.9,4.94805697488664e-06,-1.9,-4.94805697488664e-06,1
miura_00002,0,bending,0.3,z,20,2,5.20847561525459e-06,-2,-5.20847561525459e-06,1
miura_00002,0,bending,0.3,z,21,2.1,5.46889630656767e-06,-2.1,-5.46889630656767e-06,1
miura_00002,0,bending,0.3,z,22,2.2,5.72931627905045e-06,-2.2,-5.72931627905045e-06,1
miura_00002,0,bending,0.3,z,23,2.3,5.98973674028047e-06,-2.3,-5.98973674028047e-06,1
miura_00002,0,bending,0.3,z,24,2.4,6.2501560317027e-06,-2.4,-6.2501560317027e-06,1
miura_00002,0,bending,0.3,z,25,2.5,6.51057592528614e-06,-2.5,-6.51057592528614e-06,1
miura_00002,0,bending,0.3,z,26,2.6,6.7709959309786e-06,-2.6,-6.7709959309786e-06,1
miura_00002,0,bending,0.3,z,27,2.7,7.03141576362079e-06,-2.7,-7.03141576362079e-06,1
miura_00002,0,bending,0.3,z,28,2.8,7.29183629136501e-06,-2.8,-7.29183629136501e-06,1
miura_00002,0,bending,0.3,z,29,2.9,7.55225614647431e-06,-2.9,-7.55225614647431e-06,1
miura_00002,0,bending,0.3,z,30,3,7.81267606045592e-06,-3,-7.81267606045592e-06,1
miura_00002,1,bending,0.6,z,1,0.1,5.97680992473035e-07,-0.1,-5.97680992473035e-07,1
miura_00002,1,bending,0.6,z,2,0.2,1.19489444345376e-06,-0.2,-1.19489444345376e-06,1
miura_00002,1,bending,0.6,z,3,0.3,1.79211315527253e-06,-0.3,-1.79211315527253e-06,1
miura_00002,1,bending,0.6,z,4,0.4,2.38933006393393e-06,-0.4,-2.38933006393393e-06,1
miura_00002,1,bending,0.6,z,5,0.5,2.98654782919217e-06,-0.5,-2.98654782919217e-06,1
miura_00002,1,bending,0.6,z,6,0.6,3.58376359040919e-06,-0.6,-3.58376359040919e-06,1
miura_00002,1,bending,0.6,z,7,0.7,4.18098157948884e-06,-0.7,-4.18098157948884e-06,1
miura_00002,1,bending,0.6,z,8,0.8,4.7782006091261e-06,-0.8,-4.7782006091261e-06,1
miura_00002,1,bending,0.6,z,9,0.9,5.37541942254982e-06,-0.9,-5.37541942254982e-06,1
miura_00002,1,bending,0.6,z,10,1,5.97264076359506e-06,-1,-5.97264076359506e-06,1
miura_00002,1,bending,0.6,z,11,1.1,6.56986227871668e-06,-1.1,-6.56986227871668e-06,1
miura_00002,1,bending,0.6,z,12,1.2,7.16708487143386e-06,-1.2,-7.16708487143386e-06,1
miura_00002,1,bending,0.6,z,13,1.3,7.76430701660098e-06,-1.3,-7.76430701660098e-06,1
miura_00002,1,bending,0.6,z,14,1.4,8.36153046247696e-06,-1.4,-8.36153046247696e-06,1
miura_00002,1,bending,0.6,z,15,1.5,8.95875326202509e-06,-1.5,-8.95875326202509e-06,1
miura_00002,1,bending,0.6,z,16,1.6,9.55597870789763e-06,-1.6,-9.55597870789763e-06,1
miura_00002,1,bending,0.6,z,17,1.7,1.01532030909591e-05,-1.7,-1.01532030909591e-05,1
miura_00002,1,bending,0.6,z,18,1.8,1.07504299970438e-05,-1.8,-1.07504299970438e-05,1
miura_00002,1,bending,0.6,z,19,1.9,1.13476559406334e-05,-1.9,-1.13476559406334e-05,1
miura_00002,1,bending,0.6,z,20,2,1.19448830655756e-05,-2,-1.19448830655756e-05,1
miura_00002,1,bending,0.6,z,21,2.1,1.25421116787041e-05,-2.1,-1.25421116787041e-05,1
miura_00002,1,bending,0.6,z,22,2.2,1.3139339895536e-05,-2.2,-1.3139339895536e-05,1
miura_00002,1,bending,0.6,z,23,2.3,1.3736568814362e-05,-2.3,-1.3736568814362e-05,1
miura_00002,1,bending,0.6,z,24,2.4,1.43337991252566e-05,-2.4,-1.43337991252566e-05,1
miura_00002,1,bending,0.6,z,25,2.5,1.49310297204849e-05,-2.5,-1.49310297204849e-05,1
miura_00002,1,bending,0.6,z,26,2.6,1.55282604116304e-05,-2.6,-1.55282604116304e-05,1
miura_00002,1,bending,0.6,z,27,2.7,1.61254922436803e-05,-2.7,-1.61254922436803e-05,1
miura_00002,1,bending,0.6,z,28,2.8,1.67227252914346e-05,-2.8,-1.67227252914346e-05,1
miura_00002,1,bending,0.6,z,29,2.9,1.73199577669267e-05,-2.9,-1.73199577669267e-05,1
miura_00002,1,bending,0.6,z,30,3,1.79171927222171e-05,-3,-1.79171927222171e-05,1
