sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00010,0,bending,0.3,z,1,0.1,2.89640288122282e-06,-0.1,-2.89640288122282e-06,1
miura_00010,0,bending,0.3,z,2,0.2,5.79270478517439e-06,-0.2,-5.79270478517439e-06,1
miura_00010,0,bending,0.3,z,3,0.3,8.68898234618536e-06,-0.3,-8.68898234618536e-06,1
miura_00010,0,bending,0.3,z,4,0.4,1.15852357837684e-05,-0.4,-1.15852357837684e-05,1
miura_00010,0,bending,0.3,z,5,0.5,1.44814648741374e-05,-0.5,-1.44814648741374e-05,1
miura_00010,0,bending,0.3,z,6,0.6,1.73776693705385e-05,-0.6,-1.73776693705385e-05,1
miura_00010,0,bending,0.3,z,7,0.7,2.02738498878997e-05,-0.7,-2.02738498878997e-05,1
miura_00010,0,bending,0.3,z,8,0.8,2.31700061069401e-05,-0.8,-2.31700061069401e-05,1
miura_00010,0,bending,0.3,z,9,0.9,2.60661380963553e-05,-0.9,-2.60661380963553e-05,1
miura_00010,0,bending,0.3,z,10,1,2.89622459276699e-05,-1,-2.89622459276699e-05,1
miura_00010,0,bending,0.3,z,11,1.1,3.18583295594971e-05,-1.1,-3.18583295594971e-05,1
miura_00010,0,bending,0.3,z,12,1.2,3.47543891710279e-05,-1.2,-3.47543891710279e-05,1
miura_00010,0,bending,0.3,z,13,1.3,3.76504246964973e-05,-1.3,-3.76504246964973e-05,1
miura_00010,0,bending,0.3,z,14,1.4,4.05464361578405e-05,-1.4,-4.05464361578405e-05,1
miura_00010,0,bending,0.3,z,15,1.5,4.34424236144471e-05,-1.5,-4.34424236144471e-05,1
miura_00010,0,bending,0.3,z,16,1.6,4.63383870592493e-05,-1.6,-4.63383870592493e-05,1
miura_00010,0,bending,0.3,z,17,1.7,4.92343265570503e-05,-1.7,-4.92343265570503e-05,1
miura_00010,0,bending,0.3,z,18,1.8,5.2130242125896e-05,-1.8,-5.2130242125896e-05,1
miura_00010,0,bending,0.3,z,19,1.9,5.50261338106365e-05,-1.9,-5.50261338106365e-05,1
miura_00010,0,bending,0.3,z,20,2,5.79220016147e-05,-2,-5.79220016147e-05,1
miura_00010,0,bending,0.3,z,21,2.1,6.08178455700949e-05,-2.1,-6.08178455700949e-05,1
miura_00010,0,bending,0.3,z,22,2.2,6.37136657261018e-05,-2.2,-6.37136657261018e-05,1
miura_00010,0,bending,0.3,z,23,2.3,6.6609462102783e-05,-2.3,-6.6609462102783e-05,1
miura_00010,0,bending,0.3,z,24,2.4,6.9505234711376e-05,-2.4,-6.9505234711376e-05,1
miura_00010,0,bending,0.3,z,25,2.5,7.24009836370953e-05,-2.5,-7.24009836370953e-05,1
miura_00010,0,bending,0.3,z,26,2.6,7.52967088509949e-05,-2.6,-7.52967088509949e-05,1
miura_00010,0,bending,0.3,z,27,2.7,7.8192410413495e-05,-2.7,-7.8192410413495e-05,1
miura_00010,0,bending,0.3,z,28,2.8,8.10880883268403e-05,-2.8,-8.10880883268403e-05,1
miura_00010,0,bending,0.3,z,29,2.9,8.39837427020339e-05,-2.9,-8.39837427020339e-05,1
miura_00010,0,bending,0.3,z,30,3,8.68793734349556e-05,-3,-8.68793734349556e-05,1
miura_00010,1,bending,0.6,z,1,0.1,8.18353662917325e-06,-0.1,-8.18353662917325e-06,1
miura_00010,1,bending,0.6,z,2,0.2,1.63665863522146e-05,-0.2,-1.63665863522146e-05,1
miura_00010,1,bending,0.6,z,3,0.3,2.45495606533765e-05,-0.3,-2.45495606533765e-05,1
miura_00010,1,bending,0.6,z,4,0.4,3.27324592917963e-05,-0.4,-3.27324592917963e-05,1
miura_00010,1,bending,0.6,z,5,0.5,4.09152819188146e-05,-0.5,-4.09152819188146e-05,1
miura_00010,1,bending,0.6,z,6,0.6,4.90980287048309e-05,-0.6,-4.90980287048309e-05,1
miura_00010,1,bending,0.6,z,7,0.7,5.72806991537263e-05,-0.7,-5.72806991537263e-05,1
miura_00010,1,bending,0.6,z,8,0.8,6.54632935921865e-05,-0.8,-6.54632935921865e-05,1
miura_00010,1,bending,0.6,z,9,0.9,7.36458115365436e-05,-0.9,-7.36458115365436e-05,1
miura_00010,1,bending,0.6,z,10,1,8.18282530031849e-05,-1,-8.18282530031849e-05,1
miura_00010,1,bending,0.6,z,11,1.1,9.00106177860544e-05,-1.1,-9.00106177860544e-05,1
miura_00010,1,bending,0.6,z,12,1.2,9.81929059192007e-05,-1.2,-9.81929059192007e-05,1
miura_00010,1,bending,0.6,z,13,1.3,0.000106375117081906,-1.3,-0.000106375117081906,1
miura_00010,1,bending,0.6,z,14,1.4,0.000114557251280307,-1.4,-0.000114557251280307,1
miura_00010,1,bending,0.6,z,15,1.5,0.000122739308334436,-1.5,-0.000122739308334436,1
miura_00010,1,bending,0.6,z,16,1.6,0.000130921288130351,-1.6,-0.000130921288130351,1
miura_00010,1,bending,0.6,z,17,1.7,0.000139103190528796,-1.7,-0.000139103190528796,1
miura_00010,1,bending,0.6,z,18,1.8,0.00014728501537443,-1.8,-0.00014728501537443,1
miura_00010,1,bending,0.6,z,19,1.9,0.000155466762636279,-1.9,-0.000155466762636279,1
miura_00010,1,bending,0.6,z,20,2,0.000163648432046567,-2,-0.000163648432046567,1
miura_00010,1,bending,0.6,z,21,2.1,0.000171830023587022,-2.1,-0.000171830023587022,1
miura_00010,1,bending,0.6,z,22,2.2,0.000180011537095899,-2.2,-0.000180011537095899,1
miura_00010,1,bending,0.6,z,23,2.3,0.000188192972430533,-2.3,-0.000188192972430533,1
miura_00010,1,bending,0.6,z,24,2.4,0.000196374329516027,-2.4,-0.000196374329516027,1
miura_00010,1,bending,0.6,z,25,2.5,0.000204555608115003,-2.5,-0.000204555608115003,1
miura_00010,1,bending,0.6,z,26,2.6,0.000212736808178,-2.6,-0.000212736808178,1
miura_00010,1,bending,0.6,z,27,2.7,0.000220917929608136,-2.7,-0.000220917929608136,1
miura_00010,1,bending,0.6,z,28,2.8,0.000229098972240847,-2.8,-0.000229098972240847,1
miura_00010,1,bending,0.6,z,29,2.9,0.000237279935906324,-2.9,-0.000237279935906324,1
miura_00010,1,bending,0.6,z,30,3,0.000245460820572245,-3,-0.000245460820572245,1
miura_00010,2,bending,0.9,z,1,0.1,1.56559262620157e-05,-0.1,-1.56559262620157e-05,1
miura_00010,2,bending,0.9,z,2,0.2,3.13116524654855e-05,-0.2,-3.13116524654855e-05,1
miura_00010,2,bending,0.9,z,3,0.3,4.69671087027434e-05,-0.3,-4.69671087027434e-05,1
miura_00010,2,bending,0.9,z,4,0.4,6.2622294917634e-05,-0.4,-6.2622294917634e-05,1
miura_00010,2,bending,0.9,z,5,0.5,7.82772102767676e-05,-0.5,-7.82772102767676e-05,1
miura_00010,2,bending,0.9,z,6,0.6,9.39318545271605e-05,-0.6,-9.39318545271605e-05,1
miura_00010,2,bending,0.9,z,7,0.7,0.000109586227019729,-0.7,-0.000109586227019729,1
miura_00010,2,bending,0.9,z,8,0.8,0.000125240327022377,-0.8,-0.000125240327022377,1
miura_00010,2,bending,0.9,z,9,0.9,0.000140894154169646,-0.9,-0.000140894154169646,1
miura_00010,2,bending,0.9,z,10,1,0.000156547707810186,-1,-0.000156547707810186,1
miura_00010,2,bending,0.9,z,11,1.1,0.000172200987534172,-1.1,-0.000172200987534172,1
miura_00010,2,bending,0.9,z,12,1.2,0.000187853992573546,-1.2,-0.000187853992573546,1
miura_00010,2,bending,0.9,z,13,1.3,0.000203506722619033,-1.3,-0.000203506722619033,1
miura_00010,2,bending,0.9,z,14,1.4,0.000219159176868589,-1.4,-0.000219159176868589,1
