sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00007,0,bending,0.3,z,1,0.1,4.6284771786508e-07,-0.1,-4.6284771786508e-07,1
miura_00007,0,bending,0.3,z,2,0.2,9.25480613331025e-07,-0.2,-9.25480613331025e-07,1
miura_00007,0,bending,0.3,z,3,0.3,1.38812679317205e-06,-0.3,-1.38812679317205e-06,1
miura_00007,0,bending,0.3,z,4,0.4,1.85076942336689e-06,-0.4,-1.85076942336689e-06,1
miura_00007,0,bending,0.3,z,5,0.5,2.31341394038188e-06,-0.5,-2.31341394038188e-06,1
miura_00007,0,bending,0.3,z,6,0.6,2.77605624733515e-06,-0.6,-2.77605624733515e-06,1
miura_00007,0,bending,0.3,z,7,0.7,3.23870060960082e-06,-0.7,-3.23870060960082e-06,1
miura_00007,0,bending,0.3,z,8,0.8,3.70134596718298e-06,-0.8,-3.70134596718298e-06,1
miura_00007,0,bending,0.3,z,9,0.9,4.16399003284906e-06,-0.9,-4.16399003284906e-06,1
miura_00007,0,bending,0.3,z,10,1,4.62663433150754e-06,-1,-4.62663433150754e-06,1
miura_00007,0,bending,0.3,z,11,1.1,5.08928000990536e-06,-1.1,-5.08928000990536e-06,1
miura_00007,0,bending,0.3,z,12,1.2,5.55192484608027e-06,-1.2,-5.55192484608027e-06,1
miura_00007,0,bending,0.3,z,13,1.3,6.01457020884249e-06,-1.3,-6.01457020884249e-06,1
miura_00007,0,bending,0.3,z,14,1.4,6.477216516491e-06,-1.4,-6.477216516491e-06,1
miura_00007,0,bending,0.3,z,15,1.5,6.93986333087378e-06,-1.5,-6.93986333087378e-06,1
miura_00007,0,bending,0.3,z,16,1.6,7.40250956983034e-06,-1.6,-7.40250956983034e-06,1
miura_00007,0,bending,0.3,z,17,1.7,7.86515635506267e-06,-1.7,-7.86515635506267e-06,1
miura_00007,0,bending,0.3,z,18,1.8,8.32780269724598e-06,-1.8,-8.32780269724598e-06,1
miura_00007,0,bending,0.3,z,19,1.9,8.79045015868412e-06,-1.9,-8.79045015868412e-06,1
miura_00007,0,bending,0.3,z,20,2,9.25309768250352e-06,-2,-9.25309768250352e-06,1
