sample_id,curve_id,load_case,deployment,response_axis,step,force,displacement,signed_force,signed_displacement,converged
miura_00004,0,bending,0.3,z,1,0.1,4.96933626090943e-06,-0.1,-4.96933626090943e-06,1
miura_00004,0,bending,0.3,z,2,0.2,9.93868987485138e-06,-0.2,-9.93868987485138e-06,1
miura_00004,0,bending,0.3,z,3,0.3,1.49080499931542e-05,-0.3,-1.49080499931542e-05,1
miura_00004,0,bending,0.3,z,4,0.4,1.98774152825461e-05,-0.4,-1.98774152825461e-05,1
miura_00004,0,bending,0.3,z,5,0.5,2.48467864159865e-05,-0.5,-2.48467864159865e-05,1
miura_00004,0,bending,0.3,z,6,0.6,2.98161627441412e-05,-0.6,-2.98161627441412e-05,1
miura_00004,0,bending,0.3,z,7,0.7,3.47855448006878e-05,-0.7,-3.47855448006878e-05,1
miura_00004,0,bending,0.3,z,8,0.8,3.97549323603825e-05,-0.8,-3.97549323603825e-05,1
miura_00004,0,bending,0.3,z,9,0.9,4.47243253819506e-05,-0.9,-4.47243253819506e-05,1
miura_00004,0,bending,0.3,z,10,1,4.96937238932972e-05,-1,-4.96937238932972e-05,1
miura_00004,0,bending,0.3,z,11,1.1,5.46631279199532e-05,-1.1,-5.46631279199532e-05,1
miura_00004,0,bending,0.3,z,12,1.2,5.963253737232e-05,-1.2,-5.963253737232e-05,1
miura_00004,0,bending,0.3,z,13,1.3,6.46019522301492e-05,-1.3,-6.46019522301492e-05,1
miura_00004,0,bending,0.3,z,14,1.4,6.95713726005739e-05,-1.4,-6.95713726005739e-05,1
miura_00004,0,bending,0.3,z,15,1.5,7.45407983664449e-05,-1.5,-7.45407983664449e-05,1
miura_00004,0,bending,0.3,z,16,1.6,7.95102295865505e-05,-1.6,-7.95102295865505e-05,1
miura_00004,0,bending,0.3,z,17,1.7,8.44796661878604e-05,-1.7,-8.44796661878604e-05,1
miura_00004,0,bending,0.3,z,18,1.8,8.94491081953086e-05,-1.8,-8.94491081953086e-05,1
miura_00004,0,bending,0.3,z,19,1.9,9.44185555731332e-05,-1.9,-9.44185555731332e-05,1
miura_00004,0,bending,0.3,z,20,2,9.93880083697383e-05,-2,-9.93880083697383e-05,1
miura_00004,0,bending,0.3,z,21,2.1,0.000104357466527494,-2.1,-0.000104357466527494,1
miura_00004,0,bending,0.3,z,22,2.2,0.000109326930017488,-2.2,-0.000109326930017488,1
miura_00004,0,bending,0.3,z,23,2.3,0.000114296398829153,-2.3,-0.000114296398829153,1
miura_00004,0,bending,0.3,z,24,2.4,0.000119265873041296,-2.4,-0.000119265873041296,1
miura_00004,0,bending,0.3,z,25,2.5,0.000124235352519646,-2.5,-0.000124235352519646,1
miura_00004,0,bending,0.3,z,26,2.6,0.000129204837369926,-2.6,-0.000129204837369926,1
miura_00004,0,bending,0.3,z,27,2.7,0.000134174327517235,-2.7,-0.000134174327517235,1
miura_00004,0,bending,0.3,z,28,2.8,0.000139143822908416,-2.8,-0.000139143822908416,1
miura_00004,0,bending,0.3,z,29,2.9,0.000144113323579882,-2.9,-0.000144113323579882,1
miura_00004,0,bending,0.3,z,30,3,0.000149082829579414,-3,-0.000149082829579414,1
miura_00004,1,bending,0.6,z,1,0.1,1.46406613873564e-05,-0.1,-1.46406613873564e-05,1
miura_00004,1,bending,0.6,z,2,0.2,2.9281489331135e-05,-0.2,-2.9281489331135e-05,1
miura_00004,1,bending,0.6,z,3,0.3,4.39223201435709e-05,-0.3,-4.39223201435709e-05,1
miura_00004,1,bending,0.6,z,4,0.4,5.85631526080461e-05,-0.4,-5.85631526080461e-05,1
miura_00004,1,bending,0.6,z,5,0.5,7.32039855831207e-05,-0.5,-7.32039855831207e-05,1
miura_00004,1,bending,0.6,z,6,0.6,8.78448175259106e-05,-0.6,-8.78448175259106e-05,1
miura_00004,1,bending,0.6,z,7,0.7,0.000102485647157269,-0.7,-0.000102485647157269,1
miura_00004,1,bending,0.6,z,8,0.8,0.0001171264735291,-0.8,-0.0001171264735291,1
miura_00004,1,bending,0.6,z,9,0.9,0.000131767295360742,-0.9,-0.000131767295360742,1
miura_00004,1,bending,0.6,z,10,1,0.000146408111346052,-1,-0.000146408111346052,1
miura_00004,1,bending,0.6,z,11,1.1,0.000161048920077369,-1.1,-0.000161048920077369,1
miura_00004,1,bending,0.6,z,12,1.2,0.000175689720503778,-1.2,-0.000175689720503778,1
miura_00004,1,bending,0.6,z,13,1.3,0.000190330511465166,-1.3,-0.000190330511465166,1
miura_00004,1,bending,0.6,z,14,1.4,0.00020497129143046,-1.4,-0.00020497129143046,1
miura_00004,1,bending,0.6,z,15,1.5,0.000219612059491398,-1.5,-0.000219612059491398,1
miura_00004,1,bending,0.6,z,16,1.6,0.000234252814125246,-1.6,-0.000234252814125246,1
miura_00004,1,bending,0.6,z,17,1.7,0.000248893554179005,-1.7,-0.000248893554179005,1
miura_00004,1,bending,0.6,z,18,1.8,0.000263534278416081,-1.8,-0.000263534278416081,1
miura_00004,1,bending,0.6,z,19,1.9,0.000278174985657933,-1.9,-0.000278174985657933,1
miura_00004,1,bending,0.6,z,20,2,0.00029281567462134,-2,-0.00029281567462134,1
miura_00004,1,bending,0.6,z,21,2.1,0.00030745634405398,-2.1,-0.00030745634405398,1
miura_00004,1,bending,0.6,z,22,2.2,0.000322096992638842,-2.2,-0.000322096992638842,1
miura_00004,1,bending,0.6,z,23,2.3,0.000336737619253417,-2.3,-0.000336737619253417,1
miura_00004,1,bending,0.6,z,24,2.4,0.000351378222556797,-2.4,-0.000351378222556797,1
miura_00004,1,bending,0.6,z,25,2.5,0.000366018801376146,-2.5,-0.000366018801376146,1
miura_00004,1,bending,0.6,z,26,2.6,0.000380659354431122,-2.6,-0.000380659354431122,1
miura_00004,1,bending,0.6,z,27,2.7,0.000395299880465658,-2.7,-0.000395299880465658,1
