run,best_epoch,best_val_select,val_total,val_noise,val_x0,val_class,val_param,val_closed_loop
mixed_x0_round1,748,0.1835741363465786,0.1883630096912384,0.3088526010513305,0.0925189822912216,0.0196753568947315,0.0697476252913475,0.0016321718692779
mixed_x0_round2,748,0.1865702758310362,0.2063627958297729,0.3908860802650452,0.0938904017210006,0.0204575683921575,0.0706111013889312,0.0016112043289467
epsilon_round3_best,634,0.1971624378114938,0.3278896808624267,0.2015031695365906,0.10175152271986,0.0170235633850097,0.0759608760476112,0.0024264756590127
mixed_x0_round3,748,0.1988415411673486,0.186177533864975,0.9002694368362427,0.0988596886396408,0.0243314599618315,0.0746538415551185,0.0009965510107576
split_teacher,207,0.2158021353650838,0.4537272155284881,0.3253710091114044,0.1436093389987945,0.0,0.0696321591734886,0.0025606371928006
split_base,521,0.2525848790071905,0.4584331393241882,0.3077968776226044,0.1671436697244644,0.0,0.0821163713932037,0.0033248378895223
