epoch,train_teacher_ratio,train_total,train_noise,train_x0,train_param,train_closed_loop,val_total,val_noise,val_x0,val_param,val_closed_loop,val_select
1,1.0,3.496573734283447,101.81529655456544,0.9809874534606934,0.42739027738571167,0.39396144151687623,1.942840576171875,53.776144409179686,0.7077094554901123,0.31963881850242615,0.1713907927274704,1.1987390667200089
2,1.0,2.6908852815628053,79.23225479125976,0.6549859642982483,0.2954335629940033,0.16875466406345369,1.377906084060669,37.45902709960937,0.5215189814567566,0.23968012034893035,0.1133799523115158,0.8745790541172027
3,1.0,1.3607644438743591,36.53558177947998,0.5271777093410492,0.24286466240882873,0.11003665030002593,0.5698541164398193,12.071812057495118,0.40643684267997743,0.19089394211769103,0.08343756794929505,0.6807683527469635
4,1.0,0.8221052765846253,20.149476051330566,0.4142408847808838,0.19456399083137513,0.09379831850528716,0.4946362614631653,10.221171569824218,0.35780671834945676,0.16848820447921753,0.06490361914038659,0.5911985419690609
5,1.0,0.629689735174179,13.604404830932618,0.41822752356529236,0.19284483194351196,0.08235367238521576,0.42024846076965333,7.113965225219727,0.3898298740386963,0.18019563257694243,0.0726238563656807,0.6426493629813195
6,1.0,0.48000414967536925,8.914116477966308,0.38909862041473386,0.18082046806812285,0.06874123513698578,0.36400818824768066,5.173084259033203,0.3803898274898529,0.17801508009433747,0.060569070279598236,0.6189739778637886
7,1.0,0.4842077672481537,8.614674472808838,0.4026937782764435,0.1872812479734421,0.07429923266172409,0.4312829911708832,7.367691612243652,0.3781097948551178,0.1745062530040741,0.0608319029211998,0.6134479507803917
8,1.0,0.5262069880962372,10.384619998931885,0.3723262667655945,0.17412976622581483,0.06611948758363724,0.43194417357444764,7.967799377441406,0.33821690678596494,0.15698458552360534,0.04207844883203506,0.5372799411416054
9,1.0,0.39016403555870055,6.232938194274903,0.3443663060665131,0.1616203486919403,0.0500328354537487,0.4443125605583191,8.2767804145813,0.3333627700805664,0.156532222032547,0.03508610352873802,0.5249810956418514
10,1.0,0.5497605979442597,11.547316837310792,0.33685165643692017,0.15822858810424806,0.04809718579053879,0.31833858489990235,3.479405331611633,0.35627192854881284,0.16694171726703644,0.03969171792268753,0.5629053637385368
11,1.0,0.41205955743789674,6.795065212249756,0.3377928495407104,0.15856848657131195,0.04643779098987579,0.39938737750053405,6.282785415649414,0.3460875332355499,0.16110690236091613,0.032143862545490266,0.5393382981419563
12,1.0,0.45721269249916074,7.834910869598389,0.3545258939266205,0.1654336392879486,0.04737138152122498,0.31331140398979185,3.675435018539429,0.32320980429649354,0.15210573375225067,0.03281504064798355,0.5081305786967277
13,1.0,0.4039884150028229,5.927402830123901,0.35495607256889344,0.16484895050525666,0.044763386249542236,0.32072208523750306,3.961231327056885,0.31687663197517396,0.1475893497467041,0.03450264036655426,0.4989686220884323
14,1.0,0.4122497260570526,6.558655643463135,0.3281186938285828,0.1546766996383667,0.038772393763065335,0.46856108903884885,8.820895385742187,0.309865665435791,0.1463758170604706,0.03807916268706322,0.49432064518332486
15,1.0,0.413436096906662,6.798540496826172,0.3126985728740692,0.14732666611671447,0.03757044076919556,0.3296779155731201,3.8555033683776854,0.32408039569854735,0.1503797948360443,0.030591578781604768,0.5050517693161964
16,1.0,0.39957891702651976,5.991213464736939,0.3234636545181274,0.1512194126844406,0.03930363059043884,0.32549749612808226,3.6730937004089355,0.3165087640285492,0.149262735247612,0.027401958033442496,0.4931734573096037
17,1.0,0.4324056267738342,7.055301570892334,0.31582294702529906,0.14904010593891143,0.0432385578751564,0.35445367693901064,4.1553802490234375,0.3307021737098694,0.155765300989151,0.035320109128952025,0.5217875838279724
18,1.0,0.4351627707481384,6.739615821838379,0.3287616193294525,0.15416010916233064,0.04304749965667724,0.41333727836608886,6.173145484924317,0.3255078434944153,0.1514551967382431,0.0306529700756073,0.5076160103082656
19,1.0,0.42775429487228395,6.871012163162232,0.30687756538391114,0.14459366202354432,0.034920883923769,0.38492280840873716,5.363185453414917,0.3137100875377655,0.14609986245632173,0.02881052941083908,0.4886204794049263
20,1.0,0.4000556290149689,5.520847177505493,0.319527143239975,0.14971570670604706,0.03866172730922699,0.5751019895076752,11.481342029571532,0.31579737067222596,0.14722069799900056,0.035933558642864225,0.49895162731409076
21,1.0,0.37517318725585935,4.823116064071655,0.30725217461585996,0.14514780044555664,0.03564359098672867,0.37977783679962157,5.382016706466675,0.29046004414558413,0.13785263895988464,0.032144474983215335,0.4604571580886841
22,1.0,0.4912104070186615,8.624191951751708,0.3045679807662964,0.14367703795433046,0.03673752173781395,0.4414641737937927,6.694040584564209,0.31530462503433226,0.1485101819038391,0.03944737315177917,0.5032621800899505
23,1.0,0.4378565728664398,6.662116289138794,0.30564751029014586,0.14475098252296448,0.03734564706683159,0.43735055923461913,6.141168022155762,0.32767432928085327,0.15331880748271942,0.03888936415314674,0.5198825009167194
24,1.0,0.4156079053878784,5.713551378250122,0.308226203918457,0.14613242745399474,0.03734046258032322,0.4392094135284424,7.340031671524048,0.276817786693573,0.131236270070076,0.031512537598609926,0.4395665943622589
25,1.0,0.4723954200744629,7.630943775177002,0.3015300095081329,0.1431090712547302,0.039231369644403456,0.31314520835876464,2.6083552837371826,0.28976885676383973,0.13691079318523408,0.047558347880840304,0.4742379978299141
26,1.0,0.4061799943447113,5.362135028839111,0.29821632504463197,0.1420214593410492,0.0392257995903492,0.33476267457008363,4.255722332000732,0.25196140706539155,0.12037452161312104,0.02971704751253128,0.4020529761910439
27,1.0,0.36745879650115965,4.303902244567871,0.2870465874671936,0.13624373972415924,0.030932003632187843,0.3174619495868683,3.4258204460144044,0.2597024738788605,0.12324304580688476,0.022487209737300874,0.40543272942304615
28,1.0,0.43137454986572266,6.144261074066162,0.2933431029319763,0.13849155306816102,0.0336289893835783,0.3609704315662384,4.277999210357666,0.27701002955436704,0.1313821107149124,0.024541905522346495,0.4329340457916259
29,1.0,0.4119354963302612,5.667784738540649,0.28218052387237547,0.13444051146507263,0.028529684990644455,0.38055534958839415,4.670063924789429,0.2830150783061981,0.13433105647563934,0.019472557306289672,0.4368186920881271
30,1.0,0.4157520055770874,5.66028904914856,0.28332621455192564,0.13472355902194977,0.026519694179296494,0.3795680284500122,4.712457656860352,0.27655006647109986,0.13112336099147798,0.017944977432489396,0.42561840489506725
