epoch,train_total,train_pattern_acc,train_m_acc,train_n_acc,val_total,val_pattern_acc,val_m_acc,val_n_acc
46,0.19520923644304275,0.994140625,0.7484375,0.980078125,0.15736465454101561,1.0,0.7828125,0.9953125
47,0.1975615680217743,0.9953125,0.753515625,0.97734375,0.16060101985931396,0.9984375,0.7578125,0.9890625
48,0.19118375331163406,0.996484375,0.76328125,0.978515625,0.16506032943725585,0.9984375,0.7703125,0.99375
49,0.19251790791749954,0.996875,0.755859375,0.98046875,0.15540481507778167,0.996875,0.7890625,0.99375
50,0.19201731085777282,0.996875,0.76171875,0.98125,0.17211256623268129,0.9984375,0.7875,0.9765625
51,0.18215657621622086,0.99765625,0.77890625,0.982421875,0.15016108453273774,0.9984375,0.7953125,0.990625
52,0.18543668538331987,0.994140625,0.764453125,0.98515625,0.15323924124240876,0.9984375,0.790625,0.9921875
53,0.1768535330891609,0.99609375,0.7703125,0.985546875,0.15090093314647673,1.0,0.8078125,0.990625
54,0.1760447219014168,0.99609375,0.76796875,0.984765625,0.14789998829364776,1.0,0.7921875,0.9953125
55,0.1748106986284256,0.99765625,0.78046875,0.98203125,0.14324565529823302,0.9984375,0.80625,0.9859375
56,0.18130698800086975,0.996484375,0.75859375,0.984765625,0.14894900918006898,1.0,0.7984375,0.9921875
57,0.17589563578367234,0.997265625,0.771484375,0.985546875,0.14071715176105498,0.9984375,0.8140625,0.9921875
58,0.17083075046539306,0.9984375,0.778515625,0.98984375,0.14852871298789977,0.9984375,0.80625,0.9921875
59,0.17897272258996963,0.996484375,0.776953125,0.9796875,0.15902621448040008,1.0,0.765625,0.996875
60,0.19423223584890364,0.998046875,0.7484375,0.98125,0.16723572611808776,0.9984375,0.7859375,0.99375
61,0.18095849454402924,0.997265625,0.76796875,0.9796875,0.1509034216403961,1.0,0.8078125,0.990625
62,0.16704649180173875,0.996875,0.782421875,0.98671875,0.14167479872703553,0.9984375,0.809375,0.9890625
63,0.1730777472257614,0.99609375,0.777734375,0.983984375,0.13548823297023774,1.0,0.8140625,0.9953125
64,0.1762137770652771,0.997265625,0.78046875,0.97890625,0.1480618894100189,1.0,0.8171875,0.9890625
65,0.1598070204257965,0.996875,0.79140625,0.98671875,0.14752321243286132,1.0,0.7984375,0.9921875
66,0.16083925515413283,0.998828125,0.79453125,0.98515625,0.13369346261024476,1.0,0.8125,0.9921875
67,0.17791892886161803,0.99609375,0.784375,0.98046875,0.1362114280462265,1.0,0.8203125,0.99375
68,0.16845023930072783,0.999609375,0.788671875,0.986328125,0.1375478982925415,1.0,0.8265625,0.9921875
69,0.16613219529390336,0.9953125,0.7890625,0.98515625,0.1364075779914856,1.0,0.8140625,0.990625
70,0.15543126612901687,0.998828125,0.792578125,0.987890625,0.1376366138458252,1.0,0.8140625,0.99375
71,0.15962400436401367,0.99765625,0.8,0.9859375,0.1406330168247223,1.0,0.8171875,0.9921875
72,0.15851524621248245,0.9984375,0.801953125,0.985546875,0.13995352685451506,1.0,0.821875,0.99375
73,0.16017069071531295,0.997265625,0.798046875,0.98984375,0.12221530973911285,1.0,0.83125,0.996875
74,0.15719035565853118,0.99921875,0.789453125,0.986328125,0.1227677047252655,1.0,0.8390625,0.99375
75,0.15725187584757805,0.999609375,0.800390625,0.987890625,0.1444907695055008,0.9984375,0.803125,0.99375
76,0.15929125100374222,0.998828125,0.798046875,0.98671875,0.1271840438246727,1.0,0.8390625,0.990625
77,0.15510033816099167,0.996875,0.801171875,0.988671875,0.12083066403865814,1.0,0.85625,0.9953125
78,0.14871113896369934,0.998828125,0.808984375,0.98828125,0.12099123001098633,1.0,0.8421875,0.99375
79,0.14048290774226188,0.9984375,0.8125,0.991796875,0.11892436146736145,1.0,0.853125,0.99375
80,0.14483220875263214,0.998046875,0.819921875,0.98984375,0.11694788932800293,1.0,0.859375,0.99375
81,0.137404678016901,0.998828125,0.82421875,0.992578125,0.11440905183553696,0.9984375,0.8453125,0.99375
82,0.13497170433402061,0.998828125,0.825,0.9890625,0.11123599410057068,1.0,0.8703125,0.99375
83,0.14164044186472893,1.0,0.816796875,0.993359375,0.11879487335681915,1.0,0.8390625,0.9921875
84,0.144935742020607,0.99921875,0.808984375,0.990625,0.11589155346155167,1.0,0.8703125,0.9921875
85,0.13469676151871682,0.99921875,0.824609375,0.992578125,0.1160302609205246,0.9984375,0.85,0.9875
86,0.13449962213635444,0.9984375,0.832421875,0.991015625,0.10430600941181183,1.0,0.8796875,0.9953125
87,0.13631112948060037,0.998046875,0.819921875,0.991796875,0.10426990538835526,1.0,0.88125,0.9875
88,0.1396970696747303,0.998046875,0.82890625,0.98828125,0.12202107608318329,0.9984375,0.8453125,0.9921875
89,0.14470055401325227,0.998046875,0.816796875,0.98984375,0.10839180052280425,1.0,0.875,0.990625
90,0.13443628922104836,0.99765625,0.82734375,0.99140625,0.11276481747627258,1.0,0.8515625,0.99375
91,0.13691235929727555,0.99765625,0.835546875,0.992578125,0.10155812799930572,1.0,0.8796875,0.9890625
92,0.131023408472538,0.998046875,0.83125,0.990234375,0.10841021835803985,1.0,0.8578125,0.9890625
93,0.13485495299100875,0.998828125,0.825,0.990234375,0.10296558737754821,1.0,0.86875,0.9921875
94,0.13318057283759116,0.9984375,0.837109375,0.993359375,0.11671392619609833,1.0,0.8375,0.99375
95,0.12651745826005936,0.998046875,0.844140625,0.99140625,0.10623899549245834,1.0,0.85625,0.99375
96,0.13360881432890892,0.9984375,0.82421875,0.99296875,0.11754329204559326,1.0,0.8375,0.9921875
97,0.138957629352808,0.998828125,0.83515625,0.99296875,0.12536070942878724,1.0,0.8328125,0.99375
98,0.13034849539399146,0.998828125,0.834375,0.98984375,0.1067284733057022,1.0,0.878125,0.9890625
99,0.12257215231657029,0.99921875,0.846875,0.99375,0.10046900361776352,1.0,0.89375,0.9953125
100,0.12207145988941193,0.9984375,0.846484375,0.991796875,0.12386353313922882,0.9984375,0.840625,0.9953125
101,0.1315901719033718,0.99765625,0.8328125,0.994921875,0.10881648063659669,1.0,0.8546875,0.99375
102,0.12211289033293724,0.999609375,0.851171875,0.99140625,0.09121988713741302,0.9984375,0.89375,0.990625
103,0.12993401139974595,0.999609375,0.834765625,0.99140625,0.11290294528007508,1.0,0.840625,0.990625
104,0.125604061037302,0.999609375,0.846875,0.994921875,0.110158571600914,0.9984375,0.88125,0.9890625
105,0.12752906680107118,0.99765625,0.845703125,0.99453125,0.10303979218006135,1.0,0.878125,0.9921875
106,0.12765410989522935,0.999609375,0.826953125,0.9921875,0.09535315781831741,1.0,0.8734375,0.9953125
107,0.12028957903385162,0.998828125,0.85546875,0.99296875,0.0948367327451706,1.0,0.8859375,0.996875
108,0.11061890944838523,0.998828125,0.860546875,0.99609375,0.09396469444036484,1.0,0.8859375,0.99375
109,0.11275478675961495,1.0,0.855859375,0.99296875,0.08743775486946107,1.0,0.8953125,0.9921875
110,0.1135233648121357,1.0,0.84609375,0.995703125,0.10841323137283325,1.0,0.86875,0.9921875
111,0.11059545651078224,0.999609375,0.859765625,0.993359375,0.09514455795288086,1.0,0.8703125,0.9953125
112,0.1041981540620327,0.998828125,0.859765625,0.996875,0.0992891475558281,0.9984375,0.878125,0.99375
113,0.11373328864574432,0.997265625,0.85078125,0.99375,0.09648471772670746,1.0,0.871875,0.990625
114,0.115106600522995,0.998828125,0.8546875,0.9953125,0.08210378885269165,1.0,0.9046875,0.9921875
115,0.11536800935864448,0.99921875,0.85390625,0.994140625,0.0830551654100418,1.0,0.9046875,0.996875
116,0.1164641872048378,1.0,0.857421875,0.99296875,0.10372588485479355,1.0,0.878125,0.9890625
117,0.1175985462963581,0.999609375,0.8546875,0.993359375,0.10056521594524384,1.0,0.8796875,0.990625
118,0.11055262386798859,0.999609375,0.8578125,0.993359375,0.08301639258861541,1.0,0.890625,0.9984375
119,0.11049416065216064,0.999609375,0.8671875,0.994921875,0.11616503298282624,1.0,0.8546875,0.99375
120,0.10875576287508011,0.998828125,0.86328125,0.996875,0.08086802810430527,1.0,0.90625,0.99375
121,0.12014806792140006,0.998828125,0.855078125,0.9921875,0.10431574434041976,1.0,0.871875,0.9921875
122,0.11698902994394303,0.9984375,0.85,0.99609375,0.10249955505132675,1.0,0.865625,0.996875
123,0.1182040125131607,0.99921875,0.846875,0.994140625,0.09738152325153351,1.0,0.890625,0.9953125
124,0.10329210981726647,0.99921875,0.86796875,0.99453125,0.08355894088745117,1.0,0.9015625,0.99375
125,0.10803348869085312,1.0,0.86640625,0.99453125,0.0937015250325203,1.0,0.8796875,0.9921875
126,0.09795328378677368,0.998828125,0.86953125,0.994140625,0.0875247836112976,1.0,0.9078125,0.9890625
127,0.10427195429801941,0.99921875,0.87265625,0.995703125,0.08687381446361542,0.9984375,0.9109375,0.990625
128,0.1115537203848362,0.999609375,0.86171875,0.99375,0.08663522601127624,1.0,0.9,0.990625
129,0.10954030603170395,0.99921875,0.868359375,0.99140625,0.09451163411140442,1.0,0.8953125,0.99375
130,0.10028613284230233,0.998046875,0.886328125,0.992578125,0.07906240522861481,0.9984375,0.921875,0.9953125
131,0.09985885098576545,0.99921875,0.871875,0.995703125,0.10469390749931336,1.0,0.8890625,0.9890625
132,0.11435750871896744,0.999609375,0.85390625,0.994140625,0.09522049725055695,1.0,0.8953125,0.99375
133,0.10451721623539925,0.99921875,0.8765625,0.9953125,0.09070147573947906,1.0,0.9046875,0.9921875
134,0.109329903870821,0.99921875,0.862109375,0.99140625,0.09683570861816407,0.9984375,0.8921875,0.9921875
135,0.10683758705854415,0.999609375,0.86015625,0.99453125,0.09195016324520111,1.0,0.8875,0.9953125
136,0.10999884530901909,0.998828125,0.860546875,0.994921875,0.11449571400880813,1.0,0.85,0.9953125
137,0.11024427488446235,0.998828125,0.865625,0.99140625,0.08648732304573059,1.0,0.909375,0.9921875
138,0.10461353957653045,0.999609375,0.8671875,0.992578125,0.09762898683547974,1.0,0.8828125,0.9890625
139,0.1083212673664093,0.9984375,0.8640625,0.9953125,0.11024678349494935,1.0,0.8734375,0.9921875
140,0.10021843314170838,0.998828125,0.8734375,0.9953125,0.08369512259960174,1.0,0.8953125,0.990625
141,0.09709941893815995,0.997265625,0.879296875,0.99765625,0.0738092765212059,1.0,0.9234375,0.9921875
142,0.10193940997123718,0.999609375,0.871484375,0.995703125,0.0867712914943695,1.0,0.9015625,0.9921875
143,0.09706445634365082,1.0,0.8765625,0.99609375,0.09123712331056595,1.0,0.884375,0.9953125
144,0.10295150801539421,1.0,0.87265625,0.993359375,0.09602503180503845,1.0,0.878125,0.990625
145,0.09579313322901725,0.998046875,0.884765625,0.99375,0.07512946724891663,1.0,0.9125,0.996875
146,0.10563648864626884,0.998828125,0.862109375,0.992578125,0.08008770197629929,1.0,0.90625,0.9953125
147,0.09913008362054825,0.999609375,0.878125,0.99609375,0.08131367564201356,1.0,0.9125,0.9890625
148,0.0937617652118206,1.0,0.8828125,0.996484375,0.08943420648574829,1.0,0.884375,0.9921875
149,0.09352871477603912,1.0,0.876171875,0.996484375,0.07879666090011597,1.0,0.9046875,0.99375
150,0.09600521028041839,0.99921875,0.884765625,0.9984375,0.08016643524169922,1.0,0.9109375,0.9921875
151,0.09090852886438369,0.999609375,0.88984375,0.994921875,0.07482181787490845,1.0,0.9265625,0.99375
152,0.09333889856934548,0.99921875,0.88671875,0.994140625,0.08186984658241273,1.0,0.91875,0.9875
153,0.09268757998943329,0.999609375,0.894140625,0.994140625,0.08629832863807678,1.0,0.8953125,0.99375
154,0.0942535899579525,0.999609375,0.87734375,0.996484375,0.07511603832244873,1.0,0.9203125,0.996875
155,0.09023604094982147,0.99921875,0.891015625,0.996875,0.07036712020635605,1.0,0.9234375,0.996875
156,0.09549255669116974,0.999609375,0.880078125,0.99609375,0.09643507301807404,1.0,0.8890625,0.99375
157,0.09417413920164108,1.0,0.885546875,0.991015625,0.09078646004199982,1.0,0.9078125,0.9859375
158,0.09171131923794747,0.999609375,0.889453125,0.993359375,0.07039548456668854,1.0,0.928125,0.9953125
159,0.08507260978221894,1.0,0.889453125,0.996875,0.08192933648824692,1.0,0.9109375,0.99375
160,0.0988760158419609,0.999609375,0.879296875,0.996484375,0.08246346414089203,1.0,0.8984375,0.9953125
161,0.0949254348874092,0.9984375,0.87890625,0.994921875,0.07752207368612289,1.0,0.9078125,0.9953125
162,0.08693234696984291,0.999609375,0.8875,0.996484375,0.08109655976295471,1.0,0.9078125,0.9921875
163,0.0852913111448288,0.999609375,0.89140625,0.996484375,0.07527177482843399,1.0,0.925,0.990625
164,0.08713337481021881,0.99921875,0.898046875,0.995703125,0.0738974928855896,1.0,0.9171875,0.9953125
165,0.09392371922731399,0.9984375,0.884765625,0.994921875,0.08754991888999938,1.0,0.8859375,0.9921875
166,0.09615577906370162,0.9984375,0.87890625,0.99609375,0.0952405571937561,1.0,0.8921875,0.9921875
167,0.08582868576049804,0.99921875,0.89296875,0.996484375,0.07270410358905792,1.0,0.921875,0.9921875
168,0.08580433800816537,0.999609375,0.887109375,0.9953125,0.0731276348233223,1.0,0.921875,0.9921875
169,0.0867888517677784,0.999609375,0.892578125,0.996875,0.0892692431807518,1.0,0.9015625,0.9921875
170,0.08761953040957451,0.99921875,0.8890625,0.996484375,0.06658629328012466,1.0,0.934375,0.9921875
171,0.09138219207525253,0.9984375,0.89921875,0.99375,0.07885331213474274,1.0,0.9203125,0.990625
172,0.08861379623413086,1.0,0.89296875,0.99609375,0.07519101798534393,1.0,0.903125,0.9953125
173,0.08801572173833846,1.0,0.894140625,0.996484375,0.07987140715122223,1.0,0.9203125,0.9890625
174,0.08403802812099456,0.998828125,0.896484375,0.99609375,0.0742336556315422,1.0,0.915625,0.9921875
175,0.08088432848453522,0.99921875,0.903515625,0.996484375,0.06785904765129089,1.0,0.93125,0.99375
176,0.08480331748723983,0.999609375,0.896484375,0.994921875,0.09062776118516921,1.0,0.8953125,0.9921875
177,0.08420517742633819,1.0,0.900390625,0.994921875,0.08783905506134033,1.0,0.90625,0.9953125
178,0.08300922811031342,1.0,0.89609375,0.997265625,0.08553104251623153,1.0,0.9015625,0.9921875
179,0.08770893588662147,1.0,0.895703125,0.99296875,0.07608118951320648,1.0,0.915625,0.990625
180,0.08327572345733643,1.0,0.89375,0.996875,0.07156157195568084,1.0,0.928125,0.99375
181,0.08202819004654885,0.999609375,0.895703125,0.99609375,0.09880337715148926,1.0,0.884375,0.9921875
182,0.08819291219115258,1.0,0.891796875,0.997265625,0.07012418061494827,1.0,0.9109375,0.9953125
183,0.08265207335352898,0.998828125,0.893359375,0.997265625,0.08000333905220032,1.0,0.896875,0.99375
184,0.08779395446181297,1.0,0.880859375,0.9953125,0.08943992853164673,1.0,0.9015625,0.990625
185,0.08061006739735603,1.0,0.89921875,0.997265625,0.06804106384515762,1.0,0.9296875,0.99375
186,0.08143978863954544,0.999609375,0.902734375,0.9953125,0.08077486455440522,1.0,0.8984375,0.99375
187,0.08752155601978302,0.999609375,0.890234375,0.9953125,0.06575904041528702,1.0,0.9203125,0.9953125
188,0.0888715222477913,1.0,0.896484375,0.99375,0.07599174231290817,1.0,0.9140625,0.990625
189,0.07875850424170494,0.99921875,0.905859375,0.992578125,0.07335295826196671,1.0,0.9328125,0.990625
190,0.08479965180158615,1.0,0.898828125,0.9953125,0.07445713281631469,1.0,0.9125,0.99375
191,0.0782497301697731,0.999609375,0.89921875,0.99609375,0.06714447438716889,1.0,0.928125,0.9953125
192,0.07828830033540726,0.999609375,0.903515625,0.998828125,0.09085683673620223,1.0,0.890625,0.996875
193,0.09755601808428764,0.9984375,0.88125,0.99609375,0.07816343605518342,0.9984375,0.909375,0.9921875
194,0.08856684640049935,0.998828125,0.886328125,0.99609375,0.0796088695526123,1.0,0.9140625,0.99375
195,0.08389016687870025,0.998828125,0.89765625,0.99609375,0.07296991348266602,1.0,0.9328125,0.9890625
196,0.08482222557067871,0.99921875,0.89375,0.994140625,0.07561919540166855,1.0,0.9171875,0.99375
197,0.08077019788324832,0.99921875,0.90078125,0.996484375,0.07487252056598663,1.0,0.9171875,0.996875
198,0.07587802112102508,1.0,0.9046875,0.996875,0.07662694156169891,1.0,0.925,0.99375
199,0.08178313225507736,0.999609375,0.90078125,0.99375,0.06800221055746078,1.0,0.928125,0.9984375
200,0.08412446230649948,1.0,0.9015625,0.99375,0.07694444060325623,1.0,0.9140625,0.9953125
201,0.07896145619452,1.0,0.90078125,0.998046875,0.06964605152606965,1.0,0.928125,0.990625
202,0.0801466278731823,0.999609375,0.895703125,0.996875,0.07652166038751602,1.0,0.9078125,0.9921875
203,0.08103756457567216,1.0,0.897265625,0.99609375,0.07279519587755204,1.0,0.9140625,0.99375
204,0.07724691852927208,1.0,0.901953125,0.996484375,0.06701208502054215,1.0,0.925,0.9953125
205,0.07140840254724026,0.999609375,0.913671875,0.997265625,0.07675403952598572,1.0,0.9203125,0.99375
206,0.07210209555923938,0.999609375,0.914453125,0.997265625,0.07497799247503281,1.0,0.9125,0.99375
207,0.08192099034786224,0.99921875,0.89453125,0.996484375,0.06611283719539643,1.0,0.934375,0.99375
208,0.07844328582286834,0.998828125,0.910546875,0.99609375,0.08123352378606796,1.0,0.909375,0.990625
209,0.08834238722920418,1.0,0.8875,0.997265625,0.11081078946590424,1.0,0.878125,0.9890625
210,0.08516458421945572,1.0,0.894140625,0.994140625,0.06563539355993271,1.0,0.93125,0.9921875
211,0.08475360348820686,1.0,0.891015625,0.996875,0.06485671401023865,1.0,0.9375,0.9953125
212,0.0715063240379095,0.999609375,0.912890625,0.998828125,0.08153052031993865,1.0,0.903125,0.990625
213,0.07529586404561997,0.999609375,0.90859375,0.998046875,0.08117689490318299,1.0,0.915625,0.990625
214,0.08236934766173362,0.999609375,0.899609375,0.996484375,0.07891226261854171,1.0,0.9,0.99375
215,0.08053996004164218,1.0,0.902734375,0.998046875,0.08423695713281631,1.0,0.9109375,0.99375
216,0.08337468430399894,1.0,0.9046875,0.996484375,0.07513266503810882,1.0,0.921875,0.990625
217,0.07346462607383727,1.0,0.904296875,0.9984375,0.081116583943367,1.0,0.9046875,0.9921875
218,0.07875623591244221,1.0,0.907421875,0.998046875,0.06572940796613694,1.0,0.9296875,0.9921875
219,0.07764175459742546,1.0,0.90390625,0.997265625,0.06291867792606354,1.0,0.9359375,0.990625
220,0.08179576508700848,0.999609375,0.900390625,0.998046875,0.0806596338748932,1.0,0.9078125,0.9953125
221,0.08111071363091468,1.0,0.89375,0.99765625,0.06817622780799866,1.0,0.91875,0.9921875
222,0.07779056392610073,1.0,0.896875,0.997265625,0.07631168514490128,1.0,0.9296875,0.990625
223,0.07712292037904263,1.0,0.904296875,0.99609375,0.0845314919948578,1.0,0.9,0.9921875
224,0.08073476664721965,0.998828125,0.895703125,0.996875,0.08526725471019744,1.0,0.9109375,0.990625
225,0.07083768285810947,0.999609375,0.91328125,0.99609375,0.06953814327716827,1.0,0.928125,0.996875
226,0.07146300822496414,0.999609375,0.9125,0.998046875,0.0633307471871376,1.0,0.940625,0.99375
227,0.07349000163376332,0.999609375,0.908203125,0.99453125,0.06951515674591065,1.0,0.9484375,0.990625
228,0.06892143972218037,1.0,0.92421875,0.996875,0.09620087891817093,1.0,0.8984375,0.9890625
229,0.06974759586155414,0.999609375,0.91484375,0.996875,0.0630649447441101,1.0,0.9203125,0.996875
230,0.0675898004323244,0.999609375,0.918359375,0.996875,0.06879878938198089,1.0,0.934375,0.9890625
231,0.07275784499943257,0.999609375,0.9140625,0.9921875,0.06220901608467102,1.0,0.9390625,0.996875
232,0.07207484021782876,0.999609375,0.90546875,0.996484375,0.06406777575612069,1.0,0.9328125,0.9953125
233,0.06971924006938934,1.0,0.9171875,0.997265625,0.08166399598121643,1.0,0.9078125,0.990625
234,0.07493297532200813,1.0,0.90546875,0.996484375,0.07882916927337646,1.0,0.9140625,0.990625
235,0.06941620707511902,1.0,0.917578125,0.9953125,0.07741224467754364,1.0,0.91875,0.99375
236,0.06951251551508904,1.0,0.919140625,0.99765625,0.05792559608817101,1.0,0.9421875,0.990625
237,0.06725126169621945,0.999609375,0.9234375,0.998046875,0.06227073222398758,1.0,0.940625,0.9921875
238,0.07078273221850395,1.0,0.915234375,0.996484375,0.07445704489946366,1.0,0.9296875,0.990625
239,0.06660687401890755,1.0,0.919140625,0.997265625,0.06890856325626374,1.0,0.928125,0.996875
240,0.06818122491240501,0.999609375,0.913671875,0.99765625,0.06680434346199035,1.0,0.91875,0.9953125
241,0.06368482820689678,0.999609375,0.92265625,0.9984375,0.07405488789081574,1.0,0.925,0.9921875
242,0.06989752762019634,1.0,0.916015625,0.994140625,0.06973309963941574,1.0,0.9171875,0.99375
243,0.07061668857932091,1.0,0.914453125,0.995703125,0.07296182066202164,1.0,0.91875,0.9921875
244,0.06759500838816165,0.999609375,0.919140625,0.993359375,0.06248576566576958,1.0,0.934375,0.99375
245,0.07049213945865632,0.99921875,0.91875,0.997265625,0.07040448039770127,1.0,0.9234375,0.990625
246,0.0701002549380064,0.999609375,0.912890625,0.99609375,0.0714671865105629,1.0,0.925,0.9953125
247,0.06909887939691543,0.999609375,0.91640625,0.9953125,0.07073559910058975,1.0,0.9234375,0.9890625
248,0.07799168266355991,0.999609375,0.905859375,0.996484375,0.08129356056451797,1.0,0.9125,0.9953125
249,0.07433922179043292,1.0,0.903515625,0.998046875,0.0745304435491562,1.0,0.921875,0.99375
250,0.065050508081913,0.999609375,0.922265625,0.997265625,0.05781082808971405,1.0,0.94375,0.99375
251,0.06619232110679149,0.998828125,0.91875,0.996875,0.08770548701286315,1.0,0.903125,0.996875
252,0.07355053685605525,0.999609375,0.917578125,0.998046875,0.08534840047359467,1.0,0.9015625,0.99375
253,0.07707480303943157,0.999609375,0.908203125,0.996484375,0.10215703397989273,1.0,0.884375,0.99375
254,0.07063180133700371,1.0,0.912890625,0.99609375,0.0675290808081627,1.0,0.9234375,0.9953125
255,0.06628593280911446,1.0,0.919140625,0.996875,0.07676166296005249,1.0,0.9140625,0.9921875
256,0.06558560207486153,1.0,0.911328125,0.998046875,0.06828888207674026,1.0,0.9234375,0.9953125
257,0.06745486818253994,1.0,0.916796875,0.996484375,0.06031643450260162,1.0,0.93125,0.99375
258,0.06498446725308896,0.99921875,0.91953125,0.997265625,0.08144438713788986,1.0,0.921875,0.9953125
259,0.0678045094013214,1.0,0.91796875,0.996875,0.06216229721903801,1.0,0.9328125,0.9953125
260,0.06429373472929001,1.0,0.919140625,0.997265625,0.06410692930221558,1.0,0.93125,0.9953125
261,0.06869403012096882,0.99921875,0.91875,0.99375,0.06118549928069115,1.0,0.9359375,0.990625
262,0.06463773287832737,1.0,0.92109375,0.99296875,0.07270483076572418,1.0,0.915625,0.990625
263,0.07316945120692253,1.0,0.912109375,0.9953125,0.08314786404371262,1.0,0.909375,0.99375
