epoch,train_total,train_pattern_acc,train_m_acc,train_n_acc,val_total,val_pattern_acc,val_m_acc,val_n_acc
264,0.06718178354203701,1.0,0.91953125,0.997265625,0.0841549813747406,1.0,0.9046875,0.9921875
265,0.06784214191138745,1.0,0.9109375,0.99765625,0.07547677755355835,1.0,0.9015625,0.9921875
266,0.06322126127779484,1.0,0.91953125,0.99765625,0.06674064546823502,1.0,0.925,0.9953125
267,0.06767269335687161,0.999609375,0.92265625,0.99609375,0.06731107085943222,1.0,0.9265625,0.99375
268,0.06082015074789524,0.99921875,0.93125,0.994140625,0.05791252478957176,1.0,0.9390625,0.9953125
269,0.06296498440206051,0.99921875,0.92734375,0.996875,0.07437428832054138,1.0,0.9296875,0.9890625
270,0.06611758731305599,1.0,0.91484375,0.996875,0.07206055372953415,1.0,0.934375,0.9890625
271,0.06943846270442008,1.0,0.915625,0.9953125,0.08084490299224853,1.0,0.9140625,0.9953125
272,0.07010449953377247,1.0,0.919921875,0.997265625,0.06967740207910537,1.0,0.9390625,0.99375
273,0.06322176903486251,1.0,0.92265625,0.996484375,0.06861243098974228,1.0,0.928125,0.9921875
274,0.07185425534844399,0.99921875,0.91484375,0.996484375,0.08278868496417999,1.0,0.89375,0.9953125
275,0.06430731900036335,1.0,0.92734375,0.9984375,0.08416517823934555,1.0,0.9109375,0.99375
276,0.06265198811888695,0.999609375,0.924609375,0.99609375,0.07669981420040131,1.0,0.9203125,0.990625
277,0.06339446529746055,1.0,0.93125,0.99609375,0.0648864395916462,1.0,0.9265625,0.99375
278,0.06509780846536159,0.999609375,0.920703125,0.99765625,0.06099900156259537,1.0,0.9359375,0.99375
279,0.06597824469208717,1.0,0.92109375,0.996484375,0.06690988093614578,1.0,0.925,0.996875
280,0.057070867717266084,1.0,0.931640625,0.998046875,0.07187446355819702,1.0,0.9328125,0.9921875
281,0.06002532094717026,1.0,0.926953125,0.997265625,0.06697898060083389,1.0,0.934375,0.9953125
282,0.05248178169131279,1.0,0.93515625,0.99765625,0.06966698914766312,1.0,0.91875,0.99375
283,0.05870043747127056,0.99921875,0.926953125,0.99765625,0.05986598208546638,1.0,0.9359375,0.996875
284,0.05718283280730248,0.999609375,0.92265625,0.998828125,0.07412109598517418,1.0,0.915625,0.9921875
285,0.05634561404585838,1.0,0.931640625,0.998046875,0.05912790596485138,1.0,0.9265625,0.996875
286,0.04925162643194199,1.0,0.935546875,0.996875,0.0585320919752121,1.0,0.9328125,0.99375
287,0.057212330773472785,1.0,0.9234375,0.996875,0.055892497301101685,1.0,0.94375,0.9953125
288,0.055007746815681456,1.0,0.935546875,0.996875,0.08621384501457215,1.0,0.9109375,0.99375
289,0.05390520542860031,0.999609375,0.93515625,0.998046875,0.057532471418380735,1.0,0.940625,0.99375
290,0.05618605986237526,1.0,0.933984375,0.99765625,0.06146693527698517,1.0,0.934375,0.9984375
291,0.053752300515770915,0.999609375,0.93671875,0.996875,0.06678901016712188,1.0,0.93125,0.99375
292,0.053123588860034945,1.0,0.94140625,0.998046875,0.05890609920024872,1.0,0.9515625,0.9890625
293,0.051756672002375124,1.0,0.939453125,0.99609375,0.06216622292995453,1.0,0.934375,0.9921875
294,0.051296361908316615,1.0,0.942578125,0.99765625,0.06517200171947479,1.0,0.9328125,0.9953125
295,0.05283219739794731,1.0,0.939453125,0.998828125,0.06588935256004333,1.0,0.921875,0.99375
296,0.05262519121170044,1.0,0.933984375,0.9984375,0.051028989255428314,1.0,0.9484375,0.996875
297,0.05659930109977722,1.0,0.92890625,0.99765625,0.06641658097505569,1.0,0.93125,0.9953125
298,0.05701514147222042,1.0,0.9296875,0.9984375,0.05865365713834762,1.0,0.9453125,0.9953125
299,0.05815810337662697,1.0,0.93515625,0.998046875,0.06751892566680909,1.0,0.9359375,0.996875
300,0.051589670777320865,1.0,0.93828125,0.998828125,0.0726250097155571,1.0,0.9265625,0.9921875
