epoch,train_total,train_noise,train_x0,train_param,train_closed_loop,val_total,val_noise,val_x0,val_param,val_closed_loop,val_select
24,0.5785810470581054,0.4291211783885956,0.27584927082061766,0.12991860508918762,0.04200336411595344,0.5709519863128663,0.4360510230064392,0.25205889344215393,0.11969695091247559,0.020700901746749878,0.3924567461013794
25,0.5722236275672913,0.4278363883495331,0.26443090736866,0.12543001174926757,0.03670840188860893,0.5376962542533874,0.40260355472564696,0.252022585272789,0.11890371888875961,0.022962186858057974,0.39388849101960655
26,0.571320366859436,0.42404494285583494,0.26845393478870394,0.12748542577028274,0.03587932661175728,0.5585133075714112,0.4180968523025513,0.2598171830177307,0.12359882593154907,0.020351459085941315,0.4037674680352211
27,0.5585698962211609,0.41590769290924073,0.2607195258140564,0.12310954928398132,0.0324373934417963,0.4922264575958252,0.36939323544502256,0.22421168088912963,0.107383993268013,0.01980324313044548,0.3513989172875881
28,0.5760336518287659,0.43523392677307127,0.25501193702220915,0.12093152552843094,0.031928745284676555,0.5506365060806274,0.41306197047233584,0.254148405790329,0.12042688131332398,0.01665900759398937,0.3912342946976423
29,0.5710787773132324,0.425859671831131,0.26138744652271273,0.12394504398107528,0.03373003825545311,0.540422546863556,0.40595285296440126,0.2464619219303131,0.11694580316543579,0.017815764248371124,0.38122348934412004
30,0.5682111024856568,0.4224019467830658,0.2621186852455139,0.12405553311109543,0.032141422107815745,0.5172806322574616,0.3785240828990936,0.2527371346950531,0.11906680017709732,0.024136092513799667,0.3959400273859501
31,0.566593873500824,0.41838437914848325,0.2675986081361771,0.12573383897542953,0.030371956527233124,0.5913232922554016,0.4411149024963379,0.2732213377952576,0.1290062129497528,0.021999814733862876,0.42422736547887324
32,0.5548027873039245,0.40773093700408936,0.2631547451019287,0.12395107001066208,0.03139436058700085,0.5155559420585633,0.3808910667896271,0.24039430618286134,0.11510686129331589,0.020863908901810647,0.3763650763779879
33,0.5500848650932312,0.4022091329097748,0.2630909740924835,0.12430877685546875,0.03007480762898922,0.5428907752037049,0.41355623602867125,0.2324383705854416,0.11064485758543015,0.016236452013254167,0.3593196801841259
34,0.5488069415092468,0.4047088325023651,0.25462167263031005,0.12063926607370376,0.02891554683446884,0.5066377282142639,0.374078106880188,0.23601053953170775,0.11220115572214126,0.020281168445944787,0.3684928636997938
35,0.5545300245285034,0.405159193277359,0.26356363892555235,0.12423735707998276,0.03055553063750267,0.5170327544212341,0.39014461636543274,0.2247937351465225,0.10796700567007064,0.014562612399458885,0.347323353216052
36,0.5420614004135131,0.40161673426628114,0.24573050439357758,0.11682184487581253,0.026356604322791098,0.4903730869293213,0.3574810206890106,0.23651880621910096,0.11277924180030822,0.013704342395067215,0.3630023904144764
37,0.5573802828788758,0.40972580909729006,0.2577459901571274,0.12234555780887604,0.02696526311337948,0.49014406800270083,0.36327182650566103,0.22461502254009247,0.10679293125867843,0.014952622912824154,0.3463605767115951
38,0.5402785420417786,0.39736685156822205,0.24598270058631896,0.11766119450330734,0.027603499218821527,0.5109073460102082,0.38425620794296267,0.22188917994499208,0.10580372363328934,0.01677401512861252,0.34446691870689394
39,0.5510643482208252,0.40668724179267884,0.24982587099075318,0.11850923895835877,0.02618042267858982,0.5129051327705383,0.37447577714920044,0.24290687143802642,0.11605656296014785,0.014055609330534935,0.3730190437287092
40,0.5399602651596069,0.39256884455680846,0.2546204268932343,0.12017287611961365,0.027395611628890038,0.5470393300056458,0.40355861783027647,0.25202766954898836,0.11954282373189926,0.015102624893188477,0.3866731181740761
41,0.5464602589607239,0.40551682114601134,0.24112411439418793,0.11470497846603393,0.025234288722276687,0.5313027620315551,0.3953439176082611,0.23724380433559417,0.11271612793207168,0.01478530429303646,0.36474523656070235
42,0.5460820078849793,0.4029296636581421,0.24439404904842377,0.11609009355306625,0.024888278916478157,0.5116610109806061,0.3686709046363831,0.2479805052280426,0.11860619187355041,0.013537349179387093,0.3801240462809801
43,0.5379943311214447,0.390908420085907,0.25036911964416503,0.11843908876180649,0.02647467851638794,0.5186299324035645,0.3826547861099243,0.23547470271587373,0.11164767295122147,0.015168952010571956,0.36229132767766714
44,0.5310916304588318,0.38759549260139464,0.24195955991744994,0.11489445567131043,0.026579107716679574,0.5326261401176453,0.38267697095870973,0.258367520570755,0.12317108660936356,0.0146971819922328,0.39623578917235136
45,0.5539265632629394,0.4034450113773346,0.2535991072654724,0.12037100046873092,0.025907992199063302,0.5421533465385437,0.4070195138454437,0.22977682650089265,0.11046871244907379,0.014169467985630036,0.35441500693559647
46,0.5330111265182496,0.3885804831981659,0.24108461737632753,0.11493716835975647,0.025438883900642396,0.5304846584796905,0.38332401514053344,0.25087803304195405,0.11907320320606232,0.017414396069943903,0.3873656323179603
47,0.5312150239944458,0.3866218030452728,0.2395818293094635,0.1138505756855011,0.027989646419882774,0.5051781535148621,0.35986717939376833,0.2415076494216919,0.11542534232139587,0.024455827474594117,0.3813888192176819
48,0.5370770335197449,0.3921321630477905,0.23931456208229065,0.11414338797330856,0.0260909516364336,0.5088127851486206,0.37089976072311404,0.2331804394721985,0.11081677973270417,0.015703063830733298,0.35970028303563595
49,0.5384551525115967,0.3918029248714447,0.2439954847097397,0.11539245247840882,0.023994144052267075,0.5121423780918122,0.3769018232822418,0.22669076025485993,0.10825476050376892,0.015575803071260452,0.35052132382988926
50,0.5384505748748779,0.3910967350006104,0.24283847510814666,0.11508618295192719,0.025548198819160463,0.5202487111091614,0.3734398424625397,0.24213505089282988,0.11543420404195785,0.022915733978152275,0.38048498891294
51,0.5366835594177246,0.38430875539779663,0.24909045398235322,0.11820643693208695,0.02748596519231796,0.5223864436149597,0.3872677445411682,0.22305412590503693,0.10629810094833374,0.019040341302752496,0.3483925681561232
52,0.5257830083370209,0.38662911057472227,0.22471220493316652,0.10786369889974594,0.024369660392403604,0.5315763115882873,0.38838457465171816,0.23907212913036346,0.11387429684400559,0.013704406470060349,0.36665083244442936
53,0.5343100190162658,0.3894944071769714,0.23514846563339234,0.11230295151472092,0.022903933003544808,0.5155548810958862,0.3739033639431,0.2364627778530121,0.11219424456357956,0.013259505294263363,0.361916527710855
54,0.527764642238617,0.3804484963417053,0.24000002741813659,0.1137981191277504,0.02251264937222004,0.5203118562698364,0.38105444312095643,0.2323503315448761,0.10997750759124755,0.012403187900781631,0.3547310270369053
55,0.5282876014709472,0.38268897533416746,0.23567109405994416,0.11244540512561799,0.021030935645103454,0.5233020186424255,0.38722307085990904,0.22418323159217834,0.10699084252119065,0.012881233543157577,0.34405530765652653
56,0.5255332469940186,0.3814399778842926,0.2308189630508423,0.11054091900587082,0.022001809999346734,0.519750964641571,0.38696890473365786,0.216741082072258,0.10365130454301834,0.013873618468642235,0.33426600508391857
57,0.5326815366744995,0.38931102156639097,0.23008783161640167,0.10937991589307786,0.021784094348549842,0.5239210784435272,0.38741936087608336,0.2237829804420471,0.10684552043676376,0.011634937301278115,0.34226343818008903
58,0.5226618707180023,0.37371737957000734,0.23869872689247132,0.11403125375509263,0.01992874629795551,0.5026134133338929,0.3626444935798645,0.22793227732181548,0.10938888937234878,0.011420359276235104,0.3487415259703993
59,0.5464603304862976,0.39014993906021117,0.2515497475862503,0.11880702674388885,0.021208067238330842,0.5047290205955506,0.3740792810916901,0.21045922935009004,0.10154460668563843,0.011582255735993386,0.3235860917717218
60,0.5305041253566742,0.38082789778709414,0.23984493911266327,0.11340290307998657,0.019978470727801324,0.5309542775154114,0.39201311469078065,0.22532256543636323,0.10775337070226669,0.011064163222908974,0.3441400993615389
61,0.5228693783283234,0.37259371280670167,0.23837688863277434,0.11336653232574463,0.020530272647738455,0.48270689249038695,0.3424934148788452,0.2260437488555908,0.10816502273082733,0.011727483943104744,0.3459362555295229
62,0.5194337904453278,0.3728824853897095,0.23151977658271788,0.10992453992366791,0.02043440006673336,0.4939398944377899,0.3547337770462036,0.2244109481573105,0.10717039108276367,0.010861342214047909,0.34244268145412204
63,0.5225814938545227,0.37208439111709596,0.23622103929519653,0.11249598413705826,0.020920069143176078,0.5087549388408661,0.37290053367614745,0.21734846830368043,0.10411914288997651,0.011045933328568935,0.3325135445222259
64,0.5350902676582336,0.37736677527427676,0.24627981185913086,0.11770313680171966,0.021241355687379837,0.48810012340545655,0.33817416429519653,0.2392638236284256,0.11488872468471527,0.01102865170687437,0.36518120002001525
65,0.5292825818061828,0.3770681440830231,0.23878512680530548,0.11312624663114548,0.019805849343538285,0.5162627696990967,0.38181192278862,0.2146986484527588,0.10261266678571701,0.009667375311255454,0.3269786905497312
66,0.5263211011886597,0.3736507296562195,0.2388050675392151,0.11338400244712829,0.018822066113352777,0.48982309103012084,0.3492542922496796,0.22395384311676025,0.10602095574140549,0.012087130919098854,0.3420619297772646
67,0.5517473816871643,0.39736166000366213,0.24044876396656037,0.1138863891363144,0.019771223515272142,0.520959609746933,0.37720980048179625,0.223245707154274,0.1062304586172104,0.01815987080335617,0.3476360365748406
68,0.5295894265174865,0.3750767707824707,0.23741113543510436,0.11254376918077469,0.022778745740652084,0.5238209128379822,0.3611434042453766,0.25953594744205477,0.12255387157201766,0.011357026360929012,0.39344684537500146
69,0.5208151459693908,0.36654210090637207,0.23905899822711946,0.11299359947443008,0.019221575185656547,0.5341429471969604,0.3787366271018982,0.24795616567134857,0.11704207509756089,0.009614602103829384,0.3746128428727388
70,0.5414706945419312,0.3890125513076782,0.23370051980018616,0.11128547787666321,0.01932482570409775,0.5173235416412354,0.3693206191062927,0.23148955404758453,0.1105259820818901,0.01158486194908619,0.35360039807856086
71,0.5508215665817261,0.3920754075050354,0.24243521094322204,0.11499846279621125,0.02100709527730942,0.4869904756546021,0.33958771228790285,0.22833636105060579,0.1095393106341362,0.012258444540202617,0.3501341162249446
72,0.5327901363372802,0.3787191271781921,0.23303189277648925,0.11132069677114487,0.020430443808436394,0.4923744320869446,0.3407308757305145,0.23344115912914276,0.11214320659637451,0.013077417388558388,0.35866178311407565
73,0.510878711938858,0.35900498628616334,0.22966162264347076,0.10969658493995667,0.018951309099793433,0.5146513462066651,0.3714599907398224,0.2207716464996338,0.10577851235866546,0.011353838071227074,0.33790399692952633
74,0.5043310165405274,0.35457749366760255,0.22536327242851256,0.10719168484210968,0.01990933232009411,0.4876109719276428,0.33544058799743653,0.23672539591789246,0.111483134329319,0.012220320664346218,0.36042885091155763
75,0.5182633697986603,0.36109634637832644,0.2354443997144699,0.1126081719994545,0.01971667669713497,0.5227162957191467,0.38049731850624086,0.218490931391716,0.10448202043771744,0.010588398575782776,0.3335613504052162
76,0.5296982169151306,0.37183409333229067,0.23759185075759887,0.11251335740089416,0.019445944204926492,0.506738817691803,0.36255220174789426,0.2202409029006958,0.10545862168073654,0.01105549857020378,0.33675502315163613
77,0.5213237762451172,0.37139511704444883,0.22259852886199952,0.10649046301841736,0.019029671140015126,0.5011806011199951,0.3538114786148071,0.22516768872737886,0.10830035209655761,0.009128230437636376,0.3425962712615728
78,0.5343416094779968,0.37796958684921267,0.23367405831813812,0.11089171767234803,0.018517230078577994,0.54198237657547,0.40026301741600034,0.21296577751636506,0.10172398388385773,0.013892763108015061,0.3285825245082378
79,0.5341017723083497,0.3770785450935364,0.2344343364238739,0.11081653982400894,0.01856421269476414,0.48972818851470945,0.35036406517028806,0.2106501042842865,0.10121062695980072,0.009864844381809235,0.32172557562589643
80,0.5223761081695557,0.373598712682724,0.22055107951164246,0.10480499118566514,0.01736847572028637,0.4891964614391327,0.3466845154762268,0.2141394466161728,0.10284759402275086,0.01080408301204443,0.3277911236509681
81,0.5296098351478576,0.37594748139381406,0.22574304342269896,0.10786830931901932,0.01844732165336609,0.49484738111495974,0.34707780480384826,0.22286337614059448,0.10684521496295929,0.009641016647219659,0.33934960775077344
82,0.5318409442901612,0.3725337266921997,0.23494646847248077,0.1116214632987976,0.018309115245938302,0.5145229220390319,0.35849444270133973,0.2326764166355133,0.11165299117565156,0.012433050200343132,0.35676245801150797
83,0.5193139731884002,0.3636164665222168,0.22874538898468016,0.10917577892541885,0.017100010812282563,0.4884488105773926,0.34385365843772886,0.21696701645851135,0.1037477895617485,0.009661683812737465,0.33037648983299733
84,0.5253769159317017,0.36694747805595396,0.23336573839187622,0.1106458306312561,0.01715632192790508,0.5073369860649108,0.3515068471431732,0.2328980654478073,0.11158662289381027,0.010233298875391483,0.3547179872170091
85,0.5173193573951721,0.35977400541305543,0.23140743970870972,0.10957919657230378,0.017253804951906204,0.494920951128006,0.35216798186302184,0.21187807917594909,0.10218505859375,0.00909727718681097,0.32316041495651004
86,0.520429265499115,0.3711995124816895,0.21438180804252624,0.10293249785900116,0.01884716600179672,0.5065229177474976,0.3620071053504944,0.21350522637367247,0.10266312509775162,0.010259544104337692,0.3264278955757618
87,0.5131957411766053,0.3656661629676819,0.2132486432790756,0.10186403095722199,0.01712056826800108,0.5237571597099304,0.3754037797451019,0.2195546358823776,0.10499609857797623,0.010309523344039917,0.33486025780439377
88,0.5168338775634765,0.3645411849021912,0.22044605910778045,0.10484934002161025,0.01728967800736427,0.5055377721786499,0.3636400878429413,0.2090175986289978,0.10029671341180801,0.009627808444201946,0.3189421204850078
89,0.5236093401908875,0.36622765064239504,0.2269619256258011,0.10830458253622055,0.017355770617723466,0.5031875729560852,0.35566715598106385,0.21613196432590484,0.1042572170495987,0.009583422914147377,0.3299726042896509
90,0.5282576203346252,0.3737202167510986,0.22321687936782836,0.10636291056871414,0.015990920551121234,0.5562358617782592,0.40375748872756956,0.22302593886852265,0.10689956545829774,0.010868312790989876,0.34079381711781026
91,0.5338914513587951,0.36925777792930603,0.23612333238124847,0.11290030181407928,0.017517905682325363,0.5251452803611756,0.3736563384532928,0.22208291888237,0.10597512573003769,0.010189332067966461,0.33824737668037413
92,0.5227558135986328,0.3657990872859955,0.22514739036560058,0.10742886662483216,0.016201502084732054,0.482364809513092,0.33373059034347535,0.21909987628459932,0.10392321348190307,0.008793282881379127,0.33181637264788155
93,0.5235772967338562,0.36125901341438293,0.23100969791412354,0.11066629141569137,0.017368362471461295,0.5056219339370728,0.36356807947158815,0.20731813311576844,0.09931632727384568,0.008352741971611977,0.31498720236122607
94,0.5213620901107788,0.36689876914024355,0.2180929809808731,0.10443576127290725,0.01805215924978256,0.5318688154220581,0.36737143993377686,0.23802970647811889,0.11355971395969391,0.012376209907233714,0.36396563034504653
95,0.5078862547874451,0.35375218987464907,0.2179016053676605,0.1039963111281395,0.017472915723919867,0.5159403085708618,0.363539457321167,0.22283185720443727,0.10538081377744675,0.009363959170877933,0.33757663015276196
96,0.5205072402954102,0.3622554183006287,0.2245082139968872,0.10710596591234207,0.01608056537806988,0.5060566544532776,0.3546984314918518,0.21913151144981385,0.10444450229406357,0.009680886007845401,0.33325689975172285
97,0.5262544393539429,0.37415301203727724,0.21537846624851226,0.10276165455579758,0.015112723596394062,0.4925165295600891,0.3521705508232117,0.20158993899822236,0.09702471941709519,0.00842556906864047,0.307040227483958
98,0.5259436011314392,0.3737697958946228,0.21376702189445496,0.10232961922883987,0.015891724824905397,0.5138109207153321,0.3452690362930298,0.24375730454921724,0.11605206727981568,0.009426788426935673,0.3692361602559686
99,0.5116476535797119,0.3571059763431549,0.21643622517585753,0.10379242151975632,0.01578976884484291,0.5000504493713379,0.3539188325405121,0.20816385447978974,0.10047044605016708,0.008889429084956647,0.3175237296149135
100,0.5013107359409332,0.35028712153434755,0.20996719598770142,0.10080132633447647,0.016457702778279782,0.48870220184326174,0.34145128130912783,0.21017175614833833,0.10052801966667176,0.009377163276076317,0.32007693909108637
101,0.5184725284576416,0.35977827906608584,0.2213822603225708,0.10541581213474274,0.0171184279024601,0.5190329194068909,0.3627984464168549,0.2218110293149948,0.10566233545541763,0.011532585881650449,0.3390059506520629
102,0.5103756129741669,0.35215415358543395,0.2205968141555786,0.10526841431856156,0.015902580320835115,0.49702697396278384,0.341537207365036,0.22125050723552703,0.1058555468916893,0.008998246677219868,0.3361043008044362
103,0.5261366248130799,0.3694746971130371,0.21812125146389008,0.10402343571186065,0.015411076694726944,0.537335741519928,0.38035189509391787,0.22177023589611053,0.10602575093507767,0.010546787083148957,0.33834277391433715
104,0.5373634457588196,0.375543349981308,0.22374774515628815,0.10629620999097825,0.01796871293336153,0.4985805869102478,0.3431569695472717,0.21922522485256196,0.10470457524061202,0.010240410268306733,0.3341702103614807
105,0.5244445323944091,0.35785932540893556,0.22928427755832673,0.10944509506225586,0.017980813421308993,0.4864524304866791,0.3381031394004822,0.20645066797733308,0.09951224625110626,0.010964816808700562,0.3169277310371399
106,0.5092305302619934,0.3455109417438507,0.22669141590595246,0.10766839683055877,0.015985232964158057,0.5191347002983093,0.37075228691101075,0.20756091177463531,0.10017114728689194,0.008416695892810822,0.31614875495433803
107,0.5120278477668763,0.3498655140399933,0.222356578707695,0.10645666867494583,0.016242702677845954,0.5001348972320556,0.3511136472225189,0.20898807644844056,0.10028686225414277,0.008021891117095947,0.31729682981967927
108,0.5046928942203521,0.34119013547897337,0.2244422107934952,0.1067714050412178,0.016503660753369332,0.5262930750846863,0.36792696118354795,0.22143028676509857,0.1061276376247406,0.008819082286208868,0.33637700667604803
109,0.5172686219215393,0.36037555932998655,0.214093479514122,0.10241573005914688,0.015609952248632908,0.5127198100090027,0.36773056983947755,0.202073872089386,0.09697835892438889,0.007917482685297728,0.3069697136990726
110,0.519262146949768,0.35210774540901185,0.22887692153453826,0.10900001227855682,0.015602928027510643,0.5080694317817688,0.34673091769218445,0.22300131022930145,0.10771937519311905,0.00911768777295947,0.33983837319537996
111,0.5371317148208619,0.3744678258895874,0.2230416089296341,0.10630246549844742,0.01369239091873169,0.5129439115524292,0.35130320191383363,0.22506940960884095,0.10754353553056717,0.008263516426086425,0.3408764615654945
112,0.5139840304851532,0.3561528444290161,0.2142023414373398,0.10227803885936737,0.015143604017794132,0.49878235459327697,0.34469454884529116,0.21135756969451905,0.1017994225025177,0.009888636320829392,0.3230456285178661
113,0.527954387664795,0.3667314350605011,0.2181593269109726,0.10447695553302765,0.014883995242416858,0.48945735692977904,0.33595010638237,0.21221940219402313,0.1012023076415062,0.008686704747378825,0.3221084145829081
114,0.5152629137039184,0.3555608928203583,0.21619226634502411,0.10308777987957,0.014644794538617134,0.5279752016067505,0.3615383684635162,0.2291812151670456,0.1091268464922905,0.01011335700750351,0.34842141866683957
115,0.5388611316680908,0.37759307622909544,0.21806573867797852,0.1039046198129654,0.014416590332984924,0.512867134809494,0.3512116432189941,0.2216841995716095,0.10583265274763107,0.009670881740748882,0.3371877340599894
116,0.5382782459259033,0.374813175201416,0.21920620799064636,0.1047586441040039,0.015701179578900337,0.5139508843421936,0.3539111495018005,0.22070508897304536,0.10465750098228455,0.008357288222759962,0.33371987817808985
117,0.5225473821163178,0.3627068519592285,0.21428619623184203,0.10257606059312821,0.014242957159876824,0.5065987825393676,0.3410979151725769,0.22666430175304414,0.10831066519021988,0.008301570173352956,0.343276537116617
118,0.5149711906909943,0.35387552380561826,0.21574483513832093,0.10303497016429901,0.01428984310477972,0.5132559537887573,0.34312490820884706,0.23339793384075164,0.11085425615310669,0.00838969424366951,0.35264188423752785
119,0.5188459515571594,0.3551541745662689,0.21898482739925385,0.10457427948713302,0.013998215086758137,0.5108251452445984,0.3588735282421112,0.2051166921854019,0.09920198917388916,0.007863730378448962,0.31218241173774003
120,0.5254445672035217,0.355696702003479,0.2263976365327835,0.10781835913658142,0.015188178606331348,0.5090773701667786,0.34465024471282957,0.22302442491054536,0.10665372908115386,0.008495084755122662,0.33817323874682187
121,0.5060790300369262,0.34441025257110597,0.21373372077941893,0.1026245415210724,0.014641371369361878,0.5387080252170563,0.37864944338798523,0.2182198643684387,0.10376977920532227,0.006959141604602337,0.3289487851783633
122,0.502804946899414,0.33750470280647277,0.21899573802947997,0.10467595905065537,0.014378643222153186,0.5100543856620788,0.3670222401618958,0.1930166780948639,0.09249300211668014,0.006886188685894012,0.29239586889743807
123,0.5227095603942871,0.3597878932952881,0.21496550142765045,0.10327497124671936,0.01353033073246479,0.5394206643104553,0.3668562412261963,0.23383548259735107,0.11106264293193817,0.007956478744745255,0.3528546042740345
124,0.502553403377533,0.34510375261306764,0.20645817816257478,0.09938961565494538,0.013716814666986465,0.4893906354904175,0.33954358100891113,0.20025312006473542,0.09630116671323777,0.00776625145226717,0.30432053823024036
125,0.520224416255951,0.3526846349239349,0.22171948552131654,0.1055574044585228,0.013105030730366707,0.5123493373394012,0.3527119100093842,0.21270762681961058,0.10226594060659408,0.008389146998524666,0.3233627144247293
126,0.523634934425354,0.3555364429950714,0.22141740024089812,0.10542291551828384,0.01375676728785038,0.49711690545082093,0.3346732139587402,0.21574296653270722,0.10434049814939499,0.007471961807459593,0.32755542648956176
127,0.5115975677967072,0.3480034351348877,0.21304188668727875,0.10250120311975479,0.013960634358227253,0.4875749349594116,0.3193889379501343,0.22379183769226074,0.1072833240032196,0.00811905339360237,0.3391942150890827
128,0.5170319676399231,0.35126004815101625,0.2153319627046585,0.10307316035032273,0.015147507190704346,0.5226992130279541,0.36857064962387087,0.2031778633594513,0.09773923903703689,0.008751577883958816,0.309668680280447
129,0.5046032786369323,0.3373293697834015,0.2170702487230301,0.10346439927816391,0.015610755421221256,0.48641157150268555,0.332308954000473,0.20133612155914307,0.09728066772222518,0.009754501841962337,0.3083712911233306
130,0.5144280016422271,0.3456542670726776,0.2186513513326645,0.10449204742908477,0.014864701218903065,0.5234747171401978,0.3555979073047638,0.21977465152740477,0.10592764914035797,0.009615428373217582,0.33531772904098034
131,0.4973899364471436,0.3349485039710999,0.20853848457336427,0.10023442506790162,0.015139861218631267,0.5326525688171386,0.36637659668922423,0.21736266314983368,0.10442304760217666,0.009807801805436611,0.33159351255744696
132,0.5116549909114838,0.3441326081752777,0.21636420786380767,0.10329662412405013,0.014211236126720905,0.5193516373634338,0.3682333409786224,0.19596786499023439,0.09492159485816956,0.008922403119504452,0.2998118629679084
133,0.5169279217720032,0.3509420394897461,0.21467814445495606,0.10213596969842911,0.013491080887615681,0.5315727233886719,0.36728662848472593,0.21619949340820313,0.10236102044582367,0.00883200354874134,0.32739251740276815
134,0.5206232368946075,0.34881393909454345,0.22154090106487273,0.10559905767440796,0.013674570061266423,0.4918448984622955,0.3355270743370056,0.20290295779705048,0.09842247664928436,0.007034750934690237,0.3083601853810251
135,0.5137047290802002,0.3448819756507874,0.21626510918140412,0.1035405308008194,0.013781257532536983,0.49008008241653445,0.336284863948822,0.20003031194210052,0.09590446799993516,0.007765127345919609,0.30369990728795526
136,0.523812210559845,0.3547007977962494,0.2166370302438736,0.10337046831846237,0.013631285354495048,0.5189925551414489,0.36237272024154665,0.20282923877239228,0.09773519486188889,0.007430107425898313,0.30799454106017954
137,0.514639961719513,0.3479904532432556,0.21191076338291168,0.10138766169548034,0.014396570809185504,0.5021966874599457,0.34125320315361024,0.20643462836742402,0.09944244921207428,0.00987597219645977,0.31575304977595803
138,0.508924686908722,0.33735374808311464,0.21725217401981353,0.10412282794713974,0.014973003976047039,0.5453367471694947,0.36351617574691775,0.23747465014457703,0.1118791401386261,0.008796844445168973,0.3581506347283721
