sample_id,best_candidate,true_pattern,generated_pattern,true_m,generated_m,true_n,generated_n,true_tcrease,generated_tcrease,true_tpanel,generated_tpanel,true_W,generated_W,true_creaseE,generated_creaseE,true_panelE,generated_panelE,closed_loop_scaled_mse
miura_01928,7,1.0,1.0,30.0,36.0,9.0,9.0,0.0008047828450798988,0.0008525933953933418,0.005198932718485594,0.005557112395763397,0.0024482428561896086,0.0029517135117202997,4281752576.0,3478102528.0,2421215232.0,2589338624.0,0.00298790424130857
miura_00620,0,1.0,1.0,30.0,30.0,6.0,6.0,0.0008879047818481922,0.0008691923576407135,0.0021079862490296364,0.0030953192617744207,0.0015760959358885884,0.0034028692170977592,1634527744.0,3693380096.0,2695664128.0,1853261440.0,0.00026163377333432436
miura_00255,5,1.0,1.0,36.0,36.0,9.0,9.0,0.0009707862627692521,0.0008709313115105033,0.0018924446776509285,0.001992980018258095,0.0014976966194808483,0.001191493938677013,3966567168.0,4498683904.0,4906575872.0,4351551488.0,0.001576705719344318
miura_00232,3,1.0,1.0,36.0,36.0,12.0,12.0,0.0007278984994627535,0.0006754851783625782,0.003167653689160943,0.00300882407464087,0.0028370169457048178,0.002619850682094693,2297213696.0,2457815808.0,2768237312.0,3040031232.0,0.0002898348611779511
miura_00383,0,1.0,1.0,36.0,36.0,6.0,6.0,0.0006178099429234862,0.0007632759516127408,0.002740998985245824,0.0030583790503442287,0.0022976952604949474,0.0026554272044450045,4731790336.0,2929888256.0,2173444096.0,1859900416.0,0.0001371177495457232
miura_01287,0,1.0,1.0,24.0,30.0,9.0,12.0,0.000759451650083065,0.000607827678322792,0.0017112520290538669,0.003066826844587922,0.0011552295181900263,0.0031015994027256966,1027037952.0,3764990208.0,2015545984.0,1065213376.0,0.00023079167294781655
miura_00682,2,1.0,1.0,30.0,24.0,9.0,9.0,0.0005351009895093739,0.0006321287364698946,0.0020081603433936834,0.002119801240041852,0.003799594473093748,0.0029048663564026356,2369083904.0,1273596672.0,4731315200.0,3837997312.0,0.002143899444490671
miura_01042,3,1.0,1.0,36.0,36.0,12.0,12.0,0.000892532232683152,0.0009742347756400704,0.0013308912748470902,0.0013855433790013194,0.0011481044348329306,0.00106645911000669,4950853120.0,3588977408.0,1475654400.0,1057945920.0,0.0033753567840903997
miura_00435,1,1.0,1.0,36.0,36.0,9.0,9.0,0.0007585778366774321,0.0006164017249830067,0.002442162251099944,0.003621746553108096,0.002530957804992795,0.003189787967130542,1774003584.0,4216704256.0,3265852928.0,1802881280.0,0.00101964152418077
miura_00384,2,1.0,1.0,24.0,24.0,6.0,6.0,0.0005467229639180005,0.0008147320477291942,0.0031513781286776066,0.0037205370608717203,0.0016387809300795197,0.002332787960767746,2566295808.0,1006209344.0,3878040576.0,3321467648.0,0.0005054374341852963
miura_01172,3,1.0,1.0,24.0,24.0,9.0,9.0,0.0009946582140401006,0.000831836077850312,0.005758940242230892,0.0054526855237782,0.0017552931094542146,0.0015436011599376798,1650743168.0,2596434688.0,4398341120.0,4466338816.0,0.004232081584632397
miura_01320,1,1.0,1.0,24.0,24.0,6.0,6.0,0.0005027375882491469,0.0005695478757843375,0.004626004491001368,0.004780110903084278,0.0023469056468456984,0.0023849625140428543,2072039168.0,1508008064.0,1052193280.0,1351365632.0,0.021403586491942406
miura_01434,1,1.0,1.0,36.0,36.0,9.0,9.0,0.0007039860938675702,0.0008757952600717545,0.002713700057938695,0.002806827425956726,0.0034270286560058594,0.0027712241280823946,3036628736.0,1272778240.0,3579176704.0,3211809792.0,0.000489289581310004
miura_00732,2,1.0,1.0,36.0,36.0,9.0,9.0,0.0006616816972382367,0.000758341746404767,0.002783155534416437,0.0033008118625730276,0.002428293228149414,0.002551513724029064,3356896512.0,2273689088.0,2630809088.0,2112782720.0,0.0009202478104270995
miura_01732,3,1.0,1.0,30.0,36.0,6.0,6.0,0.0009154631989076734,0.0007256458629854023,0.002593192970380187,0.002455905545502901,0.0024803851265460253,0.002765250625088811,2360297472.0,4385048064.0,3388706816.0,4540472320.0,0.0004872524586971849
miura_00747,3,1.0,1.0,24.0,24.0,9.0,9.0,0.0007077945047058165,0.0005961752030998468,0.0047758216969668865,0.004542597569525242,0.0033812555484473705,0.0026137297973036766,1894219264.0,2695936256.0,4634090496.0,4425916416.0,0.0030225396621972322
miura_00343,3,1.0,1.0,30.0,30.0,12.0,12.0,0.0008334690937772393,0.0009421799331903458,0.005614911671727896,0.005408219527453184,0.0023552379570901394,0.0021411501802504063,4061066752.0,2368436992.0,4559748096.0,4504307712.0,0.0024753003381192684
miura_00212,5,1.0,1.0,24.0,24.0,9.0,9.0,0.0008588884375058115,0.0008042468107305467,0.005753206089138985,0.005447671748697758,0.0018875831738114357,0.0017056496581062675,2545903616.0,2607537408.0,4075969024.0,4249838336.0,0.0038492309395223856
miura_01433,3,1.0,1.0,36.0,36.0,9.0,9.0,0.0008217497379519045,0.0005840855883434415,0.0037200236693024635,0.00372186372987926,0.0019887350499629974,0.0014275460271164775,1726710016.0,3293032192.0,3455822592.0,3305274880.0,0.005893496796488762
miura_00213,2,1.0,1.0,30.0,30.0,6.0,6.0,0.0005760316853411496,0.00089247029973194,0.003882431425154209,0.004425321239978075,0.0036068919580429792,0.0038038522470742464,4145386496.0,1140087040.0,4805950464.0,3810255104.0,0.005098447203636169
miura_01992,1,1.0,1.0,36.0,36.0,9.0,9.0,0.0005554898525588214,0.0006235864711925387,0.00127338373567909,0.001445130561478436,0.0036100212018936872,0.0036312025040388107,2540653824.0,1862311680.0,1179265536.0,1002466624.0,0.00081951345782727
miura_00440,7,1.0,1.0,24.0,24.0,9.0,9.0,0.000914788048248738,0.0008876768406480551,0.0030868465546518564,0.0028641223907470703,0.0032031184528023005,0.002564940834417939,1726693248.0,1402227456.0,2577895936.0,2722093824.0,0.000642266240902245
miura_00916,6,1.0,1.0,24.0,30.0,9.0,12.0,0.0005435492494143546,0.0005798597703687847,0.002700074575841427,0.002575598657131195,0.0038394592702388763,0.0036170980893075466,2261139712.0,1072150720.0,1267062528.0,1359493248.0,0.000869912444613874
miura_00996,7,1.0,1.0,30.0,30.0,12.0,12.0,0.0008432512986473739,0.0009621093631722033,0.00381816946901381,0.00420105317607522,0.002241309732198715,0.0027728783898055553,4750484992.0,3651532800.0,2603571200.0,2422496256.0,0.000541200686711818
miura_01457,6,1.0,1.0,36.0,36.0,9.0,9.0,0.0008754428708925843,0.0007091193692758679,0.0057464297860860825,0.004963326267898083,0.003130473894998431,0.0021027736365795135,1985781248.0,2338280448.0,4013108736.0,4339404800.0,0.005254839546978474
miura_01251,0,1.0,1.0,36.0,36.0,9.0,9.0,0.0009930968517437577,0.0009778422536328435,0.003461722983047366,0.004356457851827145,0.001008570659905672,0.0011077886447310448,4114441984.0,4802422784.0,4340902912.0,3138729728.0,0.011361237615346909
miura_01006,2,1.0,1.0,30.0,36.0,9.0,9.0,0.0007233635988086462,0.000803160248324275,0.002918688114732504,0.0029309471137821674,0.0014291263651102781,0.0018059624126181006,2565355776.0,1880312576.0,3317652224.0,4362572288.0,0.0020512554328888655
miura_01811,3,1.0,1.0,24.0,24.0,12.0,12.0,0.0007843911880627275,0.0006435700342990458,0.005937541369348764,0.005672698840498924,0.0017881998792290688,0.0017507764277979732,2109265408.0,3485729280.0,4777699328.0,4574523392.0,0.012329665943980217
miura_00248,6,1.0,1.0,24.0,24.0,12.0,12.0,0.0007184727001003921,0.0008421365637332201,0.004855968523770571,0.005059874150902033,0.003074228297919035,0.0033287606202065945,3388252160.0,2242265088.0,1992572160.0,1883683968.0,0.0007524396060034633
miura_01629,7,1.0,1.0,24.0,24.0,6.0,6.0,0.0007775346166454256,0.0006345961010083556,0.0023266486823558807,0.0028589193243533373,0.0019437370356172323,0.0022936328314244747,1258941568.0,2720133632.0,1570923392.0,1359018624.0,0.0008990362985059619
miura_01282,1,1.0,1.0,36.0,36.0,6.0,6.0,0.0006113153649494052,0.0008130452479235828,0.003969111014157534,0.0045487829484045506,0.0017062867991626263,0.0018694584723562002,4486325760.0,2081591424.0,3335030528.0,2842391296.0,0.0001914227323140949
miura_00412,6,1.0,1.0,36.0,36.0,6.0,6.0,0.0008152555674314499,0.0009113581036217511,0.0014347867108881474,0.0013743062736466527,0.003667243057861924,0.003173132659867406,3989219840.0,2537615616.0,4438049280.0,4236356096.0,0.00029026620904915035
miura_01136,1,1.0,1.0,36.0,36.0,6.0,6.0,0.0008094513323158026,0.0007299471762962639,0.004549351520836353,0.00545081403106451,0.0030590309761464596,0.003764448221772909,2236108032.0,3743847424.0,4451697664.0,3663216384.0,0.000674729235470295
miura_01148,0,1.0,1.0,24.0,24.0,12.0,12.0,0.000767308403737843,0.0009976316941902041,0.004861994180828333,0.0054481239058077335,0.001928811427205801,0.0026540986727923155,4833253888.0,2704998144.0,2141823232.0,1945475584.0,0.0009749189484864473
miura_00578,3,1.0,1.0,36.0,36.0,9.0,9.0,0.0007666966412216425,0.000904211716260761,0.005073989275842905,0.005159672815352678,0.00236121634952724,0.002347941044718027,4766708224.0,2427724544.0,1416522368.0,1653854976.0,0.00765351764857769
miura_01435,1,1.0,1.0,30.0,24.0,9.0,9.0,0.0005472879856824875,0.0005742581561207771,0.005903579294681549,0.004970115143805742,0.0036208985839039087,0.001731096301227808,2820150784.0,1658195968.0,2956220672.0,2735107840.0,0.001871286309324205
miura_00306,6,1.0,1.0,30.0,36.0,12.0,12.0,0.0007892791763879359,0.0008270794642157853,0.004730663262307644,0.005830870941281319,0.001438509556464851,0.003263982478529215,1541805440.0,2173926656.0,3206490624.0,3353571328.0,0.003843297017738223
miura_01667,1,1.0,1.0,30.0,36.0,6.0,6.0,0.0008683893829584122,0.0006600376800633967,0.004500542767345905,0.0033394552301615477,0.002036646706983447,0.0012568029342219234,3877270784.0,4593838080.0,2174648064.0,3556678400.0,0.0009756952640600502
miura_01456,6,1.0,1.0,24.0,30.0,9.0,9.0,0.0009617851465009153,0.0007757570128887892,0.0029638251289725304,0.0022034442517906427,0.0012682736851274967,0.0011931800981983542,2242078720.0,2932014080.0,2222003968.0,4333193728.0,0.0009107905789278448
miura_00867,5,1.0,1.0,24.0,24.0,6.0,6.0,0.0008790800347924232,0.000888313923496753,0.0037515631411224604,0.003990365657955408,0.002142096171155572,0.0022068889811635017,1423970432.0,1276703872.0,2775678208.0,2529603328.0,0.0016985421534627676
miura_00761,2,1.0,1.0,36.0,36.0,12.0,12.0,0.0009731574100442231,0.0008038334781304002,0.003486730856820941,0.0028875514399260283,0.0017840322107076645,0.00128652504645288,3507820288.0,4291611136.0,3353277696.0,4372174336.0,0.0018849526531994343
miura_00395,6,1.0,1.0,36.0,36.0,12.0,12.0,0.0006463031168095767,0.0007123846444301307,0.0036857209634035826,0.0034690508618950844,0.003845014376565814,0.003201959654688835,3064929536.0,1771876352.0,4543347712.0,4931489280.0,0.002484280616044998
miura_01260,6,1.0,1.0,24.0,24.0,6.0,6.0,0.000972412119153887,0.0009597362368367612,0.0018682134104892612,0.0019359904108569026,0.003790958086028695,0.003761111758649349,3095365888.0,3208824576.0,4350108672.0,4230250752.0,0.0014491946203634143
miura_01273,0,1.0,1.0,36.0,36.0,6.0,6.0,0.000851712073199451,0.0005855497438460588,0.004063065629452467,0.003274759277701378,0.0026069963350892067,0.0014390116557478905,2295633664.0,3796999936.0,2912572928.0,3697447936.0,0.0006410588975995779
miura_00121,5,1.0,1.0,36.0,24.0,6.0,6.0,0.0007925606914795935,0.0007612269837409258,0.001194510143250227,0.0015023784944787621,0.003181618405506015,0.001959067303687334,4219060224.0,4520067584.0,3850392832.0,1553040768.0,0.00041982883703894913
miura_01420,5,1.0,1.0,24.0,24.0,9.0,9.0,0.0006802012212574482,0.0007570192101411521,0.004989944864064455,0.00457632215693593,0.002510485937818885,0.0022403954062610865,2154276352.0,1282953472.0,2297266176.0,2687586816.0,0.0017367243999615312
miura_00540,5,1.0,1.0,30.0,24.0,9.0,12.0,0.0008498604292981327,0.0007648614118807018,0.0015242723748087883,0.0018679676577448845,0.0039025982841849327,0.0018613332649692893,2235684608.0,1578229632.0,3122918912.0,1303851392.0,0.00036543633905239403
miura_00809,5,1.0,1.0,30.0,30.0,6.0,6.0,0.0009425098542124033,0.0007426684023812413,0.003845333121716976,0.003580082906410098,0.00196469877846539,0.0013848943635821342,1860100608.0,2794956032.0,4082486016.0,4157538304.0,0.0006451079971157014
miura_01274,7,1.0,1.0,30.0,30.0,6.0,6.0,0.0005118366680108011,0.0006371782510541379,0.005229949951171875,0.005985255818814039,0.002063965192064643,0.0024739373475313187,4668483584.0,2950605568.0,4949180928.0,4199655168.0,0.0030120203737169504
miura_00307,3,1.0,1.0,30.0,30.0,9.0,9.0,0.0009757689549587667,0.0008119870908558369,0.0030935725662857294,0.002382654929533601,0.002750872168689966,0.0012768106535077095,4820647424.0,3689643776.0,2001320448.0,2359813632.0,0.00047042753431014717
miura_00136,2,1.0,1.0,24.0,24.0,12.0,12.0,0.0009133731364272535,0.0008147864136844873,0.003975003492087126,0.003086106851696968,0.0013410033425316215,0.001127116964198649,4526630912.0,4990482432.0,2607530496.0,3988730112.0,0.001809928915463388
miura_00554,5,1.0,1.0,24.0,24.0,6.0,6.0,0.0005611752276308835,0.0006801355048082769,0.002034747740253806,0.0021619265899062157,0.003575673094019294,0.0036042206920683384,4250517248.0,2538772736.0,4598035456.0,4566621184.0,0.0029017177876085043
miura_00585,2,1.0,1.0,24.0,30.0,12.0,12.0,0.000811685633379966,0.0007189526222646236,0.0058452109806239605,0.005409468896687031,0.0016896225279197097,0.0020243944600224495,1489651584.0,2057682688.0,2702909440.0,3554254848.0,0.0014272466069087386
miura_00487,6,1.0,1.0,36.0,36.0,9.0,9.0,0.0009942325996235013,0.0007875976734794676,0.0013142642565071583,0.0010280754650011659,0.003465409157797694,0.0026509067974984646,1017208960.0,1805499136.0,1643904768.0,1558062080.0,0.0003984914510510862
miura_00423,0,1.0,1.0,36.0,24.0,12.0,12.0,0.0008021448738873005,0.0009123724885284901,0.0016058061737567186,0.0019892724230885506,0.0035975228529423475,0.002866697032004595,2191635968.0,1647776128.0,4772719616.0,2101598720.0,0.0003283033729530871
miura_01538,4,1.0,1.0,24.0,24.0,6.0,6.0,0.000741378462407738,0.000816366053186357,0.004180086776614189,0.004770653788000345,0.0026890416629612446,0.003538863267749548,1818970752.0,1698078720.0,3628294912.0,3265269760.0,0.001129593001678586
miura_00834,0,1.0,1.0,24.0,24.0,12.0,12.0,0.0006416529649868608,0.000854079145938158,0.0011422999668866396,0.001000364194624126,0.0027325230184942484,0.00361322402022779,4584354304.0,2830832128.0,4323191296.0,3784713984.0,0.0005453267367556691
miura_00110,5,1.0,1.0,30.0,30.0,12.0,12.0,0.0007263454608619213,0.000970231369137764,0.0021364993881434202,0.0030118355061858892,0.001491521019488573,0.002993521746248007,3902775040.0,3346045184.0,2812157440.0,1904495232.0,0.0006190550629980862
miura_01416,0,1.0,1.0,30.0,36.0,6.0,6.0,0.0009972701082006097,0.0008429036242887378,0.0044172536581754684,0.003423715941607952,0.003609104547649622,0.00269045471213758,3583601920.0,3540053248.0,2455598592.0,3888324864.0,0.0010594457853585482
miura_01472,5,1.0,1.0,36.0,24.0,12.0,12.0,0.0009641296346671879,0.0009709459845907986,0.001136115868575871,0.0012062020832672715,0.003590228734537959,0.0026597001124173403,3267515904.0,3658388480.0,4485335552.0,2011494912.0,0.000572627002838999
miura_00240,3,1.0,1.0,24.0,36.0,12.0,12.0,0.000711869855877012,0.0008063496206887066,0.0013438548194244504,0.001206739223562181,0.001041841460391879,0.0021044493187218904,3420876544.0,3366657536.0,1475547776.0,2536261376.0,0.000878061109688133
miura_00906,3,1.0,1.0,36.0,36.0,6.0,9.0,0.0009152221609838307,0.0008972164941951632,0.0010382116306573153,0.0012518401490524411,0.0030042133294045925,0.0016089440323412418,4236066560.0,2135924096.0,2769787392.0,1192079104.0,0.0011273605050519109
miura_00509,0,1.0,1.0,36.0,36.0,12.0,12.0,0.0005489062750712037,0.0009012175141833723,0.0024977021384984255,0.002836483996361494,0.0015522176399827003,0.002300000749528408,4915076096.0,1435563136.0,1236796928.0,1241929088.0,0.0006336337537504733
miura_01721,3,1.0,1.0,36.0,36.0,9.0,9.0,0.0007787825888954103,0.0006831039790995419,0.0025998882483690977,0.0032360770273953676,0.0014278792077675462,0.0016963109374046326,1108761344.0,1872020864.0,1830304768.0,1480252032.0,0.0007193929050117731
miura_01249,2,1.0,1.0,30.0,24.0,12.0,12.0,0.0009997220477089286,0.0009993299609050155,0.0010749684879556298,0.0011178910499438643,0.0016820657765492797,0.0022989653516560793,1188251136.0,2155348992.0,2291907840.0,1531944192.0,0.000718719616997987
miura_01477,5,1.0,1.0,36.0,36.0,6.0,6.0,0.0008482112316414714,0.0009538045851513743,0.0048737674951553345,0.005164191592484713,0.003631312632933259,0.0034530614502727985,3525416192.0,2402806272.0,3390420992.0,3101968128.0,0.0007611920009367168
miura_00707,0,1.0,1.0,36.0,30.0,12.0,12.0,0.0009422250441275537,0.0009601161000318825,0.0016031621489673853,0.0019488065736368299,0.0016002821503207088,0.0011833102907985449,3627852288.0,3180013568.0,3315700736.0,1889688576.0,0.003855041228234768
miura_00706,5,1.0,1.0,30.0,30.0,6.0,6.0,0.000754788052290678,0.0006558173918165267,0.0042645796202123165,0.004311979282647371,0.0019074485171586275,0.0017285714857280254,1585086976.0,2087004160.0,3535601152.0,3435009792.0,0.0004260602581780404
miura_00773,4,1.0,1.0,36.0,30.0,6.0,6.0,0.0005073046777397394,0.0005806810222566128,0.0021876655519008636,0.0028638881631195545,0.0032331938855350018,0.0030407647136598825,1985911936.0,1360406016.0,1996112256.0,1069437120.0,0.00031207490246742964
miura_01730,5,1.0,1.0,24.0,30.0,12.0,12.0,0.0007231439230963588,0.0007601242396049201,0.005315480753779411,0.004908592905849218,0.0010267851175740361,0.0011722020572051406,1769156736.0,1384950016.0,3144033536.0,3958825472.0,0.005493178963661194
miura_01820,7,1.0,1.0,24.0,30.0,9.0,9.0,0.0007911546854302287,0.0008845702395774424,0.002664330182597041,0.002130976179614663,0.0023347612004727125,0.002534660277888179,3780876032.0,2281922560.0,2520484608.0,4296028160.0,0.0003155592712573707
miura_01280,3,1.0,1.0,36.0,36.0,9.0,12.0,0.0007514715543948114,0.0007053575245663524,0.0012572758132591844,0.0018809227040037513,0.0034039318561553955,0.003465841757133603,2855476736.0,3064947712.0,4838423040.0,2398507776.0,0.0005450330791063607
miura_01957,1,1.0,1.0,30.0,36.0,9.0,9.0,0.0008942922577261925,0.0007196670630946755,0.005339745432138443,0.003912087995558977,0.0014072720659896731,0.0010009445250034332,2154562048.0,2065341056.0,1553823872.0,3106911744.0,0.009481986984610558
miura_01946,5,1.0,1.0,30.0,24.0,12.0,12.0,0.0005661061150021851,0.0006899134023115039,0.0040676710195839405,0.003813270479440689,0.003056297544389963,0.0016722625587135553,2604364288.0,1006209344.0,1855533824.0,1597955712.0,0.0036316225305199623
miura_01031,1,1.0,1.0,24.0,36.0,12.0,12.0,0.0007818049634806812,0.0006505038472823799,0.004304889589548111,0.0024463823065161705,0.003578866133466363,0.0028808426577597857,3112495872.0,2925715712.0,1490644352.0,4876484608.0,0.0003314466739539057
miura_00945,0,1.0,1.0,30.0,24.0,12.0,12.0,0.0005440527456812561,0.0009221195359714329,0.002961642574518919,0.005305131431668997,0.001444705412723124,0.0034309367183595896,3639539712.0,1940684416.0,4781555712.0,2067352960.0,0.0011437119683250785
miura_01467,1,1.0,1.0,36.0,36.0,9.0,9.0,0.000811188539955765,0.0008110957569442689,0.0034250046592205763,0.003055720590054989,0.0031167310662567616,0.0021713441237807274,4477307904.0,3010698496.0,4667593728.0,4996423680.0,0.0008252749685198069
miura_00782,6,1.0,1.0,30.0,24.0,12.0,12.0,0.0009922805475071073,0.0009450565557926893,0.0027754148468375206,0.0037845231126993895,0.0028577852062880993,0.0037022766191512346,2034136320.0,3762479872.0,4612088320.0,2191761664.0,0.0005507533205673099
miura_01382,1,1.0,1.0,24.0,36.0,9.0,9.0,0.0006431685760617256,0.0005264458595775068,0.005951232276856899,0.003431686433032155,0.0023299239110201597,0.001452079159207642,3606217728.0,2511711232.0,1658834688.0,4686827520.0,0.0036733823362737894
miura_00271,3,1.0,1.0,24.0,24.0,12.0,12.0,0.0005596744013018906,0.0009460368892177939,0.004277112893760204,0.004648509435355663,0.001954799983650446,0.0024584054481238127,3747678976.0,1006209344.0,1753460864.0,1717217408.0,0.0017739032628014684
miura_01991,7,1.0,1.0,36.0,36.0,6.0,6.0,0.0008901654509827495,0.0008044472779147327,0.004378548823297024,0.005407039076089859,0.0012053877580910921,0.0018079238943755627,2268337920.0,4659209216.0,1804734976.0,1381551360.0,0.00042042724089697003
miura_00776,3,1.0,1.0,30.0,36.0,9.0,9.0,0.0005840598605573177,0.0006588170654140413,0.00567066902294755,0.005157391540706158,0.00365108298137784,0.003576526651158929,4851227648.0,2761791488.0,2830024448.0,3762185472.0,0.002720815595239401
miura_01349,6,1.0,1.0,24.0,24.0,12.0,12.0,0.0005292921559885144,0.0008756867609918118,0.0034403065219521523,0.005290946923196316,0.001095038722269237,0.0029630749486386776,2001723776.0,1009554624.0,1719004288.0,1195997696.0,0.0014285456854850054
miura_01474,4,1.0,1.0,36.0,36.0,12.0,12.0,0.0006255240878090262,0.0008274834835901856,0.004574441350996494,0.005032962653785944,0.0036485660821199417,0.003775043413043022,3853975296.0,1651982336.0,4091608576.0,3483290624.0,0.0027351242024451494
miura_00557,6,1.0,1.0,36.0,36.0,9.0,9.0,0.0009651669533923268,0.0007821751059964299,0.0031976185273379087,0.002148428000509739,0.003926216159015894,0.0016186018474400043,2979516416.0,2257951488.0,2517157888.0,3808516608.0,0.0005068930913694203
miura_00681,6,1.0,1.0,24.0,24.0,9.0,12.0,0.0005103990552015603,0.0007316141854971647,0.0015561222098767757,0.0023391719441860914,0.0022244225256145,0.0026972710620611906,4192012544.0,1467122176.0,3259860992.0,1557710464.0,0.0002193784894188866
miura_01782,1,1.0,1.0,30.0,30.0,12.0,12.0,0.0006063167238608003,0.000995621900074184,0.0018632342107594013,0.0035785038489848375,0.0010697671677917242,0.003661853028461337,3630438912.0,2987227392.0,4121090560.0,1877371264.0,0.00031407346250489354
miura_00050,0,1.0,1.0,36.0,36.0,9.0,12.0,0.0005407857825048268,0.0006100799655541778,0.0013915589079260826,0.0016970876604318619,0.0030456827953457832,0.0029029191937297583,2402313216.0,1312292864.0,1956545024.0,1121539200.0,0.00035149071482010186
miura_01385,1,1.0,1.0,36.0,36.0,12.0,12.0,0.0008668545633554459,0.0009206122485920787,0.0036944951862096786,0.005356667563319206,0.0013486496172845364,0.0025465944781899452,1551513728.0,2287246848.0,4320318976.0,2788834304.0,0.0006237881607376039
miura_00536,3,1.0,1.0,24.0,24.0,9.0,9.0,0.0005635563866235316,0.0005769873387180269,0.0024702020455151796,0.0025205526035279036,0.0035866128746420145,0.0032975799404084682,1350298496.0,1248619520.0,4172455936.0,4305220608.0,0.0023307621013373137
miura_01866,3,1.0,1.0,24.0,24.0,6.0,6.0,0.0008164513856172562,0.000857122300658375,0.0039857723750174046,0.004192627966403961,0.0019995945040136576,0.002120077144354582,3341733888.0,3051328768.0,3219860480.0,3065817344.0,0.0015605513472110033
miura_01035,5,1.0,1.0,36.0,36.0,9.0,9.0,0.0007851322880014777,0.0008454369381070137,0.0018739429069682956,0.002296485472470522,0.0013690703781321645,0.001712313387542963,2103996032.0,2041881600.0,3637529088.0,2843866112.0,0.0002821917296387255
miura_01938,7,1.0,1.0,24.0,30.0,12.0,12.0,0.0006013813544996083,0.0009356659720651805,0.002363292034715414,0.002622418338432908,0.001664530485868454,0.0036594090051949024,4132526592.0,2019686272.0,1031419712.0,1172209408.0,0.0003442866145633161
miura_01109,7,1.0,1.0,36.0,36.0,9.0,9.0,0.000564437301363796,0.0007052759756334126,0.002895643236115575,0.003930610604584217,0.001984852598980069,0.0029467276763170958,2543950080.0,1903215360.0,1809033984.0,1332025728.0,0.0006403162842616439
miura_00748,7,1.0,1.0,24.0,24.0,12.0,12.0,0.0005724536022171378,0.0006039707222953439,0.005790260620415211,0.005576093215495348,0.003745495807379484,0.0033509721979498863,4766686720.0,3687435264.0,3856807168.0,3818425344.0,0.002730466891080141
miura_00174,1,1.0,1.0,36.0,36.0,6.0,6.0,0.0009239120990969241,0.0007943089003674686,0.004973101895302534,0.005065341480076313,0.0021798978559672832,0.0022781919687986374,2724836352.0,4128086528.0,1504930816.0,1456010496.0,0.00031906890217214823
miura_00826,4,1.0,1.0,30.0,24.0,6.0,6.0,0.0009127932717092335,0.000783498166128993,0.0014085646253079176,0.0012690647272393107,0.0035655945539474487,0.0011262441985309124,4817690624.0,3482272512.0,3750853632.0,2200890112.0,0.0014414043398573995
miura_00735,7,1.0,1.0,30.0,30.0,9.0,9.0,0.0009963520569726825,0.0009362127748318017,0.004679154604673386,0.005886896513402462,0.0018263082019984722,0.0023435165639966726,3669973504.0,4850931200.0,4663056896.0,3424036608.0,0.009421746246516705
miura_01449,0,1.0,1.0,24.0,24.0,6.0,6.0,0.0006378452526405454,0.0007813614211045206,0.0051163011230528355,0.0042800153605639935,0.003511447459459305,0.0024171043187379837,3153555968.0,1006708800.0,1798382720.0,2306184960.0,0.003685257863253355
miura_01206,5,1.0,1.0,24.0,24.0,6.0,6.0,0.0005481219268403947,0.0007788842776790261,0.002822467591613531,0.0032675419934093952,0.0030870300251990557,0.003605869133025408,4407718912.0,1853317632.0,4771062784.0,3915154176.0,0.0011014437768608332
miura_01898,2,1.0,1.0,30.0,36.0,9.0,9.0,0.0008183906320482492,0.0006806899909861386,0.005770000163465738,0.005192189943045378,0.002119841054081917,0.0020639197900891304,2091525760.0,2654718720.0,1267623808.0,1858346880.0,0.0035682409070432186
miura_00276,6,1.0,1.0,36.0,36.0,6.0,6.0,0.0008401605882681906,0.0008716894080862403,0.0012413000222295523,0.0010028440738096833,0.0018598124152049422,0.0017900876700878143,4787672064.0,3560680448.0,2862870016.0,3285860352.0,0.0012347112642601132
miura_00024,6,1.0,1.0,30.0,30.0,12.0,12.0,0.0008620047010481358,0.0007115948246791959,0.0044092838652431965,0.0033068915363401175,0.0031742355786263943,0.0015784506686031818,3485128448.0,3210372608.0,3814916352.0,4827233280.0,0.003332355059683323
miura_01315,0,1.0,1.0,36.0,30.0,9.0,9.0,0.0008127771434374154,0.0008551030769012868,0.002319122664630413,0.0026497163344174623,0.0032681424636393785,0.0027577662840485573,4468523520.0,3725754112.0,4935539200.0,3442605568.0,0.0010917523177340627
miura_00064,7,1.0,1.0,36.0,36.0,9.0,9.0,0.000677662726957351,0.0008285531075671315,0.005087495781481266,0.005352374166250229,0.0026938077062368393,0.0029870758298784494,2268282880.0,1196372480.0,3930679296.0,3762894848.0,0.009470077231526375
miura_01988,5,1.0,1.0,30.0,36.0,6.0,6.0,0.0009025614126585424,0.0008199455915018916,0.00118062284309417,0.0012807612074539065,0.0015699678333476186,0.0026170958299189806,2134273664.0,4226524672.0,1708657536.0,1472457344.0,0.0007306639454327524
miura_00189,2,1.0,1.0,24.0,30.0,6.0,6.0,0.0008136548567563295,0.0009164815419353545,0.00422325124964118,0.004140199162065983,0.0017283057095482945,0.002683068159967661,2303473408.0,1811172480.0,2573752832.0,3725476352.0,0.001063701929524541
miura_01571,6,1.0,1.0,36.0,36.0,6.0,6.0,0.0006178471958264709,0.0007876764866523445,0.002349176211282611,0.003003118559718132,0.0013398876180872321,0.0016598115907981992,3154748160.0,1939442176.0,4186765056.0,3008261376.0,0.0003741303808055818
