sample_id,best_candidate,true_pattern,generated_pattern,true_m,generated_m,true_n,generated_n,true_tcrease,generated_tcrease,true_tpanel,generated_tpanel,true_W,generated_W,true_creaseE,generated_creaseE,true_panelE,generated_panelE,closed_loop_scaled_mse
miura_00888,6,1.0,1.0,36.0,36.0,6.0,6.0,0.0006059641600586474,0.000631395960226655,0.004233266226947308,0.005608908832073212,0.0013532893499359488,0.001986929913982749,3327547136.0,4154712320.0,4436235264.0,3196485376.0,0.0008610868826508522
miura_00211,4,1.0,1.0,24.0,24.0,6.0,6.0,0.000721485645044595,0.0007971790619194508,0.001715242164209485,0.0015965880593284965,0.0031951407436281443,0.0023521864786744118,3006717952.0,1560510464.0,3682132480.0,3960246272.0,0.0004979827790521085
miura_00521,2,1.0,1.0,24.0,24.0,9.0,9.0,0.0009009539498947561,0.0009267374407500029,0.0012704654363915324,0.001407190109603107,0.0015237079933285713,0.0012228802079334855,3896220672.0,3030750720.0,4251073536.0,3246472448.0,0.0026398980990052223
miura_00851,7,1.0,1.0,24.0,30.0,12.0,12.0,0.000684960454236716,0.0009746687719598413,0.004047666676342487,0.005723320879042149,0.0010841479524970055,0.0033265864476561546,4799359488.0,3705492480.0,2289364992.0,2079793536.0,0.0029950763564556837
miura_00672,5,1.0,1.0,24.0,30.0,9.0,9.0,0.0006101516773924232,0.0006334911449812353,0.005598373711109161,0.0059584262780845165,0.0010950439609587193,0.0018338239751756191,3405525504.0,3552493056.0,2514044160.0,3057243136.0,0.0043905372731387615
miura_00234,4,1.0,1.0,24.0,36.0,9.0,9.0,0.0008313406724482775,0.000789605372119695,0.005216830410063267,0.004719206597656012,0.001144862500950694,0.0011853210162371397,4834713600.0,4179650304.0,1191118336.0,2134513152.0,0.01712106727063656
miura_01183,3,1.0,1.0,36.0,36.0,6.0,6.0,0.0008272068225778639,0.0005841834936290979,0.002216885332018137,0.0017881366657093167,0.002091853879392147,0.0010794029803946614,3023915776.0,4717368832.0,4528023552.0,4993548288.0,0.0005055806250311434
miura_00653,7,1.0,1.0,30.0,30.0,6.0,6.0,0.0006817133398726583,0.0007170302560552955,0.00541280210018158,0.005237799137830734,0.0037281066179275513,0.0034824416507035494,2146422272.0,1692228864.0,4488729088.0,4767683584.0,0.001277028932236135
miura_01454,1,1.0,1.0,24.0,36.0,9.0,12.0,0.0009738752851262689,0.0009687554556876421,0.003753820899873972,0.004688133951276541,0.0013751137303188443,0.0027164292987436056,3680993024.0,4935782912.0,3547406080.0,3883148032.0,0.0031084760557860136
miura_01661,1,1.0,1.0,24.0,24.0,6.0,6.0,0.0009242465021088719,0.0008611920638941228,0.005870637483894825,0.005542079918086529,0.0017722414340823889,0.0012440799036994576,2552629760.0,2339226880.0,4881249280.0,4581944320.0,0.008669523522257805
miura_00455,4,1.0,1.0,36.0,36.0,9.0,9.0,0.0006747443694621325,0.0006030185613781214,0.005110409110784531,0.003452972276136279,0.0032180780544877052,0.001448668073862791,3430861824.0,1966600576.0,2901573376.0,4624538112.0,0.009593755006790161
miura_00290,0,1.0,1.0,24.0,24.0,6.0,6.0,0.0007423916831612587,0.0008043852867558599,0.0028113266453146935,0.0028482810594141483,0.0036953026428818703,0.003430015407502651,3788492288.0,2787659264.0,2259790080.0,2134422528.0,0.00026208997587673366
miura_01386,3,1.0,1.0,36.0,24.0,12.0,12.0,0.0007559749064967036,0.0008696815348230302,0.005667632445693016,0.00509552750736475,0.002352894516661763,0.001218312536366284,3260391936.0,1279194624.0,4207844096.0,3424992000.0,0.022229205816984177
