epoch,train_total,train_curve,train_physics,train_smoothness,train_force_monotonic,train_displacement_monotonic,val_total,val_curve,val_physics,val_smoothness,val_force_monotonic,val_displacement_monotonic
1,0.5052895388007164,0.4941376632452011,0.2230372443795204,1.9688012957885803e-06,0.0,0.0,0.2848363149166107,0.2762442886829376,0.1718399131298065,3.994820272055222e-06,0.0,0.0
2,0.1789829169213772,0.17146513164043425,0.15035205736756324,1.8034296144833205e-05,0.0,0.0,0.1259903246164322,0.11978664100170136,0.12406851589679718,2.5997572374762968e-05,0.0,0.0
3,0.0955976539850235,0.09018795117735863,0.10818541437387466,4.326621041400358e-05,0.0,0.0,0.06885631352663041,0.06443567156791687,0.08840336859226226,4.731624503619969e-05,0.0,0.0
4,0.06362443547695876,0.059411503300070764,0.08424502193927765,6.811302351707127e-05,0.0,0.0,0.051379021108150486,0.04779044806957245,0.0717578735947609,6.785622419556602e-05,0.0,0.0
5,0.047416660822927954,0.04399178374558687,0.06847910635173321,9.216674065100961e-05,0.0,0.0,0.040745861381292346,0.038037865906953815,0.054141613990068435,9.145322197582572e-05,0.0,0.0
6,0.03858439110219478,0.035711627192795276,0.057433381229639056,0.00010949209128739312,0.0,0.0,0.03139614231884479,0.0291236212849617,0.0454301518201828,0.00010134913463843986,0.0,0.0
7,0.03232865154743195,0.02985045799985528,0.04953940257430076,0.00012233504588948563,0.0,0.0,0.02713604852557182,0.025214743390679358,0.0384029720723629,0.00011567877256311476,0.0,0.0
8,0.028306015506386756,0.026120084840804338,0.04369173742830754,0.0001343793269188609,0.0,0.0,0.02408149316906929,0.022387984097003936,0.03384487301111221,0.00012656007951591163,0.0,0.0
9,0.02491792967543006,0.022951311599463224,0.03930353328585625,0.00014413842698559164,0.0,0.0,0.022130269557237625,0.02067244715988636,0.029128853753209113,0.0001379663433181122,0.0,0.0
10,0.022432321067899465,0.020624990556389094,0.0361161033436656,0.00015254191937856377,0.0,0.0,0.01906509630382061,0.017718426920473575,0.026905319839715957,0.00014032890379894525,0.0,0.0
11,0.019357617273926736,0.017681046947836877,0.03350039482116699,0.00015505722869420423,0.0,0.0,0.01768063586205244,0.016426648423075677,0.02505162835121155,0.00014059338835068047,0.0,0.0
12,0.017253631632775067,0.015674475599080324,0.03155205201357603,0.0001553533656988293,0.0,0.0,0.01354466713964939,0.012405560053884983,0.02275388054549694,0.00014126764435786753,0.0,0.0
13,0.015843964442610742,0.014353096839040519,0.029786476828157903,0.000154371059325058,0.0,0.0,0.015322868525981904,0.014254546761512756,0.021340255290269852,0.00013089296058751642,0.0,0.0
14,0.015020312536507844,0.013595548272132874,0.028466103933751583,0.00014589602767955511,0.0,0.0,0.01090061217546463,0.009881985746324063,0.02034597083926201,0.00013277648598887027,0.0,0.0
