sample_id,source_name,source_row,pattern,m,n,tcrease,tpanel,W,creaseE,panelE,bendstiff30,bendstiff60,bendstiff90,axialstiff30,axialstiff60,axialstiff90
miura_01805,miura,1805,1,30,9,0.0006333134157361,0.0021621335363633,0.0026509544244919,1883015329.77705,3207052700.23241,36346.901172842,11740.9160385633,7281.01356905637,11834.3071403512,20009.24448879,137172.767761975
miura_01806,miura,1806,1,30,9,0.0008907330224637,0.0033674077748696,0.0010812698787213,1144479446.3222,4913209615.25914,366368.79335788,106321.682710753,33483.0921503172,49465.1119461447,87114.8443117553,588433.198917108
miura_01808,miura,1808,1,36,9,0.0005180479010777,0.0033101084715982,0.0023796512515604,3351589572.46452,2677373147.35636,113645.919052456,34411.0706112316,12790.8431161398,15865.8469302043,27820.4644745034,198578.149251036
miura_01810,miura,1810,1,30,12,0.0007042605962073,0.0047179847192907,0.0014954798674604,4765974263.96588,3085497426.57936,310721.925364867,79053.8975375896,23090.7731941805,72350.4872791598,122584.568631447,748315.890800694
miura_01811,miura,1811,1,24,12,0.0007843911648738,0.0059375412419956,0.0017881999283396,2109265461.62262,4777699521.07708,706908.209285788,178765.902091408,52910.682553375,39184.4562523549,82614.60790981,1059314.03401541
miura_01812,miura,1812,1,24,9,0.0008454932815206,0.0043525098652981,0.0020660492672317,2659084008.51044,4680250370.43854,387403.391385237,113563.020570385,42983.5956762076,43658.3988278197,80185.3472757106,684192.981282803
miura_01813,miura,1813,1,24,9,0.0009793161446305,0.0013505885869906,0.0013509885443618,3127299278.68169,4683224586.06388,23309.9581115853,8040.5912133364,6729.61159580617,94175.5807802163,147517.364853131,543263.101126224
miura_01814,miura,1814,1,30,9,0.0008436800337819,0.0053672914346587,0.0010266145144519,2127006070.80719,3536901058.71345,723312.508325419,201640.26130924,48532.3173025396,81027.4945853295,146475.321908176,933176.473946785
miura_01815,miura,1815,1,30,6,0.0009534028807373,0.0014099249204075,0.0012175336088603,1492276544.29026,2856226849.19371,35643.3287485181,12369.4063198865,6706.8792007169,54814.3728154842,81789.8101279086,226850.104647542
miura_01817,miura,1817,1,36,9,0.0007722734553783,0.0024300781621611,0.0023001941174296,2442488859.09457,2194540521.4762,43499.5994345089,13489.0337113287,6193.24510663134,34652.577273616,53769.596292969,219181.908133703
miura_01818,miura,1818,1,30,6,0.0007854067664639,0.0042722146713149,0.0024236078508505,4399720604.03293,1853035528.33993,174223.753511897,67557.1512645382,22864.9351883918,50282.7960786479,79387.7004416991,309888.461444199
miura_01819,miura,1819,1,24,12,0.0009836209864108,0.0028168940287199,0.0029011382110232,3319537453.23155,3251006355.00249,40445.7272306998,13122.3012836586,8851.11588510312,53602.8448817258,88848.3046241168,512683.517738252
miura_01820,miura,1820,1,24,9,0.0007911546929367,0.0026643302365364,0.0023347611062162,3780876009.2195,2520484620.16339,50328.545133364,16083.0064787896,9524.19902121659,38320.8615726379,62550.1887320683,323003.573475351
miura_01821,miura,1821,1,36,12,0.0005268067757277,0.0051041370752098,0.0011069395374577,1741920374.95079,2060441974.79618,310767.765075103,72758.7502747087,17131.9415146223,20885.5165305796,42058.1977271484,390521.986630089
miura_01822,miura,1822,1,30,12,0.0007286136096385,0.0042588434292277,0.0035981402740805,1817169755.84063,4692417783.61163,173096.374293578,50283.2317737402,22060.3613585987,15791.6526538154,30328.6176311414,375287.06933802
miura_01823,miura,1823,1,24,9,0.0007164893347651,0.0053971478836539,0.0031305717851672,1129260193.82841,1815102920.92645,188165.831160109,55103.0265344288,20750.7911983325,9242.17879678697,19815.4733229786,260783.11827669
miura_01824,miura,1824,1,24,12,0.0009759306425862,0.0026621107766347,0.0017515924345729,2886413608.32694,1299712999.2889,22316.2423064895,6915.01314435134,3913.13530708923,69676.9842999044,109487.572685243,427910.553864134
miura_01826,miura,1826,1,30,6,0.0008118571279236,0.0032875098166001,0.0027065099339716,2484145135.12087,3304140005.04978,174077.009161392,63466.5644225673,25524.4748245253,30140.4944274524,50505.7175197372,273019.583388646
miura_01827,miura,1827,1,36,12,0.0008107734160361,0.0016648071174045,0.0019899605590033,3273364141.66861,4605139652.45735,23218.8297279524,7442.83600052543,4885.10068670438,62737.9971052632,97723.8729415357,416565.985194321
miura_01828,miura,1828,1,30,12,0.0009465048775704,0.0033979316722091,0.0018397210780761,4659971975.54501,1312151952.57128,47537.9338084578,13477.1799177901,5437.36014365113,121396.887281169,181887.350130101,563877.687735905
miura_01829,miura,1829,1,36,9,0.0007353716916917,0.0035978018386144,0.0030528073752647,4928429839.62203,3988586839.18108,173407.767584935,52668.201656843,20141.3447194723,48305.6178825277,78996.3691215831,422842.448180643
miura_01830,miura,1830,1,30,6,0.0008163523153695,0.0010451262979288,0.0012772180396055,1873694181.9495,2680906950.4523,14865.2039762878,5147.14636813346,3534.74631652054,39761.3792627366,59458.4494113488,161030.769562548
miura_01832,miura,1832,1,30,9,0.0008811629881868,0.0011498956712125,0.0021052394832562,3345279371.54608,4924649793.66163,11912.4616453731,4212.45893920721,4022.04407198907,60057.4989789659,92996.4816600195,340271.040068899
miura_01833,miura,1833,1,36,12,0.0007349618634169,0.0018004985203212,0.0030570103632759,3018050174.17664,3055701160.41394,12865.5659704292,4238.98350307664,3132.53364247068,28699.9013139323,45500.372435361,220404.076559714
miura_01834,miura,1834,1,24,9,0.0005754807841802,0.0040229994285723,0.0038820756171075,2530096207.7825,4520552128.70992,178288.602637231,55569.3793098927,28900.3800502986,9206.52807973087,19566.001299566,311586.185557961
miura_01835,miura,1835,1,30,9,0.0007573772536421,0.0046216413837833,0.0012957525626047,1347680890.05946,1309532665.14054,177125.23655981,50386.526558723,13848.2717612197,28646.718166921,48966.6515455107,280028.358167264
miura_01836,miura,1836,1,36,9,0.0005532719366,0.0021423922067173,0.0028261639953175,3070732171.37635,4464747464.67177,52407.4623990505,16653.4276611084,9151.68079663799,14518.1407093291,24413.5312806033,162320.560520997
miura_01837,miura,1837,1,24,9,0.0008191626352556,0.002761104350409,0.0023774491789405,4575562259.67329,4456644224.20737,96439.6021493193,30684.7915259651,17775.5116037464,51962.135464397,86139.0373657898,492651.618879689
miura_01838,miura,1838,1,30,6,0.0006707868212557,0.0022801116278373,0.0026185990812426,4931883954.75425,4872712271.01254,112753.935734851,39350.7586264041,19884.8842601891,33886.7204577968,54724.688989108,265107.181021954
miura_01839,miura,1839,1,30,12,0.0006297624630837,0.0012191569836201,0.0034169180154493,2279331317.80688,1111296168.6087,1261.36523077004,484.496304825198,617.184342728187,9818.66400032764,15671.9143877054,73811.3214780616
miura_01840,miura,1840,1,24,9,0.0009053502900609,0.0050683832755709,0.0028498838826981,3918947702.81656,3159148190.39056,300860.626364092,88300.3337181699,33627.4624843972,53451.1394089421,93179.4568704165,643736.50044498
miura_01841,miura,1841,1,30,12,0.0006185943366599,0.0034982865220847,0.0031398448168218,3335978481.09656,1652421380.50685,39792.2344502563,11887.4969953874,5816.38592442544,16522.8426510535,27877.2666595616,186369.834031585
miura_01842,miura,1842,1,30,12,0.0006764677228486,0.0033234140522183,0.0012226917066224,2079272186.87627,2822558941.41245,134643.048434412,36559.1812025254,12750.2800382689,34698.914962112,59075.3973893415,387472.155766113
miura_01843,miura,1843,1,24,9,0.0009202128256749,0.0017207206354012,0.0021278490538662,3537927166.94345,1491750928.5805,9857.88733026652,3390.35436547591,2795.45844549593,54292.4561576482,83754.3647034367,271553.536243901
miura_01844,miura,1844,1,24,12,0.0009656429935334,0.0032102355290145,0.0014045790707452,2447155115.87197,4251707052.77102,148370.990560684,42851.0963894243,18693.1434738477,79113.3965889869,132659.953689634,801007.016370851
miura_01845,miura,1845,1,36,9,0.0005913409637441,0.0028169738170379,0.0035381746978421,1908124402.09738,1051272011.56899,21474.8727521521,6704.74983612837,3245.41457476025,8392.68921683233,13644.2324935807,73907.1621397753
miura_01846,miura,1846,1,30,6,0.0005810133081848,0.0047827393177561,0.0025833885038075,4226270777.57206,2488363708.59161,279406.546599394,110042.993766085,35733.9575012284,21463.2292950549,41452.1194328325,304908.040693413
